image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,stim_image.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Soldiers 8.jpg,old,9,9,0,[np.float64(-0.3179916317991632)],[np.float64(-0.33472803347280333)],[1],[0],[0],[0.7437305829953402],['remember_box'],0,9,9,4,98.42811745801009,,,,,,,,,98.42421066702809,98.42811745801009,99.41008737497032,99.42667816707399,102.39922179200221,102.40928091702517,102.40928091702517,102.40928091702517,102.40928091702517,102.40928091702517,102.40928091702517,102.40928091702517,4.00170570902992,103.16218020801898,Remembered,3,[np.float64(-0.3179916317991632)],[np.float64(-0.33472803347280333)],[1],[0],[0],[0.7437305829953402],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Acorns 3.jpg,old,10,10,0,[np.float64(0.2928870292887029)],[np.float64(-0.33158995815899583)],[1],[0],[0],[0.8074532080208883],['forgotten_box'],0,10,10,21,103.47868487506639,,,,,,,,,103.47451495798305,103.47868487506639,104.45985008298885,104.4765310420189,107.44888154207729,107.47026670805644,107.47026670805644,107.47026670805644,107.47026670805644,107.47026670805644,107.47026670805644,107.47026670805644,4.003505458007567,108.27815966703929,Forgotten,1,[np.float64(0.2928870292887029)],[np.float64(-0.33158995815899583)],[1],[0],[0],[0.8074532080208883],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Stingray 2.jpg,old,11,11,0,[np.float64(-0.2792887029288703)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.9291138750268146],['remember_box'],0,11,11,33,108.59370295796543,,,,,,,,,108.58973550004885,108.59370295796543,109.57672445802018,109.58281641697977,112.56596729205921,112.57547325000633,112.57547325000633,112.57547325000633,112.57547325000633,112.57547325000633,112.57547325000633,112.57547325000633,4.00053795799613,113.51290212501772,Remembered,3,[np.float64(-0.2792887029288703)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.9291138750268146],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Astronaut 2,new,12,12,0,[np.float64(0.301255230125523)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.8302461249986663],['forgotten_box'],0,12,12,53,113.82926833303645,,,,,,,,,113.8252376250457,113.82926833303645,114.81727783300448,114.82637920801062,117.81992370798253,117.81992370798253,117.81992370798253,117.81992370798253,117.81992370798253,117.81992370798253,117.81992370798253,117.81992370798253,4.001984791015275,118.65060491696931,Forgotten,1,[np.float64(0.301255230125523)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.8302461249986663],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Building 2.jpg,new,13,13,0,[np.float64(0.33263598326359833)],[np.float64(-0.34623430962343094)],[1],[0],[0],[0.6986242500133812],['forgotten_box'],0,13,13,70,118.97134966705926,,,,,,,,,118.96745012502652,118.97134966705926,119.95098125003278,119.9654957500752,122.95321458298713,122.95321458298713,122.95321458298713,122.95321458298713,122.95321458298713,122.95321458298713,122.95321458298713,122.95321458298713,4.0013387920334935,123.66016850003507,Forgotten,1,[np.float64(0.33263598326359833)],[np.float64(-0.34623430962343094)],[1],[0],[0],[0.6986242500133812],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Tornado 1.jpg,old,14,14,0,[np.float64(0.34623430962343094)],[np.float64(-0.3263598326359833)],[1],[0],[0],[0.629380917060189],['forgotten_box'],0,14,14,40,123.97583187499549,,,,,,,,,123.97179883299395,123.97583187499549,124.95977420802228,124.9660077500157,127.94865429203492,127.95839749998413,127.95839749998413,127.95839749998413,127.95839749998413,127.95839749998413,127.95839749998413,127.95839749998413,4.000784083968028,128.5952675420558,Forgotten,1,[np.float64(0.34623430962343094)],[np.float64(-0.3263598326359833)],[1],[0],[0],[0.629380917060189],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Bubble 2.jpg,old,15,15,0,[np.float64(0.04497907949790795)],[np.float64(-0.3148535564853556)],[1],[0],[0],[4.70802195800934],['familiar_box'],0,15,15,22,128.9115654580528,,,,,,,,,128.90795416699257,128.9115654580528,129.8999086250551,129.9095786670223,132.90260862500872,132.90260862500872,132.90260862500872,132.90260862500872,132.90260862500872,132.90260862500872,132.90260862500872,132.90260862500872,4.0017844589892775,137.61105912504718,Familiar,2,[np.float64(0.04497907949790795)],[np.float64(-0.3148535564853556)],[1],[0],[0],[4.70802195800934],['familiar_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Rocks 1.jpg,new,16,16,0,[np.float64(0.2730125523012552)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.7946970000630245],['forgotten_box'],0,16,16,58,137.9278598750243,,,,,,,,,137.92377945804037,137.9278598750243,138.90981895802543,138.92643620807212,141.897333458066,141.92023070796859,141.92023070796859,141.92023070796859,141.92023070796859,141.92023070796859,141.92023070796859,141.92023070796859,4.004630458075553,142.7153985420009,Forgotten,1,[np.float64(0.2730125523012552)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.7946970000630245],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Dead bodies 1.jpg,old,17,17,0,[np.float64(-0.2709205020920502)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.7671366659924388],['remember_box'],0,17,17,0,143.0388002920663,,,,,,,,,143.03480495803524,143.0388002920663,144.0161047920119,144.03126775007695,147.00993633305188,147.01857120799832,147.01857120799832,147.01857120799832,147.01857120799832,147.01857120799832,147.01857120799832,147.01857120799832,4.001324375043623,147.79507304204162,Remembered,3,[np.float64(-0.2709205020920502)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.7671366659924388],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Timber 2.jpg,new,18,18,0,[np.float64(-0.009414225941422594)],[np.float64(-0.28765690376569036)],[1],[0],[0],[1.551259999978356],['familiar_box'],0,18,18,57,148.1114308750257,,,,,,,,,148.10745287500322,148.1114308750257,149.09971183305606,149.1096925419988,152.09159954206552,152.09159954206552,152.09159954206552,152.09159954206552,152.09159954206552,152.09159954206552,152.09159954206552,152.09159954206552,3.9991332499776036,153.65039320802316,Familiar,2,[np.float64(-0.009414225941422594)],[np.float64(-0.28765690376569036)],[1],[0],[0],[1.551259999978356],['familiar_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Dog attack 3.jpg,old,19,19,0,[np.float64(-0.30962343096234307)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.6491115840617567],['remember_box'],0,19,19,27,153.97279150004033,,,,,,,,,153.9687275000615,153.97279150004033,154.95013712497894,154.96465204202104,157.95213774999138,157.95213774999138,157.95213774999138,157.95213774999138,157.95213774999138,157.95213774999138,157.95213774999138,157.95213774999138,4.001486083026975,158.61066966701765,Remembered,3,[np.float64(-0.30962343096234307)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.6491115840617567],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Ambulance 1.jpg,old,20,20,0,[np.float64(-0.3190376569037657)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.4099864170420915],['remember_box'],0,20,20,15,158.92763391707558,,,,,,,,,158.9234868750209,158.92763391707558,159.90957329201046,159.92619450006168,162.89865066704806,162.9080342920497,162.9080342920497,162.9080342920497,162.9080342920497,162.9080342920497,162.9080342920497,162.9080342920497,4.00008408294525,163.32572966697626,Remembered,3,[np.float64(-0.3190376569037657)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.4099864170420915],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Feces 2.jpg,old,21,21,0,[np.float64(-0.3190376569037657)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.5998926659813151],['remember_box'],0,21,21,12,163.64167887496296,,,,,,,,,163.63745437504258,163.64167887496296,164.62613991706166,164.6323694169987,167.61499837506562,167.62473487504758,167.62473487504758,167.62473487504758,167.62473487504758,167.62473487504758,167.62473487504758,167.62473487504758,4.001773166935891,168.23205420805607,Remembered,3,[np.float64(-0.3190376569037657)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.5998926659813151],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Pig 2.jpg,old,22,22,0,[np.float64(0.08054393305439331)],[np.float64(-0.303347280334728)],[1],[0],[0],[1.4397984580136836],['familiar_box'],0,22,22,32,168.5552555420436,,,,,,,,,168.5511570830131,168.5552555420436,169.53328299999703,169.54737362498417,172.53542395797558,172.53542395797558,172.53542395797558,172.53542395797558,172.53542395797558,172.53542395797558,172.53542395797558,172.53542395797558,3.999894208041951,173.98286624997854,Familiar,2,[np.float64(0.08054393305439331)],[np.float64(-0.303347280334728)],[1],[0],[0],[1.4397984580136836],['familiar_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Ferret 1.jpg,new,23,23,0,[np.float64(0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[0.8171894999686629],['forgotten_box'],0,23,23,62,174.3047030000016,,,,,,,,,174.30076695804019,174.3047030000016,175.2827296250034,175.29747054202016,178.2760114170378,178.28461683297064,178.28461683297064,178.28461683297064,178.28461683297064,178.28461683297064,178.28461683297064,178.28461683297064,4.0060823750682175,179.11641929205507,Forgotten,1,[np.float64(0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[0.8171894999686629],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Sad face 9.jpg,new,24,24,0,[np.float64(0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[0.5355290420120582],['forgotten_box'],0,24,24,49,179.43626724998467,,,,,,,,,179.4320812500082,179.43626724998467,180.41564424999524,180.4319543329766,183.40920125006232,183.4185348750325,183.4185348750325,183.4185348750325,183.4185348750325,183.4185348750325,183.4185348750325,183.4185348750325,3.999549000058323,183.96136345807463,Forgotten,1,[np.float64(0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[0.5355290420120582],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Snow 3.jpg,old,25,25,0,[np.float64(-0.2510460251046025)],[np.float64(-0.3200836820083682)],[1],[0],[0],[0.6458429159829393],['remember_box'],0,25,25,43,184.27755908307154,,,,,,,,,184.27339254203252,184.27755908307154,185.2592135000741,185.27583854203112,188.24861579202116,188.25829912500922,188.25829912500922,188.25829912500922,188.25829912500922,188.25829912500922,188.25829912500922,188.25829912500922,3.9993029159959406,188.91151100001298,Remembered,3,[np.float64(-0.2510460251046025)],[np.float64(-0.3200836820083682)],[1],[0],[0],[0.6458429159829393],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Severed finger 1.jpg,old,26,26,0,[np.float64(-0.3117154811715481)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.5994609580375254],['remember_box'],0,26,26,2,189.22727999999188,,,,,,,,,189.2232461250387,189.22727999999188,190.20908845798112,190.22594487504102,193.19833958300296,193.21886200003792,193.21886200003792,193.21886200003792,193.21886200003792,193.21886200003792,193.21886200003792,193.21886200003792,4.002731124986894,193.81878941704053,Remembered,3,[np.float64(-0.3117154811715481)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.5994609580375254],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Pigeon 6.jpg,old,27,27,0,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.5018894579261541],['remember_box'],0,27,27,26,194.13751141703688,,,,,,,,,194.13356741704047,194.13751141703688,195.11647058301605,195.1311548750382,198.11833179206587,198.11833179206587,198.11833179206587,198.11833179206587,198.11833179206587,198.11833179206587,198.11833179206587,198.11833179206587,4.0175692500779405,198.64452966698445,Remembered,3,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.5018894579261541],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Fire 9.jpg,old,28,28,0,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4920735419727862],['remember_box'],0,28,28,36,198.96146629203577,,,,,,,,,198.95737920806278,198.96146629203577,199.94958491704892,199.9590936669847,202.9530505000148,202.9530505000148,202.9530505000148,202.9530505000148,202.9530505000148,202.9530505000148,202.9530505000148,202.9530505000148,4.00334204104729,203.44560379197355,Remembered,3,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4920735419727862],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Plane crash 3.jpg,old,29,29,0,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4593128329142928],['remember_box'],0,29,29,41,203.76154987502377,,,,,,,,,203.75753366702702,203.76154987502377,204.74975645798258,204.75898291706108,207.75193825003225,207.75193825003225,207.75193825003225,207.75193825003225,207.75193825003225,207.75193825003225,207.75193825003225,207.75193825003225,4.001518750097603,208.21183849999215,Remembered,3,[np.float64(-0.36297071129707115)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4593128329142928],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Street 3.jpg,new,30,30,0,[np.float64(0.29811715481171547)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.9969858330441639],['forgotten_box'],0,30,30,71,208.52743529202417,,,,,,,,,208.52336125005968,208.52743529202417,209.51662479201332,209.52586304198485,212.51878641697112,212.51878641697112,212.51878641697112,212.51878641697112,212.51878641697112,212.51878641697112,212.51878641697112,212.51878641697112,4.0022991669829935,213.51621291704942,Forgotten,1,[np.float64(0.29811715481171547)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.9969858330441639],['forgotten_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
War 6.jpg,old,31,31,0,[np.float64(-0.26359832635983266)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.6815100830281153],['remember_box'],0,31,31,1,213.8367718750378,,,,,,,,,213.83257116703317,213.8367718750378,214.81650387507398,214.83185329206754,217.80894387501758,217.81902212498244,217.81902212498244,217.81902212498244,217.81902212498244,217.81902212498244,217.81902212498244,217.81902212498244,4.001218041987158,218.50879812496714,Remembered,3,[np.float64(-0.26359832635983266)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.6815100830281153],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Car 1.jpg,old,32,32,0,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.5786966249579564],['remember_box'],0,32,32,23,218.82347654202022,,,,,,,,,218.81949250004254,218.82347654202022,219.80877970799338,219.81456037505995,222.79911500005983,222.80770574999042,222.80770574999042,222.80770574999042,222.80770574999042,222.80770574999042,222.80770574999042,222.80770574999042,4.001974042039365,223.39421145804226,Remembered,3,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.5786966249579564],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Car crash 2.jpg,old,33,33,0,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.4288136250106618],['remember_box'],0,33,33,39,223.71196112502366,,,,,,,,,223.70790654199664,223.71196112502366,224.69973720796406,224.70895483298227,227.6985909170471,227.6911700000055,227.6911700000055,227.6911700000055,227.6911700000055,227.6911700000055,227.6911700000055,227.6911700000055,3.999449499999173,228.12774837506004,Remembered,3,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.4288136250106618],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Solar panel 1.jpg,old,34,34,0,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.3317309580743313],['remember_box'],0,34,34,46,228.4445732079912,,,,,,,,,228.440493333037,228.4445732079912,229.4328055829974,229.44216095807496,232.43606133305002,232.43606133305002,232.43606133305002,232.43606133305002,232.43606133305002,232.43606133305002,232.43606133305002,232.43606133305002,4.00361100002192,232.76825037505478,Remembered,3,[np.float64(-0.33577405857740583)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.3317309580743313],['remember_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
Sidewalk 2.jpg,old,35,35,0,[np.float64(-0.13598326359832635)],[np.float64(-0.3023012552301255)],[1],[0],[0],[0.5525894580641761],['familiar_box'],0,35,35,20,233.0858738750685,,,,,,,,,233.08178875001613,233.0858738750685,234.06605587503873,234.0806122920476,237.0649652919965,237.0649652919965,237.0649652919965,237.0649652919965,237.0649652919965,237.0649652919965,237.0649652919965,237.0649652919965,4.00046645803377,237.62760041700676,Familiar,2,[np.float64(-0.13598326359832635)],[np.float64(-0.3023012552301255)],[1],[0],[0],[0.5525894580641761],['familiar_box'],,,,,devadath,002,2025-11-14_15h22.24.506,Phase 2 Canli Replication,,2025.1.1,None,2025-11-14 15h22.49.667340 +0530,
