thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.33375)],[np.float64(0.43)],[1],[0],[0],[1.937618083000416],['target'],10,0,10,0,26.11136445899683,,5,26.103891458998987,26.11136445899683,26.11136445899683,0.013257874998089392,28.041591083998355,[np.float64(-0.33375)],[np.float64(0.43)],[1],[0],[0],[1.937618083000416],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
11,0,11,[np.float64(0.0525)],[np.float64(0.135)],[1],[0],[0],[2.1264560420022462],['target'],11,0,11,0,28.073823541999445,,10,28.06427087499833,28.073823541999445,28.073823541999445,0.022462624998297542,30.19078654199984,[np.float64(0.0525)],[np.float64(0.135)],[1],[0],[0],[2.1264560420022462],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
12,0,12,[np.float64(0.04125)],[np.float64(-0.17625)],[1],[0],[0],[2.0038930000009714],['target'],12,0,12,0,30.219433333997586,,10,30.21002149999913,30.219433333997586,30.219433333997586,0.01907249999931082,32.213977624996915,[np.float64(0.04125)],[np.float64(-0.17625)],[1],[0],[0],[2.0038930000009714],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
13,0,13,[np.float64(0.245)],[np.float64(-0.0025)],[1],[0],[0],[1.4317451670031005],['target'],13,0,13,0,32.23355533399808,,5,32.226163249997626,32.23355533399808,32.23355533399808,0.011981708001258085,33.65797195899722,[np.float64(0.245)],[np.float64(-0.0025)],[1],[0],[0],[1.4317451670031005],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
14,0,14,[np.float64(0.47)],[np.float64(0.46)],[1],[0],[0],[5.4321990000025835],['target'],14,0,14,0,33.68939683399731,,10,33.67958941699908,33.68939683399731,33.68939683399731,0.021433333997265436,39.111832999999024,[np.float64(0.47)],[np.float64(0.46)],[1],[0],[0],[5.4321990000025835],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
15,0,15,[np.float64(-0.38)],[np.float64(0.07)],[1],[0],[0],[2.7679640829992422],['target'],15,0,15,0,39.130220333998295,,5,39.12322458400013,39.130220333998295,39.130220333998295,0.011228666997340042,41.89125337499718,[np.float64(-0.38)],[np.float64(0.07)],[1],[0],[0],[2.7679640829992422],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
16,0,16,[np.float64(0.42375)],[np.float64(-0.28875)],[1],[0],[0],[2.0742090419989836],['target'],16,0,16,0,41.912063916999614,,5,41.90487995899821,41.912063916999614,41.912063916999614,0.013459458001307212,43.979151166997326,[np.float64(0.42375)],[np.float64(-0.28875)],[1],[0],[0],[2.0742090419989836],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
17,0,17,[np.float64(-0.04625)],[np.float64(0.46625)],[1],[0],[0],[3.2993890840007225],['target'],17,0,17,0,43.999493333998544,,5,43.99213795899777,43.999493333998544,43.999493333998544,0.01281645800190745,47.29158908399768,[np.float64(-0.04625)],[np.float64(0.46625)],[1],[0],[0],[3.2993890840007225],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
18,0,18,[np.float64(0.43875)],[np.float64(0.3975)],[1],[0],[0],[2.0682124169979943],['target'],18,0,18,0,47.32153595899945,,10,47.31197041699852,47.32153595899945,47.32153595899945,0.020239374996890547,49.380226916997344,[np.float64(0.43875)],[np.float64(0.3975)],[1],[0],[0],[2.0682124169979943],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
19,0,19,[np.float64(-0.1525)],[np.float64(0.21125)],[1],[0],[0],[2.3389026660006493],['target'],19,0,19,0,49.398747166997055,,5,49.39161241699912,49.398747166997055,49.398747166997055,0.01122479200057569,51.730593000000226,[np.float64(-0.1525)],[np.float64(0.21125)],[1],[0],[0],[2.3389026660006493],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
20,0,20,[np.float64(-0.15375)],[np.float64(0.21)],[1],[0],[0],[1.5306997500010766],['target'],20,0,20,0,51.750997333998384,,5,51.74361916699854,51.750997333998384,51.750997333998384,0.01282612499926472,53.27437899999859,[np.float64(-0.15375)],[np.float64(0.21)],[1],[0],[0],[1.5306997500010766],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
21,0,21,[np.float64(0.36625)],[np.float64(-0.12375)],[1],[0],[0],[2.2655219580010453],['target'],21,0,21,0,53.30611316700015,,10,53.29654499999742,53.30611316700015,53.30611316700015,0.022000542001478607,55.56211504199746,[np.float64(0.36625)],[np.float64(-0.12375)],[1],[0],[0],[2.2655219580010453],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
22,0,22,[np.float64(0.3525)],[np.float64(0.43875)],[1],[0],[0],[3.207487250001577],['target'],22,0,22,0,55.58005287499691,,5,55.57315483399725,55.58005287499691,55.58005287499691,0.0108776660017611,58.78071416699822,[np.float64(0.3525)],[np.float64(0.43875)],[1],[0],[0],[3.207487250001577],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
23,0,23,[np.float64(-0.035)],[np.float64(0.31375)],[1],[0],[0],[1.7379408749984577],['target'],23,0,23,0,58.812986334000016,,10,58.803016291996755,58.812986334000016,58.812986334000016,0.022112665999884484,60.541014208996785,[np.float64(-0.035)],[np.float64(0.31375)],[1],[0],[0],[1.7379408749984577],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
24,0,24,[np.float64(-0.18125)],[np.float64(-0.075)],[1],[0],[0],[1.5353529160020116],['target'],24,0,24,0,60.570994749999954,,10,60.56145624999772,60.570994749999954,60.570994749999954,0.020241459002136253,62.096854749997874,[np.float64(-0.18125)],[np.float64(-0.075)],[1],[0],[0],[1.5353529160020116],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
25,0,25,[np.float64(-0.49375)],[np.float64(-0.43125)],[1],[0],[0],[2.603962458000751],['target'],25,0,25,0,62.11518824999803,,5,62.108004416997574,62.11518824999803,62.11518824999803,0.010994333002599888,64.71205362499677,[np.float64(-0.49375)],[np.float64(-0.43125)],[1],[0],[0],[2.603962458000751],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
26,0,26,[np.float64(0.32875)],[np.float64(-0.45875)],[1],[0],[0],[1.6556645829987247],['target'],26,0,26,0,64.7324983749968,,5,64.72490183399714,64.7324983749968,64.7324983749968,0.012652458000957267,66.38063804199919,[np.float64(0.32875)],[np.float64(-0.45875)],[1],[0],[0],[1.6556645829987247],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
27,0,27,[np.float64(0.19)],[np.float64(-0.20625)],[1],[0],[0],[2.161416333001398],['target'],27,0,27,0,66.41168012499838,,10,66.40204874999836,66.41168012499838,66.41168012499838,0.021236707998468773,68.56351116699807,[np.float64(0.19)],[np.float64(-0.20625)],[1],[0],[0],[2.161416333001398],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
28,0,28,[np.float64(0.00125)],[np.float64(-0.44125)],[1],[0],[0],[1.8056041659983748],['target'],28,0,28,0,68.5823312499997,,5,68.5751902919983,68.5823312499997,68.5823312499997,0.011515291000250727,70.38085804199727,[np.float64(0.00125)],[np.float64(-0.44125)],[1],[0],[0],[1.8056041659983748],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
29,0,29,[np.float64(0.435)],[np.float64(-0.00375)],[1],[0],[0],[1.9932090000002063],['target'],29,0,29,0,70.41209108399926,,10,70.40257641700009,70.41209108399926,70.41209108399926,0.021552875001361826,72.39582674999838,[np.float64(0.435)],[np.float64(-0.00375)],[1],[0],[0],[1.9932090000002063],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
30,0,30,[np.float64(0.13375)],[np.float64(-0.30875)],[1],[0],[0],[2.041952042000048],['target'],30,0,30,0,72.42507179200038,,10,72.41546062499765,72.42507179200038,72.42507179200038,0.019475166001939215,74.45745979200001,[np.float64(0.13375)],[np.float64(-0.30875)],[1],[0],[0],[2.041952042000048],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
31,0,31,[np.float64(-0.05375)],[np.float64(0.18625)],[1],[0],[0],[1.8777797500006272],['target'],31,0,31,0,74.47552341699702,,5,74.46867383399876,74.47552341699702,74.47552341699702,0.011053375001210952,76.34651187499912,[np.float64(-0.05375)],[np.float64(0.18625)],[1],[0],[0],[1.8777797500006272],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
32,0,32,[np.float64(-0.2)],[np.float64(0.31125)],[1],[0],[0],[1.9882432910017087],['target'],32,0,32,0,76.37773591699806,,10,76.36818691699955,76.37773591699806,76.37773591699806,0.02151133300139918,78.35647400000016,[np.float64(-0.2)],[np.float64(0.31125)],[1],[0],[0],[1.9882432910017087],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
33,0,33,[np.float64(0.0025)],[np.float64(-0.2075)],[1],[0],[0],[3.204890000000887],['target'],33,0,33,0,78.37539954199747,,5,78.36850887499895,78.37539954199747,78.37539954199747,0.011867417000757996,81.5734640419978,[np.float64(0.0025)],[np.float64(-0.2075)],[1],[0],[0],[3.204890000000887],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
34,0,34,[np.float64(-0.46375)],[np.float64(-0.08125)],[1],[0],[0],[4.117952499997045],['target'],34,0,34,0,81.60425274999943,,10,81.59448675000021,81.60425274999943,81.60425274999943,0.020891916999971727,85.71248604199718,[np.float64(-0.46375)],[np.float64(-0.08125)],[1],[0],[0],[4.117952499997045],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
35,0,35,[np.float64(-0.38125)],[np.float64(0.11875)],[1],[0],[0],[1.791243083000154],['target'],35,0,35,0,85.74165233399981,,10,85.73193462499694,85.74165233399981,85.74165233399981,0.019283749999885913,87.52322604199799,[np.float64(-0.38125)],[np.float64(0.11875)],[1],[0],[0],[1.791243083000154],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
36,0,36,[np.float64(-0.24875)],[np.float64(0.345)],[1],[0],[0],[1.7988863749997108],['target'],36,0,36,0,87.55207204199905,,10,87.54243858399786,87.55207204199905,87.55207204199905,0.019046291999984533,89.34138683399942,[np.float64(-0.24875)],[np.float64(0.345)],[1],[0],[0],[1.7988863749997108],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
37,0,37,[np.float64(0.17875)],[np.float64(0.2375)],[1],[0],[0],[1.6170194999976957],['target'],37,0,37,0,89.37116024999705,,10,89.36151354199683,89.37116024999705,89.37116024999705,0.019923292002204107,90.97858016699684,[np.float64(0.17875)],[np.float64(0.2375)],[1],[0],[0],[1.6170194999976957],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
38,0,38,[np.float64(0.42)],[np.float64(0.36875)],[1],[0],[0],[1.789649250000366],['target'],38,0,38,0,90.9960633749979,,5,90.98909170899788,90.9960633749979,90.9960633749979,0.010334333001082996,92.77881429199988,[np.float64(0.42)],[np.float64(0.36875)],[1],[0],[0],[1.789649250000366],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
39,0,39,[np.float64(0.25875)],[np.float64(0.38)],[1],[0],[0],[2.2401043329991808],['target'],39,0,39,0,92.81096591699679,,10,92.80053858399697,92.81096591699679,92.81096591699679,0.021548749999055872,95.04068920899954,[np.float64(0.25875)],[np.float64(0.38)],[1],[0],[0],[2.2401043329991808],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
40,0,40,[np.float64(0.37625)],[np.float64(-0.1)],[1],[0],[0],[1.9642530840028485],['target'],40,0,40,0,95.06986083399897,,10,95.06018520900034,95.06986083399897,95.06986083399897,0.01932633300020825,97.02448474999983,[np.float64(0.37625)],[np.float64(-0.1)],[1],[0],[0],[1.9642530840028485],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
41,0,41,[np.float64(-0.44)],[np.float64(-0.42625)],[1],[0],[0],[2.4630927500002144],['target'],41,0,41,0,97.054323999997,,10,97.04452691699771,97.054323999997,97.054323999997,0.01988054199682665,99.50766799999838,[np.float64(-0.44)],[np.float64(-0.42625)],[1],[0],[0],[2.4630927500002144],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
42,0,42,[np.float64(0.22125)],[np.float64(0.2975)],[1],[0],[0],[2.0768447920017934],['target'],42,0,42,0,99.52581166699747,,5,99.5186826249992,99.52581166699747,99.52581166699747,0.010818209000717616,101.59561624999697,[np.float64(0.22125)],[np.float64(0.2975)],[1],[0],[0],[2.0768447920017934],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
43,0,43,[np.float64(-0.3825)],[np.float64(-0.4575)],[1],[0],[0],[1.8489272500009974],['target'],43,0,43,0,101.6163814169995,,5,101.60876016699694,101.6163814169995,101.6163814169995,0.012936916002217913,103.45775237499765,[np.float64(-0.3825)],[np.float64(-0.4575)],[1],[0],[0],[1.8489272500009974],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
44,0,44,[np.float64(0.31375)],[np.float64(0.0975)],[1],[0],[0],[2.123969959000533],['target'],44,0,44,0,103.47867545899862,,5,103.47102112499852,103.47867545899862,103.47867545899862,0.013104333000228507,105.59505558399906,[np.float64(0.31375)],[np.float64(0.0975)],[1],[0],[0],[2.123969959000533],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
45,0,45,[np.float64(0.2325)],[np.float64(0.23)],[1],[0],[0],[1.1828915420010162],['target'],45,0,45,0,105.61561120899933,,5,105.6079714999978,105.61561120899933,105.61561120899933,0.012736666998534929,106.7909402089972,[np.float64(0.2325)],[np.float64(0.23)],[1],[0],[0],[1.1828915420010162],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
46,0,46,[np.float64(-0.39625)],[np.float64(0.17125)],[1],[0],[0],[1.36943841700122],['target'],46,0,46,0,106.81144545899951,,5,106.80381729199871,106.81144545899951,106.81144545899951,0.01271341699975892,108.17332120900028,[np.float64(-0.39625)],[np.float64(0.17125)],[1],[0],[0],[1.36943841700122],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
47,0,47,[np.float64(0.33)],[np.float64(0.465)],[1],[0],[0],[3.8605520839992096],['target'],47,0,47,0,108.20640566699876,,10,108.19663387499895,108.20640566699876,108.20640566699876,0.02313125000000582,112.05723520899846,[np.float64(0.33)],[np.float64(0.465)],[1],[0],[0],[3.8605520839992096],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
48,0,48,"[np.float64(-0.325), np.float64(-0.37875)]","[np.float64(0.4825), np.float64(0.1675)]","[1, 1]","[0, 0]","[0, 0]","[1.8690640839995467, 3.546747291999054]","[None, 'target']",48,0,48,0,112.0865045419996,,10,112.07665399999678,112.0865045419996,112.0865045419996,0.019246291998570086,115.62348579199897,"[np.float64(-0.325), np.float64(-0.37875)]","[np.float64(0.4825), np.float64(0.1675)]","[1, 1]","[0, 0]","[0, 0]","[1.8690640839995467, 3.546747291999054]","[None, 'target']",003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
49,0,49,[np.float64(0.04125)],[np.float64(-0.32625)],[1],[0],[0],[2.0472432499991555],['target'],49,0,49,0,115.6531544999998,,10,115.64330191699992,115.6531544999998,115.6531544999998,0.019615500001236796,117.69059858399851,[np.float64(0.04125)],[np.float64(-0.32625)],[1],[0],[0],[2.0472432499991555],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
50,0,50,[np.float64(0.005)],[np.float64(-0.0725)],[1],[0],[0],[2.7556373750012426],['target'],50,0,50,0,117.70952229199975,,5,117.70232683399809,117.70952229199975,117.70952229199975,0.011555749999388354,120.45803966699896,[np.float64(0.005)],[np.float64(-0.0725)],[1],[0],[0],[2.7556373750012426],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
51,0,51,[np.float64(-0.37)],[np.float64(0.2275)],[1],[0],[0],[2.0833726249984466],['target'],51,0,51,0,120.48994629200024,,10,120.4792527919999,120.48994629200024,120.48994629200024,0.021020707998104626,122.56267033399854,[np.float64(-0.37)],[np.float64(0.2275)],[1],[0],[0],[2.0833726249984466],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
52,0,52,[np.float64(0.445)],[np.float64(0.26625)],[1],[0],[0],[1.2408441660008975],['target'],52,0,52,0,122.58057345899942,,5,122.57361708399912,122.58057345899942,122.58057345899942,0.010808916998939821,123.81453504199817,[np.float64(0.445)],[np.float64(0.26625)],[1],[0],[0],[1.2408441660008975],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
53,0,53,[np.float64(-0.505)],[np.float64(0.21)],[1],[0],[0],[2.1809263340001053],['target'],53,0,53,0,123.83503112499966,,5,123.82733050000024,123.83503112499966,123.83503112499966,0.012619499997526873,126.00836891699873,[np.float64(-0.505)],[np.float64(0.21)],[1],[0],[0],[2.1809263340001053],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
54,0,54,[np.float64(0.29625)],[np.float64(-0.13625)],[1],[0],[0],[2.0244748330005677],['target'],54,0,54,0,126.04159099999742,,10,126.03161329199793,126.04159099999742,126.04159099999742,0.022994708000624087,128.05613787499897,[np.float64(0.29625)],[np.float64(-0.13625)],[1],[0],[0],[2.0244748330005677],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
55,0,55,[np.float64(0.0375)],[np.float64(0.20625)],[1],[0],[0],[1.4711901250011579],['target'],55,0,55,0,128.08409437499722,,10,128.07466254199971,128.08409437499722,128.08409437499722,0.018352499999309657,129.54589941700033,[np.float64(0.0375)],[np.float64(0.20625)],[1],[0],[0],[1.4711901250011579],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
56,0,56,[np.float64(-0.49375)],[np.float64(-0.25125)],[1],[0],[0],[1.7550702919979813],['target'],56,0,56,0,129.56374666699776,,5,129.5567349999983,129.56374666699776,129.56374666699776,0.010671167001419235,131.31188412499978,[np.float64(-0.49375)],[np.float64(-0.25125)],[1],[0],[0],[1.7550702919979813],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
57,0,57,[np.float64(-0.20625)],[np.float64(-0.1775)],[1],[0],[0],[1.4605145419991459],['target'],57,0,57,0,131.34303162499782,,10,131.33320820899826,131.34303162499782,131.34303162499782,0.021132666999619687,132.79376849999971,[np.float64(-0.20625)],[np.float64(-0.1775)],[1],[0],[0],[1.4605145419991459],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
58,0,58,[np.float64(0.13875)],[np.float64(0.26375)],[1],[0],[0],[1.519629584003269],['target'],58,0,58,0,132.81150729199726,,5,132.80452504200002,132.81150729199726,132.81150729199726,0.01059312500001397,134.32421720899947,[np.float64(0.13875)],[np.float64(0.26375)],[1],[0],[0],[1.519629584003269],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
59,0,59,[np.float64(-0.11)],[np.float64(0.42375)],[1],[0],[0],[1.9708471669982828],['target'],59,0,59,0,134.34425724999892,,5,134.33675383399896,134.34425724999892,134.34425724999892,0.012377874998492189,136.3076661669984,[np.float64(-0.11)],[np.float64(0.42375)],[1],[0],[0],[1.9708471669982828],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
60,0,60,[np.float64(-0.2175)],[np.float64(-0.36125)],[1],[0],[0],[1.6031559580005705],['target'],60,0,60,0,136.3272161249988,,5,136.31972637499712,136.3272161249988,136.3272161249988,0.011854000000312226,137.92294749999928,[np.float64(-0.2175)],[np.float64(-0.36125)],[1],[0],[0],[1.6031559580005705],['target'],003,001,2025-09-30_11h28.14.176,Visual Search,,2025.1.1,None,2025-09-30 11h28.28.625223 +0530,
