thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
62,0,62,[np.float64(-0.25625)],[np.float64(-0.17875)],[1],[0],[0],[1.5244627920001221],['target'],62,0,62,0,143.42384345900064,,5,143.41622295900015,143.42384345900064,143.42384345900064,0.012799500000255648,144.94074700000056,[np.float64(-0.25625)],[np.float64(-0.17875)],[1],[0],[0],[1.5244627920001221],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
63,0,63,[np.float64(-0.47875)],[np.float64(0.435)],[1],[0],[0],[2.648017792002065],['target'],63,0,63,0,144.96095962500112,,5,144.95355870899948,144.96095962500112,144.96095962500112,0.012631957997655263,147.60163295899838,[np.float64(-0.47875)],[np.float64(0.435)],[1],[0],[0],[2.648017792002065],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
64,0,64,[np.float64(-0.0175)],[np.float64(0.22875)],[1],[0],[0],[1.1947681659985392],['target'],64,0,64,0,147.62092649999977,,5,147.6134829170005,147.62092649999977,147.62092649999977,0.011675833000481362,148.80831437500092,[np.float64(-0.0175)],[np.float64(0.22875)],[1],[0],[0],[1.1947681659985392],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
65,0,65,[np.float64(-0.4025)],[np.float64(0.32375)],[1],[0],[0],[1.6145319169991126],['target'],65,0,65,0,148.82922300000064,,5,148.82161450000058,148.82922300000064,148.82922300000064,0.013126166999427369,150.43620733399803,[np.float64(-0.4025)],[np.float64(0.32375)],[1],[0],[0],[1.6145319169991126],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
66,0,66,[np.float64(-0.04375)],[np.float64(-0.3825)],[1],[0],[0],[2.6615207079994434],['target'],66,0,66,0,150.46659770900078,,10,150.45704933399975,150.46659770900078,150.46659770900078,0.020676000000094064,153.11859183399793,[np.float64(-0.04375)],[np.float64(-0.3825)],[1],[0],[0],[2.6615207079994434],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
67,0,67,[np.float64(0.32125)],[np.float64(-0.155)],[1],[0],[0],[1.363658916001441],['target'],67,0,67,0,153.13593866700103,,5,153.12885024999923,153.13593866700103,153.13593866700103,0.010122125000634696,154.4925773750001,[np.float64(0.32125)],[np.float64(-0.155)],[1],[0],[0],[1.363658916001441],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
68,0,68,[np.float64(-0.2175)],[np.float64(0.0825)],[1],[0],[0],[0.9849067500035744],['target'],68,0,68,0,154.51381150000088,,5,154.5060724169998,154.51381150000088,154.51381150000088,0.013313041999936104,155.49103979199936,[np.float64(-0.2175)],[np.float64(0.0825)],[1],[0],[0],[0.9849067500035744],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
69,0,69,"[np.float64(0.10875), np.float64(0.05875)]","[np.float64(-0.44125), np.float64(-0.43375)]","[1, 0]","[0, 0]","[0, 1]","[1.6630357909998565, 2.812987957997393]","[None, 'target']",69,0,69,0,155.52075250000053,,10,155.5110790840008,155.52075250000053,155.52075250000053,0.019874041998264147,158.32410695900035,"[np.float64(0.10875), np.float64(0.05875)]","[np.float64(-0.44125), np.float64(-0.43375)]","[1, 0]","[0, 0]","[0, 1]","[1.6630357909998565, 2.812987957997393]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
70,0,70,[np.float64(0.27625)],[np.float64(-0.10125)],[1],[0],[0],[1.71719670800303],['target'],70,0,70,0,158.34286483400138,,5,158.33548058399901,158.34286483400138,158.34286483400138,0.011188332999154227,160.0527385839996,[np.float64(0.27625)],[np.float64(-0.10125)],[1],[0],[0],[1.71719670800303],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
71,0,71,[np.float64(-0.49125)],[np.float64(-0.4425)],[1],[0],[0],[2.938438208999287],['target'],71,0,71,0,160.07160329199905,,5,160.06435791699914,160.07160329199905,160.07160329199905,0.011448124998423737,163.00286349999806,[np.float64(-0.49125)],[np.float64(-0.4425)],[1],[0],[0],[2.938438208999287],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
72,0,72,[np.float64(-0.35125)],[np.float64(0.07375)],[1],[0],[0],[1.684824916999787],['target'],72,0,72,0,163.03214933399795,,10,163.02313770899855,163.03214933399795,163.03214933399795,0.020095416002732236,164.70801179200134,[np.float64(-0.35125)],[np.float64(0.07375)],[1],[0],[0],[1.684824916999787],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
73,0,73,[np.float64(0.00375)],[np.float64(-0.41)],[1],[0],[0],[2.3146711670015065],['target'],73,0,73,0,164.7362511249994,,10,164.72649525000088,164.7362511249994,164.7362511249994,0.018305749999854015,167.04121520899935,[np.float64(0.00375)],[np.float64(-0.41)],[1],[0],[0],[2.3146711670015065],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
74,0,74,[np.float64(0.28625)],[np.float64(0.18875)],[1],[0],[0],[3.4495984589993895],['target'],74,0,74,0,167.0589124170001,,5,167.05194462500003,167.0589124170001,167.0589124170001,0.010543999997025821,170.5016065839991,[np.float64(0.28625)],[np.float64(0.18875)],[1],[0],[0],[3.4495984589993895],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
75,0,75,[np.float64(-0.35625)],[np.float64(0.2975)],[1],[0],[0],[1.9229318329998932],['target'],75,0,75,0,170.52094270900125,,5,170.51335620900136,170.52094270900125,170.52094270900125,0.011577332999877399,172.43635191700014,[np.float64(-0.35625)],[np.float64(0.2975)],[1],[0],[0],[1.9229318329998932],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
76,0,76,[np.float64(0.1175)],[np.float64(0.40875)],[1],[0],[0],[1.5367599999990489],['target'],76,0,76,0,172.45651033399918,,5,172.44895929199993,172.45651033399918,172.45651033399918,0.012442458002624335,173.98578700000144,[np.float64(0.1175)],[np.float64(0.40875)],[1],[0],[0],[1.5367599999990489],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
77,0,77,[np.float64(-0.0775)],[np.float64(0.01125)],[1],[0],[0],[1.7539629579987377],['target'],77,0,77,0,174.006933708999,,5,173.99854095900082,174.006933708999,174.006933708999,0.01254533400060609,175.7525769999993,[np.float64(-0.0775)],[np.float64(0.01125)],[1],[0],[0],[1.7539629579987377],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
78,0,78,[np.float64(-0.39875)],[np.float64(-0.2975)],[1],[0],[0],[2.399628250001115],['target'],78,0,78,0,175.78358104200015,,10,175.77422508399832,175.78358104200015,175.78358104200015,0.021454416997585213,178.17388945899802,[np.float64(-0.39875)],[np.float64(-0.2975)],[1],[0],[0],[2.399628250001115],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
79,0,79,[np.float64(-0.20625)],[np.float64(-0.15)],[1],[0],[0],[1.8433896669994283],['target'],79,0,79,0,178.20098108399907,,10,178.19201908399918,178.20098108399907,178.20098108399907,0.017993292000028305,180.03544737500124,[np.float64(-0.20625)],[np.float64(-0.15)],[1],[0],[0],[1.8433896669994283],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
80,0,80,[np.float64(0.015)],[np.float64(-0.3225)],[1],[0],[0],[1.787084750001668],['target'],80,0,80,0,180.06326070900104,,10,180.05324850000034,180.06326070900104,180.06326070900104,0.01766108299852931,181.84037604200057,[np.float64(0.015)],[np.float64(-0.3225)],[1],[0],[0],[1.787084750001668],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
81,0,81,"[np.float64(-0.37875), np.float64(-0.27125)]","[np.float64(-0.16125), np.float64(-0.1825)]","[1, 1]","[0, 0]","[0, 0]","[1.3072102920014004, 1.9230141250009183]","[None, 'target']",81,0,81,0,181.85709545899954,,5,181.85032204199888,181.85709545899954,181.85709545899954,0.009802583997952752,183.7733841670015,"[np.float64(-0.37875), np.float64(-0.27125)]","[np.float64(-0.16125), np.float64(-0.1825)]","[1, 1]","[0, 0]","[0, 0]","[1.3072102920014004, 1.9230141250009183]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
82,0,82,[np.float64(0.41)],[np.float64(-0.30125)],[1],[0],[0],[1.8309149999986403],['target'],82,0,82,0,183.80250091700145,,10,183.79311312500067,183.80250091700145,183.80250091700145,0.019574375000956934,185.62406704200112,[np.float64(0.41)],[np.float64(-0.30125)],[1],[0],[0],[1.8309149999986403],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
83,0,83,[np.float64(-0.51375)],[np.float64(0.02875)],[1],[0],[0],[2.5430292499986535],['target'],83,0,83,0,185.65205770900138,,10,185.64238312499947,185.65205770900138,185.65205770900138,0.018182708001404535,188.18544737499906,[np.float64(-0.51375)],[np.float64(0.02875)],[1],[0],[0],[2.5430292499986535],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
84,0,84,[np.float64(-0.31875)],[np.float64(-0.0275)],[1],[0],[0],[2.431908167000074],['target'],84,0,84,0,188.21320379199824,,10,188.2036871249984,188.21320379199824,188.21320379199824,0.018096999996487284,190.63564304199826,[np.float64(-0.31875)],[np.float64(-0.0275)],[1],[0],[0],[2.431908167000074],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
85,0,85,"[np.float64(-0.41125), np.float64(-0.3525)]","[np.float64(-0.22), np.float64(-0.19875)]","[1, 1]","[0, 0]","[0, 0]","[2.478764667001087, 3.0108644169995387]","[None, 'target']",85,0,85,0,190.65297354200084,,5,190.64596449999954,190.65297354200084,190.65297354200084,0.01017583300199476,193.6568734169996,"[np.float64(-0.41125), np.float64(-0.3525)]","[np.float64(-0.22), np.float64(-0.19875)]","[1, 1]","[0, 0]","[0, 0]","[2.478764667001087, 3.0108644169995387]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
86,0,86,[np.float64(0.44625)],[np.float64(0.19375)],[1],[0],[0],[1.250459666000097],['target'],86,0,86,0,193.67606537499887,,5,193.66866624999966,193.67606537499887,193.67606537499887,0.011641458000667626,194.91918587499822,[np.float64(0.44625)],[np.float64(0.19375)],[1],[0],[0],[1.250459666000097],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
87,0,87,[np.float64(0.3025)],[np.float64(-0.25375)],[1],[0],[0],[1.454207167000277],['target'],87,0,87,0,194.9387554169989,,5,194.9311950420015,194.9387554169989,194.9387554169989,0.01184458400166477,196.38546970899915,[np.float64(0.3025)],[np.float64(-0.25375)],[1],[0],[0],[1.454207167000277],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
88,0,88,[np.float64(0.17625)],[np.float64(0.0025)],[1],[0],[0],[1.0440011669998057],['target'],88,0,88,0,196.4051787089993,,5,196.39757579199795,196.4051787089993,196.4051787089993,0.011920790999283781,197.44165749999956,[np.float64(0.17625)],[np.float64(0.0025)],[1],[0],[0],[1.0440011669998057],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
89,0,89,[np.float64(0.41625)],[np.float64(-0.3675)],[1],[0],[0],[1.9284960420009156],['target'],89,0,89,0,197.4720018750013,,10,197.4621900839993,197.4720018750013,197.4720018750013,0.020340874998510117,199.39072787500118,[np.float64(0.41625)],[np.float64(-0.3675)],[1],[0],[0],[1.9284960420009156],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
90,0,90,[np.float64(0.4125)],[np.float64(-0.4075)],[1],[0],[0],[1.068158250000124],['target'],90,0,90,0,199.40797549999843,,5,199.40102004199798,199.40797549999843,199.40797549999843,0.010129624999535736,200.46925391699915,[np.float64(0.4125)],[np.float64(-0.4075)],[1],[0],[0],[1.068158250000124],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
91,0,91,[np.float64(-0.205)],[np.float64(-0.14125)],[1],[0],[0],[1.4370745840024028],['target'],91,0,91,0,200.48887995900077,,5,200.48140633399817,200.48887995900077,200.48887995900077,0.011981999999989057,201.91852779200053,[np.float64(-0.205)],[np.float64(-0.14125)],[1],[0],[0],[1.4370745840024028],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
92,0,92,[np.float64(-0.23625)],[np.float64(-0.14)],[1],[0],[0],[1.1941208749994985],['target'],92,0,92,0,201.93683658399823,,5,201.92991379199884,201.93683658399823,201.93683658399823,0.011259457998676226,203.12408320900067,[np.float64(-0.23625)],[np.float64(-0.14)],[1],[0],[0],[1.1941208749994985],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
93,0,93,[np.float64(0.08125)],[np.float64(-0.25)],[1],[0],[0],[1.596387917001266],['target'],93,0,93,0,203.1540703339997,,10,203.14444158400147,203.1540703339997,203.1540703339997,0.020226583998010028,204.74087554200014,[np.float64(0.08125)],[np.float64(-0.25)],[1],[0],[0],[1.596387917001266],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
94,0,94,[np.float64(0.39375)],[np.float64(0.41625)],[1],[0],[0],[2.7140025419976155],['target'],94,0,94,0,204.76947324999855,,10,204.76008004200048,204.76947324999855,204.76947324999855,0.019043791999138193,207.47412033399814,[np.float64(0.39375)],[np.float64(0.41625)],[1],[0],[0],[2.7140025419976155],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
95,0,95,[np.float64(0.34375)],[np.float64(-0.07625)],[1],[0],[0],[1.923122540996701],['target'],95,0,95,0,207.49074904200097,,5,207.48434320899833,207.49074904200097,207.49074904200097,0.010086916998261586,209.40752729199812,[np.float64(0.34375)],[np.float64(-0.07625)],[1],[0],[0],[1.923122540996701],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
96,0,96,[np.float64(0.49875)],[np.float64(0.40625)],[1],[0],[0],[1.9703860829977202],['target'],96,0,96,0,209.42747362500086,,5,209.42008833399814,209.42747362500086,209.42747362500086,0.012402084001223557,211.39053366699954,[np.float64(0.49875)],[np.float64(0.40625)],[1],[0],[0],[1.9703860829977202],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
97,0,97,[np.float64(0.01125)],[np.float64(-0.19125)],[1],[0],[0],[2.479865291999886],['target'],97,0,97,0,211.42022066699792,,10,211.41059516699897,211.42022066699792,211.42022066699792,0.01990516700243461,213.89049624999825,[np.float64(0.01125)],[np.float64(-0.19125)],[1],[0],[0],[2.479865291999886],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
98,0,98,[np.float64(0.16375)],[np.float64(0.3625)],[1],[0],[0],[1.8017564580004546],['target'],98,0,98,0,213.90738441699796,,5,213.90032012499796,213.90738441699796,213.90738441699796,0.009679999999207212,215.70214837499952,[np.float64(0.16375)],[np.float64(0.3625)],[1],[0],[0],[1.8017564580004546],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
99,0,99,[np.float64(0.26625)],[np.float64(0.25125)],[1],[0],[0],[1.4364597080020758],['target'],99,0,99,0,215.72305604199937,,5,215.71545241700005,215.72305604199937,215.72305604199937,0.013125292000040645,217.1519703749982,[np.float64(0.26625)],[np.float64(0.25125)],[1],[0],[0],[1.4364597080020758],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
100,0,100,[np.float64(0.05625)],[np.float64(0.3175)],[1],[0],[0],[1.718202875003044],['target'],100,0,100,0,217.18166762499823,,10,217.17253862500002,217.18166762499823,217.18166762499823,0.02039395800238708,218.89077970899962,[np.float64(0.05625)],[np.float64(0.3175)],[1],[0],[0],[1.718202875003044],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
101,0,101,[np.float64(-0.3275)],[np.float64(-0.325)],[0],[0],[1],[2.7722375000012107],['target'],101,0,101,0,218.90852633399845,,5,218.90165366699875,218.90852633399845,218.90852633399845,0.010717332999774953,221.6739329589982,[np.float64(-0.3275)],[np.float64(-0.325)],[0],[0],[1],[2.7722375000012107],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
102,0,102,[np.float64(0.0775)],[np.float64(0.31)],[1],[0],[0],[1.71493858300164],['target'],102,0,102,0,221.69449920899933,,5,221.68689766700118,221.69449920899933,221.69449920899933,0.01280149999729474,223.40189641699908,[np.float64(0.0775)],[np.float64(0.31)],[1],[0],[0],[1.71493858300164],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
103,0,103,"[np.float64(-0.395), np.float64(-0.48625), np.float64(-0.42125)]","[np.float64(-0.49375), np.float64(-0.41), np.float64(-0.45375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.710870666000119, 3.4277907910000067, 3.800030999998853]","[None, None, 'target']",103,0,103,0,223.43294195899944,,10,223.42317479199846,223.43294195899944,223.43294195899944,0.021111042002303293,227.2232479589984,"[np.float64(-0.395), np.float64(-0.48625), np.float64(-0.42125)]","[np.float64(-0.49375), np.float64(-0.41), np.float64(-0.45375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.710870666000119, 3.4277907910000067, 3.800030999998853]","[None, None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
104,0,104,[np.float64(0.4675)],[np.float64(0.44375)],[1],[0],[0],[1.971396958000696],['target'],104,0,104,0,227.24098912499903,,5,227.23390087499865,227.24098912499903,227.24098912499903,0.010470375000295462,229.20535879199815,[np.float64(0.4675)],[np.float64(0.44375)],[1],[0],[0],[1.971396958000696],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
105,0,105,[np.float64(-0.055)],[np.float64(0.065)],[1],[0],[0],[1.7184747499995865],['target'],105,0,105,0,229.22414941700117,,5,229.2169697089994,229.22414941700117,229.22414941700117,0.0114798750000773,230.9355150420015,[np.float64(-0.055)],[np.float64(0.065)],[1],[0],[0],[1.7184747499995865],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
106,0,106,[np.float64(0.40375)],[np.float64(-0.4475)],[1],[0],[0],[3.268223915998533],['target'],106,0,106,0,230.9653180839996,,10,230.9557900840009,230.9653180839996,230.9653180839996,0.02010112500283867,234.22405208399869,[np.float64(0.40375)],[np.float64(-0.4475)],[1],[0],[0],[3.268223915998533],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
107,0,107,[np.float64(-0.1975)],[np.float64(-0.02125)],[1],[0],[0],[1.1966824579976674],['target'],107,0,107,0,234.2534134589987,,10,234.24358933400072,234.2534134589987,234.2534134589987,0.019360250000318047,235.4403180420013,[np.float64(-0.1975)],[np.float64(-0.02125)],[1],[0],[0],[1.1966824579976674],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
108,0,108,[np.float64(-0.1075)],[np.float64(0.39875)],[1],[0],[0],[2.0735386249980365],['target'],108,0,108,0,235.4571207500012,,5,235.4503208749993,235.4571207500012,235.4571207500012,0.009845666998444358,237.52392795899868,[np.float64(-0.1075)],[np.float64(0.39875)],[1],[0],[0],[2.0735386249980365],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
109,0,109,[np.float64(0.0825)],[np.float64(-0.2475)],[1],[0],[0],[1.1058331249987532],['target'],109,0,109,0,237.54448704199967,,5,237.53682079200007,237.54448704199967,237.54448704199967,0.012722542000119574,238.6427208339992,[np.float64(0.0825)],[np.float64(-0.2475)],[1],[0],[0],[1.1058331249987532],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
110,0,110,"[np.float64(-0.255), np.float64(-0.14125)]","[np.float64(-0.25125), np.float64(0.04)]","[1, 1]","[0, 0]","[0, 0]","[1.8272269580011198, 3.328750583001238]","[None, 'target']",110,0,110,0,238.66450324999823,,5,238.65675758399811,238.66450324999823,238.66450324999823,0.013867624998965766,241.98563283399926,"[np.float64(-0.255), np.float64(-0.14125)]","[np.float64(-0.25125), np.float64(0.04)]","[1, 1]","[0, 0]","[0, 0]","[1.8272269580011198, 3.328750583001238]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
111,0,111,[np.float64(-0.32875)],[np.float64(0.37625)],[1],[0],[0],[1.7399280419995193],['target'],111,0,111,0,242.0077615420014,,5,241.99983441699806,242.0077615420014,242.0077615420014,0.01392616600060137,243.739800542,[np.float64(-0.32875)],[np.float64(0.37625)],[1],[0],[0],[1.7399280419995193],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
112,0,112,[np.float64(-0.23125)],[np.float64(0.2525)],[1],[0],[0],[1.1349316250016273],['target'],112,0,112,0,243.7574143339989,,5,243.7505401669987,243.7574143339989,243.7574143339989,0.010620749999361578,244.8855442089989,[np.float64(-0.23125)],[np.float64(0.2525)],[1],[0],[0],[1.1349316250016273],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
113,0,113,[np.float64(-0.225)],[np.float64(0.19875)],[1],[0],[0],[1.1706938749994151],['target'],113,0,113,0,244.9047361669982,,5,244.89753516700148,244.9047361669982,244.9047361669982,0.011829666997073218,246.06828858399967,[np.float64(-0.225)],[np.float64(0.19875)],[1],[0],[0],[1.1706938749994151],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
114,0,114,[np.float64(-0.29125)],[np.float64(0.24875)],[1],[0],[0],[0.8274438330008707],['target'],114,0,114,0,246.08693741699972,,5,246.0797147919984,246.08693741699972,246.08693741699972,0.011269540998910088,246.90721249999842,[np.float64(-0.29125)],[np.float64(0.24875)],[1],[0],[0],[0.8274438330008707],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
115,0,115,[np.float64(-0.34)],[np.float64(0.4225)],[1],[0],[0],[1.5729603330000828],['target'],115,0,115,0,246.93683520899867,,10,246.92743608399905,246.93683520899867,246.93683520899867,0.02006858400272904,248.5004372500007,[np.float64(-0.34)],[np.float64(0.4225)],[1],[0],[0],[1.5729603330000828],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
116,0,116,[np.float64(0.32375)],[np.float64(0.3375)],[1],[0],[0],[1.2231907919995137],['target'],116,0,116,0,248.5178957499993,,5,248.51087612500123,248.5178957499993,248.5178957499993,0.010266207998938626,249.7341215000015,[np.float64(0.32375)],[np.float64(0.3375)],[1],[0],[0],[1.2231907919995137],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
117,0,117,[np.float64(0.225)],[np.float64(0.2)],[1],[0],[0],[0.7889625829993747],['target'],117,0,117,0,249.7532930419984,,5,249.7460340840007,249.7532930419984,249.7532930419984,0.01175774999865098,250.53506208399995,[np.float64(0.225)],[np.float64(0.2)],[1],[0],[0],[0.7889625829993747],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
118,0,118,[np.float64(0.06)],[np.float64(0.04625)],[1],[0],[0],[1.2265357500000391],['target'],118,0,118,0,250.5551785839998,,5,250.5476817919989,250.5551785839998,250.5551785839998,0.01244987500103889,251.77427429199815,[np.float64(0.06)],[np.float64(0.04625)],[1],[0],[0],[1.2265357500000391],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
119,0,119,[np.float64(-0.02625)],[np.float64(0.24)],[1],[0],[0],[1.1688866250005958],['target'],119,0,119,0,251.7946375419997,,5,251.78714516699984,251.7946375419997,251.7946375419997,0.01271741600066889,252.9560785419999,[np.float64(-0.02625)],[np.float64(0.24)],[1],[0],[0],[1.1688866250005958],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
120,0,120,[np.float64(0.4525)],[np.float64(0.24375)],[1],[0],[0],[1.4394777080015047],['target'],120,0,120,0,252.97456324999803,,5,252.96747799999866,252.97456324999803,252.97456324999803,0.011266833000263432,254.407011416999,[np.float64(0.4525)],[np.float64(0.24375)],[1],[0],[0],[1.4394777080015047],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
121,0,121,[np.float64(0.18875)],[np.float64(0.26375)],[1],[0],[0],[1.1789820410012908],['target'],121,0,121,0,254.43731591699907,,10,254.42766841699995,254.43731591699907,254.43731591699907,0.02050545800011605,255.6066837920007,[np.float64(0.18875)],[np.float64(0.26375)],[1],[0],[0],[1.1789820410012908],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
