thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,[np.float64(-0.28)],[np.float64(-0.26)],[1],[0],[0],[1.8082707499997923],['target'],0,0,0,0,0.056079083999065915,,5,0.01701120899815578,0.056079083999065915,0.056079083999065915,0.017026834000716917,1.8253490419992886,[np.float64(-0.28)],[np.float64(-0.26)],[1],[0],[0],[1.8082707499997923],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
1,0,1,[np.float64(0.22125)],[np.float64(-0.06375)],[1],[0],[0],[1.950882958000875],['target'],1,0,1,0,1.844015209000645,,5,1.8371637089985597,1.844015209000645,1.844015209000645,0.0116036660001555,3.7881455419992562,[np.float64(0.22125)],[np.float64(-0.06375)],[1],[0],[0],[1.950882958000875],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
2,0,2,[np.float64(0.39375)],[np.float64(-0.145)],[1],[0],[0],[2.252432208002574],['target'],2,0,2,0,3.8094442500005243,,5,3.802149125000142,3.8094442500005243,3.8094442500005243,0.013728709000133676,6.054665167001076,[np.float64(0.39375)],[np.float64(-0.145)],[1],[0],[0],[2.252432208002574],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
3,0,3,[np.float64(-0.2175)],[np.float64(-0.4575)],[1],[0],[0],[2.1847606250012177],['target'],3,0,3,0,6.076120792000438,,5,6.068791041998338,6.076120792000438,6.076120792000438,0.013922707999881823,8.253627709000284,[np.float64(-0.2175)],[np.float64(-0.4575)],[1],[0],[0],[2.1847606250012177],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
4,0,4,[np.float64(-0.09625)],[np.float64(0.0)],[1],[0],[0],[1.4245149169983051],['target'],4,0,4,0,8.274271709000459,,5,8.267055500000424,8.274271709000459,8.274271709000459,0.013214791997597786,9.691629917000682,[np.float64(-0.09625)],[np.float64(0.0)],[1],[0],[0],[1.4245149169983051],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
5,0,5,"[np.float64(0.24125), np.float64(0.38125)]","[np.float64(0.03625), np.float64(0.0)]","[1, 1]","[0, 0]","[0, 0]","[1.994063416001154, 2.7275470410022535]","[None, 'target']",5,0,5,0,9.723636416998488,,10,9.714079166999,9.723636416998488,9.723636416998488,0.022282541998720262,12.441672083998128,"[np.float64(0.24125), np.float64(0.38125)]","[np.float64(0.03625), np.float64(0.0)]","[1, 1]","[0, 0]","[0, 0]","[1.994063416001154, 2.7275470410022535]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
6,0,6,[np.float64(0.03)],[np.float64(-0.11625)],[1],[0],[0],[1.3798832920001587],['target'],6,0,6,0,12.471328084000561,,10,12.461761916998512,12.471328084000561,12.471328084000561,0.019896084002539283,13.841690124998422,[np.float64(0.03)],[np.float64(-0.11625)],[1],[0],[0],[1.3798832920001587],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
7,0,7,[np.float64(0.46)],[np.float64(0.47875)],[1],[0],[0],[2.522897416998603],['target'],7,0,7,0,13.859177041998919,,5,13.8524824169981,13.859177041998919,13.859177041998919,0.010630832999595441,16.375442666998424,[np.float64(0.46)],[np.float64(0.47875)],[1],[0],[0],[2.522897416998603],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
8,0,8,[np.float64(-0.065)],[np.float64(-0.08625)],[1],[0],[0],[2.4637488330008637],['target'],8,0,8,0,16.39595154199924,,5,16.388611209000373,16.39595154199924,16.39595154199924,0.01300249999985681,18.85243258400078,[np.float64(-0.065)],[np.float64(-0.08625)],[1],[0],[0],[2.4637488330008637],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
9,0,9,[np.float64(-0.00875)],[np.float64(0.00375)],[1],[0],[0],[1.825377541998023],['target'],9,0,9,0,18.87403374999849,,5,18.866588583998237,18.87403374999849,18.87403374999849,0.013905584000895033,20.692022333998466,[np.float64(-0.00875)],[np.float64(0.00375)],[1],[0],[0],[1.825377541998023],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
10,0,10,[np.float64(0.25375)],[np.float64(-0.0775)],[1],[0],[0],[1.5554227080028795],['target'],10,0,10,0,20.723898125001142,,10,20.71418262500083,20.723898125001142,20.723898125001142,0.021999458000209415,22.269651250000607,[np.float64(0.25375)],[np.float64(-0.0775)],[1],[0],[0],[1.5554227080028795],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
11,0,11,[np.float64(0.0)],[np.float64(0.4075)],[1],[0],[0],[1.8611392919992795],['target'],11,0,11,0,22.28666379200149,,5,22.280080500000622,22.28666379200149,22.28666379200149,0.010239125000225613,24.141284334000375,[np.float64(0.0)],[np.float64(0.4075)],[1],[0],[0],[1.8611392919992795],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
12,0,12,[np.float64(0.465)],[np.float64(-0.3525)],[1],[0],[0],[4.024413915998593],['target'],12,0,12,0,24.17178554199927,,10,24.162160042000323,24.17178554199927,24.17178554199927,0.02069808400119655,28.186629749998247,[np.float64(0.465)],[np.float64(-0.3525)],[1],[0],[0],[4.024413915998593],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
13,0,13,[np.float64(-0.29125)],[np.float64(-0.31875)],[1],[0],[0],[1.8632409589990857],['target'],13,0,13,0,28.215227666998544,,10,28.206402333998994,28.215227666998544,28.215227666998544,0.0196105830000306,30.0696879169991,[np.float64(-0.29125)],[np.float64(-0.31875)],[1],[0],[0],[1.8632409589990857],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
14,0,14,[np.float64(-0.04875)],[np.float64(-0.2175)],[1],[0],[0],[2.631164833001094],['target'],14,0,14,0,30.097657583999535,,10,30.088738874997944,30.097657583999535,30.097657583999535,0.018887792000896297,32.71996570899864,[np.float64(-0.04875)],[np.float64(-0.2175)],[1],[0],[0],[2.631164833001094],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
15,0,15,[np.float64(-0.24375)],[np.float64(-0.1325)],[1],[0],[0],[2.895526416003122],['target'],15,0,15,0,32.74982950000049,,10,32.74035449999792,32.74982950000049,32.74982950000049,0.02021341699946788,35.63596716699976,[np.float64(-0.24375)],[np.float64(-0.1325)],[1],[0],[0],[2.895526416003122],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
16,0,16,[np.float64(0.35)],[np.float64(-0.35875)],[0],[0],[1],[3.085308042001998],['target'],16,0,16,0,35.66650870900048,,10,35.656856166999205,35.66650870900048,35.66650870900048,0.020645542001147987,38.74222420899969,[np.float64(0.35)],[np.float64(-0.35875)],[0],[0],[1],[3.085308042001998],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
17,0,17,[np.float64(-0.41)],[np.float64(0.22375)],[1],[0],[0],[1.7985692080001172],['target'],17,0,17,0,38.761285833999864,,5,38.753917250000086,38.761285833999864,38.761285833999864,0.011493333000544226,40.552549042000464,[np.float64(-0.41)],[np.float64(0.22375)],[1],[0],[0],[1.7985692080001172],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
18,0,18,[np.float64(-0.23125)],[np.float64(0.36125)],[1],[0],[0],[1.7104125409969129],['target'],18,0,18,0,40.58475741700022,,10,40.57515054200121,40.58475741700022,40.58475741700022,0.022432792000472546,42.28561658399849,[np.float64(-0.23125)],[np.float64(0.36125)],[1],[0],[0],[1.7104125409969129],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
19,0,19,[np.float64(0.0025)],[np.float64(0.24625)],[1],[0],[0],[3.869053874997917],['target'],19,0,19,0,42.31556041699878,,10,42.306099875000655,42.31556041699878,42.31556041699878,0.02026174999991781,46.17520812500152,[np.float64(0.0025)],[np.float64(0.24625)],[1],[0],[0],[3.869053874997917],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
20,0,20,[np.float64(-0.13875)],[np.float64(0.46125)],[1],[0],[0],[1.1500025839995942],['target'],20,0,20,0,46.193249625001044,,5,46.186553042000014,46.193249625001044,46.193249625001044,0.011171500002092216,47.336622999999236,[np.float64(-0.13875)],[np.float64(0.46125)],[1],[0],[0],[1.1500025839995942],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
21,0,21,[np.float64(-0.35)],[np.float64(0.1375)],[1],[0],[0],[1.52660237499731],['target'],21,0,21,0,47.357433541998034,,5,47.35007945899997,47.357433541998034,47.357433541998034,0.013255957997898804,48.87675112500074,[np.float64(-0.35)],[np.float64(0.1375)],[1],[0],[0],[1.52660237499731],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
22,0,22,[np.float64(0.26125)],[np.float64(0.46375)],[1],[0],[0],[2.6754405829997268],['target'],22,0,22,0,48.909148124999774,,10,48.899567874999775,48.909148124999774,48.909148124999774,0.02264166700115311,51.57504758399955,[np.float64(0.26125)],[np.float64(0.46375)],[1],[0],[0],[2.6754405829997268],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
23,0,23,[np.float64(0.05625)],[np.float64(0.32375)],[1],[0],[0],[1.3228175410004042],['target'],23,0,23,0,51.59291195900005,,5,51.58617087499806,51.59291195900005,51.59291195900005,0.010961375002807472,52.90906854200148,[np.float64(0.05625)],[np.float64(0.32375)],[1],[0],[0],[1.3228175410004042],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
24,0,24,[np.float64(0.4425)],[np.float64(-0.37625)],[1],[0],[0],[2.812581666999904],['target'],24,0,24,0,52.93913695900119,,10,52.92970729199806,52.93913695900119,52.93913695900119,0.020443583001906518,55.74233387500135,[np.float64(0.4425)],[np.float64(-0.37625)],[1],[0],[0],[2.812581666999904],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
25,0,25,[np.float64(-0.39625)],[np.float64(0.1875)],[1],[0],[0],[1.6662452500022482],['target'],25,0,25,0,55.76104979199954,,5,55.75401675000103,55.76104979199954,55.76104979199954,0.011520832998940023,57.420343792000494,[np.float64(-0.39625)],[np.float64(0.1875)],[1],[0],[0],[1.6662452500022482],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
26,0,26,[np.float64(0.44)],[np.float64(-0.41625)],[1],[0],[0],[2.6826332499986165],['target'],26,0,26,0,57.45208450000064,,10,57.44259574999887,57.45208450000064,57.45208450000064,0.022022958000889048,60.12527562499963,[np.float64(0.44)],[np.float64(-0.41625)],[1],[0],[0],[2.6826332499986165],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
27,0,27,[np.float64(-0.1075)],[np.float64(0.18375)],[1],[0],[0],[2.5571856659989862],['target'],27,0,27,0,60.15480787499837,,10,60.14556508399983,60.15480787499837,60.15480787499837,0.020123958001931896,62.70279829200081,[np.float64(-0.1075)],[np.float64(0.18375)],[1],[0],[0],[2.5571856659989862],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
28,0,28,[np.float64(-0.0575)],[np.float64(-0.3425)],[1],[0],[0],[2.669494082998426],['target'],28,0,28,0,62.7312794999998,,10,62.72221845899912,62.7312794999998,62.7312794999998,0.01925183300045319,65.39175808399887,[np.float64(-0.0575)],[np.float64(-0.3425)],[1],[0],[0],[2.669494082998426],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
29,0,29,[np.float64(-0.2525)],[np.float64(0.46875)],[1],[0],[0],[2.4931745000030787],['target'],29,0,29,0,65.41920841699903,,10,65.40995212499911,65.41920841699903,65.41920841699903,0.01803291599935619,67.90317566700105,[np.float64(-0.2525)],[np.float64(0.46875)],[1],[0],[0],[2.4931745000030787],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
30,0,30,[np.float64(0.0625)],[np.float64(-0.03125)],[1],[0],[0],[2.2190099589970487],['target'],30,0,30,0,67.93185874999836,,10,67.92290445899926,67.93185874999836,67.93185874999836,0.01955962499778252,70.14194724999834,[np.float64(0.0625)],[np.float64(-0.03125)],[1],[0],[0],[2.2190099589970487],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
31,0,31,[np.float64(-0.34375)],[np.float64(0.24625)],[1],[0],[0],[2.2384525410016067],['target'],31,0,31,0,70.1606817920001,,5,70.15375483399839,70.1606817920001,70.1606817920001,0.011645957998553058,72.39226566700017,[np.float64(-0.34375)],[np.float64(0.24625)],[1],[0],[0],[2.2384525410016067],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
32,0,32,[np.float64(-0.3875)],[np.float64(-0.42125)],[1],[0],[0],[2.9212634159994195],['target'],32,0,32,0,72.42425316699882,,10,72.41466366700115,72.42425316699882,72.42425316699882,0.022238500001549255,75.33597100000043,[np.float64(-0.3875)],[np.float64(-0.42125)],[1],[0],[0],[2.9212634159994195],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
33,0,33,[np.float64(-0.375)],[np.float64(-0.09125)],[1],[0],[0],[2.126053084000887],['target'],33,0,33,0,75.35512637500142,,5,75.34783637500004,75.35512637500142,75.35512637500142,0.011696666999341687,77.4739574999985,[np.float64(-0.375)],[np.float64(-0.09125)],[1],[0],[0],[2.126053084000887],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
34,0,34,[np.float64(-0.44125)],[np.float64(-0.3125)],[1],[0],[0],[3.615456792002078],['target'],34,0,34,0,77.49481737499809,,5,77.48746454199863,77.49481737499809,77.49481737499809,0.013320833000761922,81.10298654199869,[np.float64(-0.44125)],[np.float64(-0.3125)],[1],[0],[0],[3.615456792002078],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
35,0,35,[np.float64(0.335)],[np.float64(-0.35)],[1],[0],[0],[3.2776743340000394],['target'],35,0,35,0,81.12250349999886,,5,81.11514845900092,81.12250349999886,81.12250349999886,0.01198462499814923,84.39289987499797,[np.float64(0.335)],[np.float64(-0.35)],[1],[0],[0],[3.2776743340000394],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
36,0,36,[np.float64(0.115)],[np.float64(0.05375)],[1],[0],[0],[2.4266729580012907],['target'],36,0,36,0,84.4249160420004,,10,84.41500216699933,84.4249160420004,84.4249160420004,0.021916249999776483,86.84171012499792,[np.float64(0.115)],[np.float64(0.05375)],[1],[0],[0],[2.4266729580012907],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
37,0,37,[np.float64(0.4675)],[np.float64(-0.09125)],[1],[0],[0],[1.9851332500002172],['target'],37,0,37,0,86.85857895899971,,5,86.85179341700132,86.85857895899971,86.85857895899971,0.009944582998286933,88.83699549999801,[np.float64(0.4675)],[np.float64(-0.09125)],[1],[0],[0],[1.9851332500002172],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
38,0,38,[np.float64(-0.28625)],[np.float64(0.15125)],[1],[0],[0],[3.636464999999589],['target'],38,0,38,0,88.85785191700052,,5,88.85022879199823,88.85785191700052,88.85785191700052,0.013039334000495728,92.48676337500001,[np.float64(-0.28625)],[np.float64(0.15125)],[1],[0],[0],[3.636464999999589],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
39,0,39,[np.float64(-0.32625)],[np.float64(0.2525)],[1],[0],[0],[2.553086291998625],['target'],39,0,39,0,92.5064534589983,,5,92.49893220900049,92.5064534589983,92.5064534589983,0.011979916002019309,95.05207908399825,[np.float64(-0.32625)],[np.float64(0.2525)],[1],[0],[0],[2.553086291998625],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
40,0,40,[np.float64(0.11125)],[np.float64(-0.1125)],[1],[0],[0],[2.2107825000020966],['target'],40,0,40,0,95.07288074999815,,5,95.06537120899884,95.07288074999815,95.07288074999815,0.013110791001963662,97.27622441700078,[np.float64(0.11125)],[np.float64(-0.1125)],[1],[0],[0],[2.2107825000020966],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
41,0,41,[np.float64(-0.13375)],[np.float64(-0.30625)],[1],[0],[0],[3.066690583000309],['target'],41,0,41,0,97.29701508400103,,5,97.28947675000018,97.29701508400103,97.29701508400103,0.013088915999105666,100.35621574999823,[np.float64(-0.13375)],[np.float64(-0.30625)],[1],[0],[0],[3.066690583000309],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
42,0,42,[np.float64(0.17625)],[np.float64(-0.25375)],[1],[0],[0],[1.8271738330004155],['target'],42,0,42,0,100.38496354200106,,10,100.37460762499904,100.38496354200106,100.38496354200106,0.018273541998496512,102.20182774999921,[np.float64(0.17625)],[np.float64(-0.25375)],[1],[0],[0],[1.8271738330004155],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
43,0,43,[np.float64(-0.21375)],[np.float64(0.0175)],[1],[0],[0],[1.9699698749973322],['target'],43,0,43,0,102.2313538749986,,10,102.22189274999982,102.2313538749986,102.2313538749986,0.019876665999618126,104.19190362500012,[np.float64(-0.21375)],[np.float64(0.0175)],[1],[0],[0],[1.9699698749973322],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
44,0,44,[np.float64(-0.2825)],[np.float64(0.20375)],[1],[0],[0],[2.2259405000004335],['target'],44,0,44,0,104.21968991700123,,10,104.21006658400074,104.21968991700123,104.21968991700123,0.01801954199981992,106.43604950000008,[np.float64(-0.2825)],[np.float64(0.20375)],[1],[0],[0],[2.2259405000004335],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
45,0,45,[np.float64(0.1375)],[np.float64(-0.2675)],[1],[0],[0],[4.364191666001716],['target'],45,0,45,0,106.46433683400028,,10,106.45488349999869,106.46433683400028,106.46433683400028,0.018685291997826425,110.81911529200079,[np.float64(0.1375)],[np.float64(-0.2675)],[1],[0],[0],[4.364191666001716],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
46,0,46,[np.float64(-0.1025)],[np.float64(0.2325)],[1],[0],[0],[1.7954384580007172],['target'],46,0,46,0,110.83633674999874,,5,110.829367792001,110.83633674999874,110.83633674999874,0.010106207999342587,112.62488166700132,[np.float64(-0.1025)],[np.float64(0.2325)],[1],[0],[0],[1.7954384580007172],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
47,0,47,[np.float64(-0.45125)],[np.float64(-0.0775)],[1],[0],[0],[1.5305641669983743],['target'],47,0,47,0,112.65466395900148,,10,112.6449114169991,112.65466395900148,112.65466395900148,0.01983874999859836,114.1755152500009,[np.float64(-0.45125)],[np.float64(-0.0775)],[1],[0],[0],[1.5305641669983743],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
48,0,48,[np.float64(0.055)],[np.float64(0.43125)],[1],[0],[0],[1.5842686249998224],['target'],48,0,48,0,114.19231837500047,,5,114.18536287499956,114.19231837500047,114.19231837500047,0.009705083000881132,115.76970012499805,[np.float64(0.055)],[np.float64(0.43125)],[1],[0],[0],[1.5842686249998224],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
49,0,49,[np.float64(-0.08625)],[np.float64(0.265)],[1],[0],[0],[1.434863165999559],['target'],49,0,49,0,115.79953741699865,,10,115.7899020420009,115.79953741699865,115.79953741699865,0.020025917001476046,117.22481104200051,[np.float64(-0.08625)],[np.float64(0.265)],[1],[0],[0],[1.434863165999559],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
50,0,50,[np.float64(-0.025)],[np.float64(-0.09375)],[1],[0],[0],[1.5190430830007244],['target'],50,0,50,0,117.37597737499891,,10,117.36692195900105,117.37597737499891,117.37597737499891,0.1419557920016814,118.88601395899968,[np.float64(-0.025)],[np.float64(-0.09375)],[1],[0],[0],[1.5190430830007244],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
51,0,51,[np.float64(-0.41375)],[np.float64(0.445)],[1],[0],[0],[3.619456792002893],['target'],51,0,51,0,118.9150415840013,,10,118.90574820899928,118.9150415840013,118.9150415840013,0.01957083300294471,122.52525249999962,[np.float64(-0.41375)],[np.float64(0.445)],[1],[0],[0],[3.619456792002893],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
52,0,52,[np.float64(0.09375)],[np.float64(0.36625)],[1],[0],[0],[1.4227090409985976],['target'],52,0,52,0,122.54221233399949,,5,122.53539874999842,122.54221233399949,122.54221233399949,0.009978207999665756,123.95817304199954,[np.float64(0.09375)],[np.float64(0.36625)],[1],[0],[0],[1.4227090409985976],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
53,0,53,[np.float64(-0.22)],[np.float64(0.22625)],[1],[0],[0],[1.4488650419989426],['target'],53,0,53,0,123.97930929200083,,5,123.97106324999913,123.97930929200083,123.97930929200083,0.012717541998426896,125.4200071669984,[np.float64(-0.22)],[np.float64(0.22625)],[1],[0],[0],[1.4488650419989426],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
54,0,54,[np.float64(-0.47875)],[np.float64(0.19125)],[1],[0],[0],[1.4111444160007522],['target'],54,0,54,0,125.45110333399862,,10,125.44124095900042,125.45110333399862,125.45110333399862,0.021036458001617575,126.8524131669983,[np.float64(-0.47875)],[np.float64(0.19125)],[1],[0],[0],[1.4111444160007522],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
55,0,55,[np.float64(0.0375)],[np.float64(-0.16375)],[1],[0],[0],[3.407155832999706],['target'],55,0,55,0,126.8696713749996,,5,126.86280400000032,126.8696713749996,126.8696713749996,0.010253790998831391,130.27002875000107,[np.float64(0.0375)],[np.float64(-0.16375)],[1],[0],[0],[3.407155832999706],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
56,0,56,"[np.float64(0.03375), np.float64(-0.43)]","[np.float64(0.0925), np.float64(-0.41)]","[1, 1]","[0, 0]","[0, 0]","[1.4507539590013039, 2.650517417001538]","[None, 'target']",56,0,56,0,130.30057341700012,,10,130.2906245419981,130.30057341700012,130.30057341700012,0.020409791999554727,132.94118204199913,"[np.float64(0.03375), np.float64(-0.43)]","[np.float64(0.0925), np.float64(-0.41)]","[1, 1]","[0, 0]","[0, 0]","[1.4507539590013039, 2.650517417001538]","[None, 'target']",006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
57,0,57,[np.float64(0.4425)],[np.float64(-0.36)],[1],[0],[0],[3.0321642080016318],['target'],57,0,57,0,132.96954820899919,,10,132.95985400000063,132.96954820899919,132.96954820899919,0.018512916001782287,135.9920630000015,[np.float64(0.4425)],[np.float64(-0.36)],[1],[0],[0],[3.0321642080016318],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
58,0,58,[np.float64(-0.32625)],[np.float64(0.04375)],[1],[0],[0],[1.4880065000033937],['target'],58,0,58,0,136.0107984999995,,5,136.0037281670011,136.0107984999995,136.0107984999995,0.011488542000734014,137.49179691699828,[np.float64(-0.32625)],[np.float64(0.04375)],[1],[0],[0],[1.4880065000033937],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
59,0,59,[np.float64(-0.15625)],[np.float64(0.42375)],[1],[0],[0],[2.057198917002097],['target'],59,0,59,0,137.52168779199928,,10,137.5120170420014,137.52168779199928,137.52168779199928,0.020054624998010695,139.5692681670007,[np.float64(-0.15625)],[np.float64(0.42375)],[1],[0],[0],[2.057198917002097],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
60,0,60,[np.float64(-0.10125)],[np.float64(-0.15375)],[1],[0],[0],[1.6479898329998832],['target'],60,0,60,0,139.59732466700007,,10,139.5876801250015,139.59732466700007,139.59732466700007,0.01826499999879161,141.23570345899861,[np.float64(-0.10125)],[np.float64(-0.15375)],[1],[0],[0],[1.6479898329998832],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
61,0,61,[np.float64(0.055)],[np.float64(-0.22625)],[1],[0],[0],[2.1575988749973476],['target'],61,0,61,0,141.25249654199797,,5,141.245567209,141.25249654199797,141.25249654199797,0.00972633299898007,143.403237874998,[np.float64(0.055)],[np.float64(-0.22625)],[1],[0],[0],[2.1575988749973476],['target'],006,001,2025-09-30_12h11.09.702,Visual Search,,2025.1.1,None,2025-09-30 12h11.16.473503 +0530,
