thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.3125)],[np.float64(0.305)],[1],[0],[0],[2.059881499997573],['target'],10,0,10,0,26.095220624996728,,10,26.08568020799794,26.095220624996728,26.095220624996728,0.02220508399841492,28.145607749996998,[np.float64(-0.3125)],[np.float64(0.305)],[1],[0],[0],[2.059881499997573],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
11,0,11,[np.float64(0.18)],[np.float64(-0.25125)],[1],[0],[0],[1.9721156670020719],['target'],11,0,11,0,28.16433558299832,,5,28.15750291599761,28.16433558299832,28.16433558299832,0.011732416998711415,30.129702290996647,[np.float64(0.18)],[np.float64(-0.25125)],[1],[0],[0],[1.9721156670020719],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
12,0,12,[np.float64(-0.32)],[np.float64(-0.48125)],[1],[0],[0],[2.168382167001255],['target'],12,0,12,0,30.15047554099874,,5,30.143233540999063,30.15047554099874,30.15047554099874,0.013306167002156144,32.311692332998064,[np.float64(-0.32)],[np.float64(-0.48125)],[1],[0],[0],[2.168382167001255],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
13,0,13,[np.float64(0.3225)],[np.float64(0.155)],[1],[0],[0],[2.5782364170008805],['target'],13,0,13,0,32.34275887499825,,10,32.333247999999,32.34275887499825,32.34275887499825,0.02138441700299154,34.91154004099735,[np.float64(0.3225)],[np.float64(0.155)],[1],[0],[0],[2.5782364170008805],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
14,0,14,[np.float64(-0.40125)],[np.float64(-0.39375)],[1],[0],[0],[3.31307095900047],['target'],14,0,14,0,34.941455332998885,,10,34.93192574999921,34.941455332998885,34.941455332998885,0.020147540999460034,38.24504491599873,[np.float64(-0.40125)],[np.float64(-0.39375)],[1],[0],[0],[3.31307095900047],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
15,0,15,[np.float64(0.37375)],[np.float64(-0.445)],[1],[0],[0],[2.461060499997984],['target'],15,0,15,0,38.262589499998285,,5,38.255872999998246,38.262589499998285,38.262589499998285,0.010636417002388043,40.716995457998564,[np.float64(0.37375)],[np.float64(-0.445)],[1],[0],[0],[2.461060499997984],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
16,0,16,[np.float64(-0.12875)],[np.float64(-0.44125)],[1],[0],[0],[1.8455415410026035],['target'],16,0,16,0,40.74799987499864,,10,40.738470332998986,40.74799987499864,40.74799987499864,0.021306250000634464,42.58405608300018,[np.float64(-0.12875)],[np.float64(-0.44125)],[1],[0],[0],[1.8455415410026035],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
17,0,17,[np.float64(-0.25625)],[np.float64(-0.0975)],[1],[0],[0],[2.4091351659990323],['target'],17,0,17,0,42.61242079099975,,10,42.60297716599962,42.61242079099975,42.61242079099975,0.018762334002531134,45.01216124999701,[np.float64(-0.25625)],[np.float64(-0.0975)],[1],[0],[0],[2.4091351659990323],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
18,0,18,[np.float64(0.46625)],[np.float64(0.1825)],[1],[0],[0],[1.9776837919998798],['target'],18,0,18,0,45.03065837499889,,5,45.023651583000174,45.03065837499889,45.03065837499889,0.011323416998493485,47.001396249997924,[np.float64(0.46625)],[np.float64(0.1825)],[1],[0],[0],[1.9776837919998798],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
19,0,19,[np.float64(-0.04)],[np.float64(0.05)],[1],[0],[0],[1.9280409169987252],['target'],19,0,19,0,47.03306166599941,,10,47.02352729099948,47.03306166599941,47.03306166599941,0.02196770800219383,48.9516291660002,[np.float64(-0.04)],[np.float64(0.05)],[1],[0],[0],[1.9280409169987252],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
20,0,20,[np.float64(0.17)],[np.float64(-0.43375)],[1],[0],[0],[2.238052708002215],['target'],20,0,20,0,48.97092854099901,,5,48.963889707996714,48.97092854099901,48.97092854099901,0.01205945799665642,51.202010832999804,[np.float64(0.17)],[np.float64(-0.43375)],[1],[0],[0],[2.238052708002215],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
21,0,21,[np.float64(-0.16)],[np.float64(-0.33)],[1],[0],[0],[1.5705333339974459],['target'],21,0,21,0,51.222842915998626,,5,51.215420249998715,51.222842915998626,51.222842915998626,0.01322841599903768,52.78601824999714,[np.float64(-0.16)],[np.float64(-0.33)],[1],[0],[0],[1.5705333339974459],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
22,0,22,[np.float64(0.0075)],[np.float64(0.25625)],[1],[0],[0],[1.9528222909975739],['target'],22,0,22,0,52.80614912499732,,5,52.79893870799788,52.80614912499732,52.80614912499732,0.012743040999339428,54.751826083000196,[np.float64(0.0075)],[np.float64(0.25625)],[1],[0],[0],[1.9528222909975739],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
23,0,23,[np.float64(-0.27)],[np.float64(0.3475)],[1],[0],[0],[1.5098924160010938],['target'],23,0,23,0,54.78336712499731,,10,54.773899124997115,54.78336712499731,54.78336712499731,0.02190604199859081,56.28384054099661,[np.float64(-0.27)],[np.float64(0.3475)],[1],[0],[0],[1.5098924160010938],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
24,0,24,[np.float64(-0.07875)],[np.float64(-0.2075)],[1],[0],[0],[2.1418197079983656],['target'],24,0,24,0,56.31255066599988,,10,56.303106249997654,56.31255066599988,56.31255066599988,0.01910291700187372,58.44498841599852,[np.float64(-0.07875)],[np.float64(-0.2075)],[1],[0],[0],[2.1418197079983656],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
25,0,25,[np.float64(-0.4175)],[np.float64(0.04125)],[1],[0],[0],[2.7569592090003425],['target'],25,0,25,0,58.46452487499846,,5,58.45711708299859,58.46452487499846,58.46452487499846,0.011926209001103416,61.2141900409988,[np.float64(-0.4175)],[np.float64(0.04125)],[1],[0],[0],[2.7569592090003425],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
26,0,26,[np.float64(0.31)],[np.float64(-0.12125)],[1],[0],[0],[4.258180374999938],['target'],26,0,26,0,61.24688595799671,,10,61.23717287499676,61.24688595799671,61.24688595799671,0.022703624999849126,65.49539612499939,[np.float64(0.31)],[np.float64(-0.12125)],[1],[0],[0],[4.258180374999938],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
27,0,27,[np.float64(0.315)],[np.float64(0.04)],[1],[0],[0],[1.7855372499980149],['target'],27,0,27,0,65.52382229099749,,10,65.51417295799911,65.52382229099749,65.52382229099749,0.018609083999763243,67.2997609999984,[np.float64(0.315)],[np.float64(0.04)],[1],[0],[0],[1.7855372499980149],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
28,0,28,[np.float64(0.07625)],[np.float64(0.0375)],[1],[0],[0],[2.3180264999973588],['target'],28,0,28,0,67.31758379099847,,5,67.31083112499982,67.31758379099847,67.31758379099847,0.010864542000490474,69.62891983299778,[np.float64(0.07625)],[np.float64(0.0375)],[1],[0],[0],[2.3180264999973588],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
29,0,29,[np.float64(-0.40125)],[np.float64(0.265)],[1],[0],[0],[2.6684229999991658],['target'],29,0,29,0,69.65912304099766,,10,69.64954629099884,69.65912304099766,69.65912304099766,0.0204641670025012,72.31800854099856,[np.float64(-0.40125)],[np.float64(0.265)],[1],[0],[0],[2.6684229999991658],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
30,0,30,[np.float64(0.16125)],[np.float64(-0.04375)],[1],[0],[0],[2.2321088749995397],['target'],30,0,30,0,72.33633229099723,,5,72.32945237499735,72.33633229099723,72.33633229099723,0.011285584001598181,74.56162233299983,[np.float64(0.16125)],[np.float64(-0.04375)],[1],[0],[0],[2.2321088749995397],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
31,0,31,[np.float64(-0.0075)],[np.float64(0.18875)],[1],[0],[0],[2.7110637910009245],['target'],31,0,31,0,74.5939293329975,,10,74.58424945799925,74.5939293329975,74.5939293329975,0.022465042002295377,77.29538029099785,[np.float64(-0.0075)],[np.float64(0.18875)],[1],[0],[0],[2.7110637910009245],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
32,0,32,[np.float64(0.1875)],[np.float64(-0.06625)],[1],[0],[0],[2.435914874997252],['target'],32,0,32,0,77.32485070799885,,10,77.31556104099946,77.32485070799885,77.32485070799885,0.019969459001003997,79.75152337499821,[np.float64(0.1875)],[np.float64(-0.06625)],[1],[0],[0],[2.435914874997252],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
33,0,33,[np.float64(0.09)],[np.float64(0.26125)],[1],[0],[0],[2.9060402499999327],['target'],33,0,33,0,79.76998208299847,,5,79.76282620799975,79.76998208299847,79.76998208299847,0.011140040998725453,82.66894729099658,[np.float64(0.09)],[np.float64(0.26125)],[1],[0],[0],[2.9060402499999327],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
34,0,34,[np.float64(0.4325)],[np.float64(-0.24625)],[1],[0],[0],[3.443239041000197],['target'],34,0,34,0,82.70067904099778,,10,82.69106033299977,82.70067904099778,82.70067904099778,0.02192133399876184,86.1343444999984,[np.float64(0.4325)],[np.float64(-0.24625)],[1],[0],[0],[3.443239041000197],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
35,0,35,[np.float64(-0.3625)],[np.float64(0.25375)],[1],[0],[0],[3.3321319579990814],['target'],35,0,35,0,86.15295554099794,,5,86.14586054099709,86.15295554099794,86.15295554099794,0.011353416997735621,89.47807491599815,[np.float64(-0.3625)],[np.float64(0.25375)],[1],[0],[0],[3.3321319579990814],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
36,0,36,[np.float64(0.4)],[np.float64(-0.38875)],[1],[0],[0],[2.8277545000019018],['target'],36,0,36,0,89.5094318329975,,10,89.49992220799686,89.5094318329975,89.5094318329975,0.021659750000253553,92.32772320799995,[np.float64(0.4)],[np.float64(-0.38875)],[1],[0],[0],[2.8277545000019018],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
37,0,37,[np.float64(0.4725)],[np.float64(0.4125)],[1],[0],[0],[3.3115649999999732],['target'],37,0,37,0,92.34619674999703,,5,92.33932724999977,92.34619674999703,92.34619674999703,0.01144041700172238,95.65095595799721,[np.float64(0.4725)],[np.float64(0.4125)],[1],[0],[0],[3.3115649999999732],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
38,0,38,[np.float64(0.08625)],[np.float64(-0.45125)],[1],[0],[0],[3.362082500003453],['target'],38,0,38,0,95.68170129099963,,10,95.67234658300004,95.68170129099963,95.68170129099963,0.021177167000132613,99.0344740829969,[np.float64(0.08625)],[np.float64(-0.45125)],[1],[0],[0],[3.362082500003453],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
39,0,39,[np.float64(0.4675)],[np.float64(0.29375)],[1],[0],[0],[2.374948332999338],['target'],39,0,39,0,99.06316845799665,,10,99.05338933299936,99.06316845799665,99.06316845799665,0.018753917000140063,101.42838141599714,[np.float64(0.4675)],[np.float64(0.29375)],[1],[0],[0],[2.374948332999338],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
40,0,40,[np.float64(0.4325)],[np.float64(0.10875)],[1],[0],[0],[2.2396505840006284],['target'],40,0,40,0,101.44591070800016,,5,101.43914495799982,101.44591070800016,101.44591070800016,0.010596667001664173,103.67887404099747,[np.float64(0.4325)],[np.float64(0.10875)],[1],[0],[0],[2.2396505840006284],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
41,0,41,[np.float64(0.05875)],[np.float64(-0.11375)],[1],[0],[0],[1.2195472910025273],['target'],41,0,41,0,103.69890949999899,,5,103.6915811660001,103.69890949999899,103.69890949999899,0.012513415997091215,104.91118712499883,[np.float64(0.05875)],[np.float64(-0.11375)],[1],[0],[0],[1.2195472910025273],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
42,0,42,[np.float64(0.05125)],[np.float64(0.4725)],[1],[0],[0],[2.3105700830019487],['target'],42,0,42,0,104.94285624999975,,10,104.93352258300001,104.94285624999975,104.94285624999975,0.022172249999130145,107.24413391599956,[np.float64(0.05125)],[np.float64(0.4725)],[1],[0],[0],[2.3105700830019487],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
43,0,43,[np.float64(0.12)],[np.float64(0.07625)],[1],[0],[0],[2.298288041998603],['target'],43,0,43,0,107.27307020799708,,10,107.26368808299958,107.27307020799708,107.27307020799708,0.019392416001210222,109.56202558299992,[np.float64(0.12)],[np.float64(0.07625)],[1],[0],[0],[2.298288041998603],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
44,0,44,[np.float64(0.31375)],[np.float64(0.16625)],[1],[0],[0],[1.72708729200167],['target'],44,0,44,0,109.58078295799714,,5,109.57374258299751,109.58078295799714,109.58078295799714,0.011551250001502922,111.30089979100012,[np.float64(0.31375)],[np.float64(0.16625)],[1],[0],[0],[1.72708729200167],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
45,0,45,"[np.float64(0.61625), np.float64(0.3575)]","[np.float64(-0.04125), np.float64(0.00875)]","[1, 1]","[0, 0]","[0, 0]","[1.8450079590002133, 2.7113917089991446]","[None, 'target']",45,0,45,0,111.33181616599904,,10,111.32196674999796,111.33181616599904,111.33181616599904,0.020882082997559337,114.03339716600021,"[np.float64(0.61625), np.float64(0.3575)]","[np.float64(-0.04125), np.float64(0.00875)]","[1, 1]","[0, 0]","[0, 0]","[1.8450079590002133, 2.7113917089991446]","[None, 'target']",004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
46,0,46,"[np.float64(0.4125), np.float64(0.46375)]","[np.float64(-0.15875), np.float64(-0.28)]","[1, 1]","[0, 0]","[0, 0]","[2.143302082997252, 3.3483206249984505]","[None, 'target']",46,0,46,0,114.0607194999975,,10,114.05202520799867,114.0607194999975,114.0607194999975,0.018439041999954497,117.40040599999702,"[np.float64(0.4125), np.float64(0.46375)]","[np.float64(-0.15875), np.float64(-0.28)]","[1, 1]","[0, 0]","[0, 0]","[2.143302082997252, 3.3483206249984505]","[None, 'target']",004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
47,0,47,[np.float64(-0.38625)],[np.float64(0.215)],[1],[0],[0],[3.2994588750007097],['target'],47,0,47,0,117.41984562499783,,5,117.41267587499897,117.41984562499783,117.41984562499783,0.012029707999317907,120.7122029159982,[np.float64(-0.38625)],[np.float64(0.215)],[1],[0],[0],[3.2994588750007097],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
48,0,48,[np.float64(0.26125)],[np.float64(-0.0925)],[1],[0],[0],[2.3718692500006],['target'],48,0,48,0,120.73284712499662,,5,120.72471895799754,120.73284712499662,120.73284712499662,0.012324250001256587,123.09669345799921,[np.float64(0.26125)],[np.float64(-0.0925)],[1],[0],[0],[2.3718692500006],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
49,0,49,[np.float64(-0.14875)],[np.float64(0.135)],[1],[0],[0],[1.7181824159997632],['target'],49,0,49,0,123.11829887499698,,5,123.11061837499801,123.11829887499698,123.11829887499698,0.013660249998793006,124.82886074999988,[np.float64(-0.14875)],[np.float64(0.135)],[1],[0],[0],[1.7181824159997632],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
50,0,50,[np.float64(0.315)],[np.float64(0.41125)],[1],[0],[0],[2.5457159170000523],['target'],50,0,50,0,124.8580783749967,,10,124.84912162499677,124.8580783749967,124.8580783749967,0.020086832999368198,127.39488554099808,[np.float64(0.315)],[np.float64(0.41125)],[1],[0],[0],[2.5457159170000523],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
51,0,51,[np.float64(0.17)],[np.float64(-0.3725)],[1],[0],[0],[2.394488750000164],['target'],51,0,51,0,127.41247683299662,,5,127.40565758299999,127.41247683299662,127.41247683299662,0.010607708001771243,129.800217582997,[np.float64(0.17)],[np.float64(-0.3725)],[1],[0],[0],[2.394488750000164],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
52,0,52,"[np.float64(0.08125), np.float64(-0.21625)]","[np.float64(0.46), np.float64(-0.445)]","[1, 1]","[0, 0]","[0, 0]","[2.1150290000005043, 3.9819503340004303]","[None, 'target']",52,0,52,0,129.82028899999932,,5,129.81291024999882,129.82028899999932,129.82028899999932,0.012524292000307469,133.79492408299848,"[np.float64(0.08125), np.float64(-0.21625)]","[np.float64(0.46), np.float64(-0.445)]","[1, 1]","[0, 0]","[0, 0]","[2.1150290000005043, 3.9819503340004303]","[None, 'target']",004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
53,0,53,[np.float64(0.2075)],[np.float64(0.1575)],[1],[0],[0],[2.8781069590004336],['target'],53,0,53,0,133.82662954099942,,10,133.81682254099724,133.82662954099942,133.82662954099942,0.02170062499862979,136.6949752499968,[np.float64(0.2075)],[np.float64(0.1575)],[1],[0],[0],[2.8781069590004336],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
54,0,54,[np.float64(-0.40125)],[np.float64(0.38875)],[1],[0],[0],[1.8402572500017413],['target'],54,0,54,0,136.71199183299905,,5,136.70538812499944,136.71199183299905,136.71199183299905,0.010245749999739928,138.54571524999847,[np.float64(-0.40125)],[np.float64(0.38875)],[1],[0],[0],[1.8402572500017413],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
55,0,55,[np.float64(0.06375)],[np.float64(0.4625)],[1],[0],[0],[2.1840847920029773],['target'],55,0,55,0,138.57644316599908,,10,138.56680895799946,138.57644316599908,138.57644316599908,0.0209108750023006,140.75095654100005,[np.float64(0.06375)],[np.float64(0.4625)],[1],[0],[0],[2.1840847920029773],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
56,0,56,[np.float64(0.29125)],[np.float64(-0.0875)],[1],[0],[0],[1.7535897080015275],['target'],56,0,56,0,140.7704479999993,,5,140.7632486659968,140.7704479999993,140.7704479999993,0.012075791997631313,142.51691024999673,[np.float64(0.29125)],[np.float64(-0.0875)],[1],[0],[0],[1.7535897080015275],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
57,0,57,[np.float64(-0.05)],[np.float64(0.2575)],[1],[0],[0],[3.054416457998741],['target'],57,0,57,0,142.53742229099953,,5,142.52997549999782,142.53742229099953,142.53742229099953,0.012902624999696855,145.5844514579985,[np.float64(-0.05)],[np.float64(0.2575)],[1],[0],[0],[3.054416457998741],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
58,0,58,[np.float64(0.0975)],[np.float64(0.12)],[1],[0],[0],[2.5873592079988157],['target'],58,0,58,0,145.616497832998,,10,145.6067550409971,145.616497832998,145.616497832998,0.022146667000924936,148.1941688329971,[np.float64(0.0975)],[np.float64(0.12)],[1],[0],[0],[2.5873592079988157],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
59,0,59,[np.float64(0.18625)],[np.float64(0.47125)],[1],[0],[0],[5.1032183339993935],['target'],59,0,59,0,148.2237428749977,,10,148.2140487079996,148.2237428749977,148.2237428749977,0.019670082998345606,153.31731662499806,[np.float64(0.18625)],[np.float64(0.47125)],[1],[0],[0],[5.1032183339993935],['target'],004,001,2025-09-30_11h40.37.131,Visual Search,,2025.1.1,None,2025-09-30 11h40.43.281740 +0530,
