thisN,thisTrialN,thisRepN,rating_resp.keys,rating_resp.rt,rating_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,instructions.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image_rating.started,image.started,fixation.started,rating_resp.started,image.stopped,fixation.stopped,rating_resp.stopped,image_rating.stopped,trial_num,image_name,rating,response_given,trials.rating_resp.keys,trials.rating_resp.rt,trials.rating_resp.duration,end_thanks.started,thankyou.started,thankyou.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,3,2.723327998945024,0.14827416703337803,9,0,9,0,86.39472216699505,,,,,,,,,86.38986883399775,86.39472216699505,89.38437687495025,89.38437687495025,89.39317754196236,93.39299262495479,93.39299262495479,93.37806533399271,10,Soldiers 8.jpg,3,1,3,2.723327998945024,0.14827416703337803,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
10,0,10,4,0.4148010000353679,0.09809404198313132,10,0,10,0,93.39299262495479,,,,,,,,,93.38814599998295,93.39299262495479,96.3845382919535,96.3845382919535,96.3845382919535,100.38194737496087,100.38194737496087,100.36835674999747,11,Severed finger 1.jpg,4,1,4,0.4148010000353679,0.09809404198313132,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
11,0,11,1,0.3595732080284506,0.18195870897034183,11,0,11,0,100.38194737496087,,,,,,,,,100.37784270895645,100.39320987497922,103.38417108397698,103.38417108397698,103.38417108397698,107.38374466699315,107.38374466699315,107.36837691697292,12,Car 1.jpg,1,1,1,0.3595732080284506,0.18195870897034183,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
12,0,12,1,1.6004862079862505,0.1482335000182502,12,0,12,0,107.38374466699315,,,,,,,,,107.37969712499762,107.39300566696329,110.38444412499666,110.38444412499666,110.38444412499666,114.39593962498475,114.39593962498475,114.37817012495361,13,Alcohol 6.jpg,1,1,1,1.6004862079862505,0.1482335000182502,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
13,0,13,4,0.5878457499784417,0.10602258302969858,13,0,13,0,114.39593962498475,,,,,,,,,114.39113908394938,114.39593962498475,117.3853404589463,117.3853404589463,117.39214337494923,121.39435091696214,121.39435091696214,121.37745862494921,14,Dead bodies 1.jpg,4,1,4,0.5878457499784417,0.10602258302969858,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
14,0,14,3,0.5306516659911722,0.08203295798739418,14,0,14,0,121.39435091696214,,,,,,,,,121.38964795897482,121.39435091696214,124.38459824997699,124.38459824997699,124.39218058396364,128.39401266694767,128.39401266694767,128.37804054195294,15,War 8.jpg,3,1,3,0.5306516659911722,0.08203295798739418,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
15,0,15,1,0.4805577910155989,0.14600637496914715,15,0,15,0,128.39401266694767,,,,,,,,,128.38922341697617,128.39401266694767,131.384055292001,131.384055292001,131.3928813340026,135.39584579196526,135.39584579196526,135.37779054197017,16,Gun 5.jpg,1,1,1,0.4805577910155989,0.14600637496914715,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
16,0,16,4,0.4396073750103824,0.1259502919856459,16,0,16,0,135.39584579196526,,,,,,,,,135.39102633396396,135.39584579196526,138.3839237089851,138.3839237089851,138.392890291987,142.3934784589801,142.3934784589801,142.37786324997433,17,Car crash 2.jpg,4,1,4,0.4396073750103824,0.1259502919856459,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
17,0,17,1,0.4014335829997435,0.12202433298807591,17,0,17,0,142.3934784589801,,,,,,,,,142.38868833397282,142.3934784589801,145.3838308749837,145.3838308749837,145.3838308749837,149.39439937495627,149.39439937495627,149.3777749169967,18,Police 2.jpg,1,1,1,0.4014335829997435,0.12202433298807591,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
18,0,18,2,1.3632820409839042,0.11001833400223404,18,0,18,0,149.39439937495627,,,,,,,,,149.38962799997535,149.39439937495627,152.3843133339542,152.3843133339542,152.3926639589481,156.39446466695517,156.39446466695517,156.3775305839954,19,Plane crash 1.jpg,2,1,2,1.3632820409839042,0.11001833400223404,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
19,0,19,2,0.8248995409812778,0.13007162505527958,19,0,19,0,156.39446466695517,,,,,,,,,156.3896145419567,156.39446466695517,159.38448345899815,159.38448345899815,159.39138079195982,163.3964098339784,163.3964098339784,163.37775783397956,20,Fire 9.jpg,2,1,2,0.8248995409812778,0.13007162505527958,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
20,0,20,4,0.3578291659941897,0.15793591702822596,20,0,20,0,163.3964098339784,,,,,,,,,163.39167495898437,163.3964098339784,166.38440029195044,166.38440029195044,166.3925019169692,170.39527149999049,170.39527149999049,170.37744754197774,21,Pigeon 6.jpg,4,1,4,0.3578291659941897,0.15793591702822596,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
21,0,21,1,0.31793308298802003,0.15799833298660815,21,0,21,0,170.39527149999049,,,,,,,,,170.3903485419578,170.39527149999049,173.38426283397712,173.38426283397712,173.391343708965,177.39196029194864,177.39196029194864,177.3766488749534,22,Shark 8.jpg,1,1,1,0.31793308298802003,0.15799833298660815,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
22,0,22,1,0.44788495800457895,0.15004249999765307,22,0,22,0,177.39196029194864,,,,,,,,,177.38727583398577,177.39196029194864,180.3829873339855,180.3829873339855,180.3829873339855,184.39443095895695,184.39443095895695,184.3769537920016,23,Dog 24.jpg,1,1,1,0.44788495800457895,0.15004249999765307,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
23,0,23,4,1.5243630000040866,0.19731025001965463,23,0,23,0,184.39443095895695,,,,,,,,,184.3897062089527,184.39443095895695,187.38411879196065,187.38411879196065,187.39244912494905,191.39507037500152,191.39507037500152,191.377453708963,24,Animal carcass 1.jpg,4,1,4,1.5243630000040866,0.19731025001965463,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
24,0,24,1,0.37149254098767415,0.12987612502183765,24,0,24,0,191.39507037500152,,,,,,,,,191.39029966696398,191.39507037500152,194.38400241697673,194.38400241697673,194.39229908399284,198.3952867499902,198.3952867499902,198.37786737497663,25,Orangutan 1.jpg,1,1,1,0.37149254098767415,0.12987612502183765,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
25,0,25,1,0.47316120803589,0.14193487499142066,25,0,25,0,198.3952867499902,,,,,,,,,198.39045791694662,198.3952867499902,201.38472824997734,201.38472824997734,201.39166654198198,205.39266920898808,205.39266920898808,205.37672137498157,26,Skyscraper 1.jpg,1,1,1,0.47316120803589,0.14193487499142066,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
26,0,26,1,0.7412283750018105,0.15810741600580513,26,0,26,0,205.39266920898808,,,,,,,,,205.38781079195905,205.39266920898808,208.38253929198254,208.38253929198254,208.38253929198254,212.38573141698726,212.38573141698726,212.36721370898886,27,Acorns 3.jpg,1,1,1,0.7412283750018105,0.15810741600580513,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
27,0,27,1,0.5261061239871196,0.1540036670048721,27,0,27,0,212.38573141698726,,,,,,,,,212.3816550420015,212.39096974994754,215.38407049997477,215.38407049997477,215.38407049997477,219.39529191696784,219.39529191696784,219.37695324997185,28,Rafting 6.jpg,1,1,1,0.5261061239871196,0.1540036670048721,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
28,0,28,2,1.3450561659992673,0.1660375840147026,28,0,28,0,219.39529191696784,,,,,,,,,219.3904433339485,219.39529191696784,222.38353299995651,222.38353299995651,222.39208991697524,226.39330529194558,226.39330529194558,226.37618537497474,29,Dog attack 3.jpg,2,1,2,1.3450561659992673,0.1660375840147026,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
29,0,29,2,0.48040299996500835,0.18184008303796872,29,0,29,0,226.39330529194558,,,,,,,,,226.38861499994528,226.39330529194558,229.38365637499373,229.38365637499373,229.3918864169973,233.39097162499093,233.39097162499093,233.37499287497485,30,Dirt 1.jpg,2,1,2,0.48040299996500835,0.18184008303796872,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
30,0,30,1,0.3562945409794338,0.19801937497686595,30,0,30,0,233.39097162499093,,,,,,,,,233.38617416698253,233.39097162499093,236.38332962495042,236.38332962495042,236.38332962495042,240.39167974999873,240.39167974999873,240.376269417,31,Band 1.jpg,1,1,1,0.3562945409794338,0.19801937497686595,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
31,0,31,2,0.4566764159826562,0.21401708398479968,31,0,31,0,240.39167974999873,,,,,,,,,240.3869591249968,240.39167974999873,243.38294220896205,243.38294220896205,243.38294220896205,247.38106312497985,247.38106312497985,247.36644758394687,32,Exercise 3.jpg,2,1,2,0.4566764159826562,0.21401708398479968,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
32,0,32,1,1.0307832079706714,0.16999766597291455,32,0,32,0,247.38106312497985,,,,,,,,,247.37706662499113,247.39175824995618,250.38240970898187,250.38240970898187,250.38240970898187,254.39267854194622,254.39267854194622,254.37630291696405,33,Grass 6.jpg,1,1,1,1.0307832079706714,0.16999766597291455,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
33,0,33,2,1.0574640829581767,0.1540483750286512,33,0,33,0,254.39267854194622,,,,,,,,,254.3877678339486,254.39267854194622,257.3839227919816,257.3839227919816,257.3839227919816,261.39179204194807,261.39179204194807,261.37671187496744,34,Bubble 2.jpg,2,1,2,1.0574640829581767,0.1540483750286512,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
34,0,34,1,0.42163708299631253,0.17797083297045901,34,0,34,0,261.39179204194807,,,,,,,,,261.3870251249755,261.39179204194807,264.3833629589644,264.3833629589644,264.3833629589644,268.38949404197047,268.38949404197047,268.37600833398756,35,Football player 1.jpg,1,1,1,0.42163708299631253,0.17797083297045901,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
35,0,35,2,0.5064872500370257,0.17795754194958135,35,0,35,0,268.38949404197047,,,,,,,,,268.3845794169465,268.38949404197047,271.382996374974,271.382996374974,271.382996374974,275.3919061249471,275.3919061249471,275.37689854198834,36,Shot 3.jpg,2,1,2,0.5064872500370257,0.17795754194958135,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
36,0,36,4,0.581509375013411,0.14998687501065433,36,0,36,0,275.3919061249471,,,,,,,,,275.38710554200225,275.3919061249471,278.382797291968,278.382797291968,278.382797291968,282.3920581249986,282.3920581249986,282.3765494999825,37,War 6.jpg,4,1,4,0.581509375013411,0.14998687501065433,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
37,0,37,1,0.4317177910124883,0.15385929198237136,37,0,37,0,282.3920581249986,,,,,,,,,282.38728724996326,282.3920581249986,285.3821899589966,285.3821899589966,285.3821899589966,289.39167229196755,289.39167229196755,289.37560549995396,38,Tornado 1.jpg,1,1,1,0.4317177910124883,0.15385929198237136,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
38,0,38,3,1.1087303750100546,0.13788395799929276,38,0,38,0,289.39167229196755,,,,,,,,,289.38691883400315,289.39167229196755,292.38272695895284,292.38272695895284,292.38272695895284,296.39192649995675,296.39192649995675,296.37665720895166,39,Pig 2.jpg,3,1,3,1.1087303750100546,0.13788395799929276,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
39,0,39,1,1.2933038750197738,0.1140347080072388,39,0,39,0,296.39192649995675,,,,,,,,,296.3871777500026,296.39192649995675,299.3824714589864,299.3824714589864,299.3824714589864,303.3871925419662,303.3871925419662,303.3745921669761,40,Child labor 2.jpg,1,1,1,1.2933038750197738,0.1140347080072388,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
40,0,40,1,0.4589979999582283,0.17796854203334078,40,0,40,0,303.3871925419662,,,,,,,,,303.38330595899606,303.3871925419662,306.38166241697036,306.38166241697036,306.38166241697036,310.3931737089879,310.3931737089879,310.3763888339745,41,Sidewalk 2.jpg,1,1,1,0.4589979999582283,0.17796854203334078,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
41,0,41,3,0.7372711659991182,0.14196604199241847,41,0,41,0,310.3931737089879,,,,,,,,,310.388339083991,310.3931737089879,313.38281520898454,313.38281520898454,313.39131949999137,317.3925882499898,317.3925882499898,317.3763264999725,42,Ambulance 1.jpg,3,1,3,0.7372711659991182,0.14196604199241847,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
42,0,42,2,0.6501481240266003,0.15017654199618846,42,0,42,0,317.3925882499898,,,,,,,,,317.38778633397305,317.3925882499898,320.3831457089982,320.3831457089982,320.3898423339706,324.39442516694544,324.39442516694544,324.3764996249811,43,Cat 12.jpg,2,1,2,0.6501481240266003,0.15017654199618846,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
43,0,43,1,0.9519351660273969,0.19008154195034876,43,0,43,0,324.39442516694544,,,,,,,,,324.3897455839906,324.39442516694544,327.3823442499852,327.3823442499852,327.3899018749944,331.3815952089499,331.3815952089499,331.3665067089605,44,Solar panel 1.jpg,1,1,1,0.9519351660273969,0.19008154195034876,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
44,0,44,1,0.3208677909569815,0.16193525004200637,44,0,44,0,331.3815952089499,,,,,,,,,331.3776055419585,331.3909255839535,334.3823152089608,334.3823152089608,334.3823152089608,338.37863616697723,338.37863616697723,338.3668222919805,45,Bark 6.jpg,1,1,1,0.3208677909569815,0.16193525004200637,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
45,0,45,2,1.8062954999622889,0.1643729159841314,45,0,45,0,338.37863616697723,,,,,,,,,338.37529612495564,338.39096170896664,341.38178916694596,341.38178916694596,341.38178916694596,345.3925449169474,345.3925449169474,345.3761532919598,46,Gazing 2.jpg,2,1,2,1.8062954999622889,0.1643729159841314,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
46,0,46,1,0.5721024160156958,0.13002916699042544,46,0,46,0,345.3925449169474,,,,,,,,,345.3877803339856,345.3925449169474,348.38198649999686,348.38198649999686,348.39094916696195,352.38942462496925,352.38942462496925,352.37427412497345,47,Snow 3.jpg,1,1,1,0.5721024160156958,0.13002916699042544,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
47,0,47,4,0.4842162079876289,0.18999041599454358,47,0,47,0,352.38942462496925,,,,,,,,,352.38471741694957,352.38942462496925,355.38168074999703,355.38168074999703,355.38168074999703,359.37419283395866,359.37419283395866,359.3657243339694,48,Plane crash 3.jpg,4,1,4,0.4842162079876289,0.18999041599454358,,,,,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.3659342500032,359.38368970894953,360.3794917499763,360.3746863749693,sneha,001,2025-10-29_18h06.20.959,Canli_replication,,2025.1.1,None,2025-10-29 18h07.14.011222 +0530,
