image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,stim_image.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Band 1.jpg,old,9,9,0,[np.float64(-0.3064853556485356)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.8356745419996514],['remember_box'],0,9,9,8,103.22158308300004,,,,,,,,,103.2176046250006,103.22158308300004,104.20372833300007,104.2203419160005,107.19220195800062,107.20262058300068,107.20262058300068,107.20262058300068,107.20262058300068,107.20262058300068,107.20262058300068,107.20262058300068,3.9998632500000895,108.04564970800038,Remembered,3,[np.float64(-0.3064853556485356)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.8356745419996514],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Wedding 12.jpg,old,10,10,0,[np.float64(0.2824267782426778)],[np.float64(-0.26359832635983266)],[1],[0],[0],[0.43298054200022307],['forgotten_box'],0,10,10,45,108.3636209160004,,,,,,,,,108.35967962500035,108.3636209160004,109.34387358300046,109.35855304100005,112.34704324999984,112.34704324999984,112.34704324999984,112.34704324999984,112.34704324999984,112.34704324999984,112.34704324999984,112.34704324999984,4.0025024589995155,112.78853041599996,Forgotten,1,[np.float64(0.2824267782426778)],[np.float64(-0.26359832635983266)],[1],[0],[0],[0.43298054200022307],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Shot 3.jpg,old,11,11,0,[np.float64(-0.33158995815899583)],[np.float64(-0.3263598326359833)],[1],[0],[0],[0.39059937500041997],['remember_box'],0,11,11,13,113.10346266600027,,,,,,,,,113.09961633300009,113.10346266600027,114.093243583,114.093243583,117.08826995800064,117.08826995800064,117.08826995800064,117.08826995800064,117.08826995800064,117.08826995800064,117.08826995800064,117.08826995800064,4.009836749999522,117.4942002910002,Remembered,3,[np.float64(-0.33158995815899583)],[np.float64(-0.3263598326359833)],[1],[0],[0],[0.39059937500041997],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Gun 5.jpg,old,12,12,0,[np.float64(-0.33263598326359833)],[np.float64(-0.3263598326359833)],[1],[0],[0],[1.0227672080000048],['remember_box'],0,12,12,17,117.81469887500043,,,,,,,,,117.81066479099991,117.81469887500043,118.79315866600064,118.80927129100019,121.78693133300021,121.79739687500023,121.79739687500023,121.79739687500023,121.79739687500023,121.79739687500023,121.79739687500023,121.79739687500023,4.001477916999647,122.82810687500023,Remembered,3,[np.float64(-0.33263598326359833)],[np.float64(-0.3263598326359833)],[1],[0],[0],[1.0227672080000048],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
War 8.jpg,old,13,13,0,[np.float64(0.28556485355648537)],[np.float64(-0.3023012552301255)],[1],[0],[0],[2.8355060829999275],['forgotten_box'],0,13,13,38,123.14817845800007,,,,,,,,,123.14419325000017,123.14817845800007,124.12724695799989,124.14267870799995,127.1292684580003,127.1292684580003,127.1292684580003,127.1292684580003,127.1292684580003,127.1292684580003,127.1292684580003,127.1292684580003,3.999163999999837,129.97186087499995,Forgotten,1,[np.float64(0.28556485355648537)],[np.float64(-0.3023012552301255)],[1],[0],[0],[2.8355060829999275],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Statue 2.jpg,new,14,14,0,[np.float64(0.3472803347280335)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.3242744159997528],['forgotten_box'],0,14,14,59,130.28743508300067,,,,,,,,,130.28338679100034,130.28743508300067,131.2700915000005,131.276172375,134.25764750000053,134.27975683300065,134.27975683300065,134.27975683300065,134.27975683300065,134.27975683300065,134.27975683300065,134.27975683300065,4.003474584000287,134.6044427910001,Forgotten,1,[np.float64(0.3472803347280335)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.3242744159997528],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Grass 6.jpg,old,15,15,0,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.5127696250001463],['remember_box'],0,15,15,47,134.91941487500026,,,,,,,,,134.91526029099987,134.91941487500026,135.9031667500003,135.90868887499983,138.89227200000005,138.90182241599996,138.90182241599996,138.90182241599996,138.90182241599996,138.90182241599996,138.90182241599996,138.90182241599996,3.9998916670001563,139.42220054100017,Remembered,3,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.5127696250001463],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Child labor 2.jpg,old,16,16,0,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.8634743329994308],['remember_box'],0,16,16,5,139.73736295800063,,,,,,,,,139.7333624160001,139.73736295800063,140.72679133300062,140.72679133300062,143.73013745800017,143.73013745800017,143.73013745800017,143.73013745800017,143.73013745800017,143.73013745800017,143.73013745800017,143.73013745800017,4.003228957999454,144.59406433300046,Remembered,3,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.8634743329994308],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Skyscraper 1.jpg,old,17,17,0,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.6455944580002324],['remember_box'],0,17,17,42,144.91570379099994,,,,,,,,,144.91178933300034,144.91570379099994,145.89360795799985,145.90716891600005,148.895683791,148.895683791,148.895683791,148.895683791,148.895683791,148.895683791,148.895683791,148.895683791,4.005839458999617,149.5553742080001,Remembered,3,[np.float64(-0.3158995815899582)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.6455944580002324],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Timber 2.jpg,new,18,18,0,[np.float64(-0.2719665271966527)],[np.float64(-0.32217573221757323)],[1],[0],[0],[1.8754627500002243],['remember_box'],0,18,18,57,149.87205716600056,,,,,,,,,149.8680359580003,149.87205716600056,150.8594060000005,150.86993987500045,153.85319312499996,153.8631973749998,153.8631973749998,153.8631973749998,153.8631973749998,153.8631973749998,153.8631973749998,153.8631973749998,4.003359416000421,155.73910200000046,Remembered,3,[np.float64(-0.2719665271966527)],[np.float64(-0.32217573221757323)],[1],[0],[0],[1.8754627500002243],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Frustrated pose 2.jpg,new,19,19,0,[np.float64(0.35355648535564854)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.6753892920005455],['forgotten_box'],0,19,19,50,156.05401766600062,,,,,,,,,156.05016445799993,156.05401766600062,157.04396716600058,157.04396716600058,160.04635066599985,160.04635066599985,160.04635066599985,160.04635066599985,160.04635066599985,160.04635066599985,160.04635066599985,160.04635066599985,4.00257108400001,160.72222283300016,Forgotten,1,[np.float64(0.35355648535564854)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.6753892920005455],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Lion 1.jpg,new,20,20,0,[np.float64(-0.30857740585774057)],[np.float64(-0.29707112970711297)],[1],[0],[0],[1.365188792000481],['remember_box'],0,20,20,65,161.03820104100032,,,,,,,,,161.0341994999999,161.03820104100032,162.02668979100054,162.0363255830007,165.02937845799988,165.02937845799988,165.02937845799988,165.02937845799988,165.02937845799988,165.02937845799988,165.02937845799988,165.02937845799988,4.0026218339999105,166.39497916600067,Remembered,3,[np.float64(-0.30857740585774057)],[np.float64(-0.29707112970711297)],[1],[0],[0],[1.365188792000481],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Plane crash 3.jpg,old,21,21,0,[np.float64(0.3294979079497908)],[np.float64(-0.3002092050209205)],[1],[0],[0],[2.2526922089991785],['forgotten_box'],0,21,21,41,166.7141227080001,,,,,,,,,166.7100373330004,166.7141227080001,167.69326020800054,167.70789904100002,170.69587895800032,170.69587895800032,170.69587895800032,170.69587895800032,170.69587895800032,170.69587895800032,170.69587895800032,170.69587895800032,3.9996979580000698,172.95572962500046,Forgotten,1,[np.float64(0.3294979079497908)],[np.float64(-0.3002092050209205)],[1],[0],[0],[2.2526922089991785],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Crow 1.jpg,new,22,22,0,[np.float64(-0.40690376569037656)],[np.float64(-0.3200836820083682)],[1],[0],[0],[0.6634695409993583],['remember_box'],0,22,22,64,173.27082691600026,,,,,,,,,173.26679141600016,173.27082691600026,174.2604429160001,174.26947504100008,177.26316179100013,177.26316179100013,177.26316179100013,177.26316179100013,177.26316179100013,177.26316179100013,177.26316179100013,177.26316179100013,4.002887458000259,177.9270309580006,Remembered,3,[np.float64(-0.40690376569037656)],[np.float64(-0.3200836820083682)],[1],[0],[0],[0.6634695409993583],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Prison 2.jpg,new,23,23,0,[np.float64(0.40794979079497906)],[np.float64(-0.3054393305439331)],[1],[0],[0],[1.518938750000416],['forgotten_box'],0,23,23,56,178.246416125,,,,,,,,,178.2424195829999,178.246416125,179.2270745830001,179.2420874999998,182.22909604100005,182.22909604100005,182.22909604100005,182.22909604100005,182.22909604100005,182.22909604100005,182.22909604100005,182.22909604100005,3.9998692500003017,183.75536366600045,Forgotten,1,[np.float64(0.40794979079497906)],[np.float64(-0.3054393305439331)],[1],[0],[0],[1.518938750000416],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Football player 1.jpg,old,24,24,0,[np.float64(-0.35460251046025104)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.2820694169995477],['remember_box'],0,24,24,6,184.07068658300068,,,,,,,,,184.0667747080006,184.07068658300068,185.05936287500026,185.0694524999999,188.053008375,188.06295820800005,188.06295820800005,188.06295820800005,188.06295820800005,188.06295820800005,188.06295820800005,188.06295820800005,4.003045540999665,188.3454487500003,Remembered,3,[np.float64(-0.35460251046025104)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.2820694169995477],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Street 3.jpg,new,25,25,0,[np.float64(0.2730125523012552)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.6362038750003194],['forgotten_box'],0,25,25,71,188.66385300000002,,,,,,,,,188.65976133300046,188.66385300000002,189.64323966600023,189.6585072910002,192.64527104100034,192.64527104100034,192.64527104100034,192.64527104100034,192.64527104100034,192.64527104100034,192.64527104100034,192.64527104100034,3.999548499999946,193.28890070800026,Forgotten,1,[np.float64(0.2730125523012552)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.6362038750003194],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Bear 2.jpg,old,26,26,0,[np.float64(-0.4131799163179916)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.2926324169993677],['remember_box'],0,26,26,31,193.6047840000001,,,,,,,,,193.60067637500015,193.6047840000001,194.5934986250004,194.6027254999999,197.59617783300018,197.59617783300018,197.59617783300018,197.59617783300018,197.59617783300018,197.59617783300018,197.59617783300018,197.59617783300018,4.002512166999622,197.8892777910005,Remembered,3,[np.float64(-0.4131799163179916)],[np.float64(-0.3284518828451883)],[1],[0],[0],[0.2926324169993677],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Astronaut 2,new,27,27,0,[np.float64(0.26673640167364016)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.4592171670001335],['forgotten_box'],0,27,27,53,198.20413412500056,,,,,,,,,198.2002007910005,198.20413412500056,199.19304495800043,199.20268900000065,202.19505262500024,202.19505262500024,202.19505262500024,202.19505262500024,202.19505262500024,202.19505262500024,202.19505262500024,202.19505262500024,4.001173457999357,202.65480712499993,Forgotten,1,[np.float64(0.26673640167364016)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.4592171670001335],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Alcohol 6.jpg,old,28,28,0,[np.float64(-0.33158995815899583)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.316274333000365],['remember_box'],0,28,28,19,202.97077779099982,,,,,,,,,202.96674458300004,202.97077779099982,203.95250487500016,203.96935616600058,206.94114495800022,206.9621353749999,206.9621353749999,206.9621353749999,206.9621353749999,206.9621353749999,206.9621353749999,206.9621353749999,4.002248583999972,207.2788431250001,Remembered,3,[np.float64(-0.33158995815899583)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.316274333000365],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Dog 31.jpg,new,29,29,0,[np.float64(0.3399581589958159)],[np.float64(-0.2709205020920502)],[1],[0],[0],[0.450832000000446],['forgotten_box'],0,29,29,60,207.59510804100046,,,,,,,,,207.59110604099988,207.59510804100046,208.57609225000033,208.5908577500004,211.56917758300006,211.57851595800003,211.57851595800003,211.57851595800003,211.57851595800003,211.57851595800003,211.57851595800003,211.57851595800003,4.000506458000018,212.0364126250006,Forgotten,1,[np.float64(0.3399581589958159)],[np.float64(-0.2709205020920502)],[1],[0],[0],[0.450832000000446],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Dirt 1.jpg,old,30,30,0,[np.float64(-0.3294979079497908)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.3785206249995099],['remember_box'],0,30,30,37,212.3533350000007,,,,,,,,,212.34932033299992,212.3533350000007,213.33605333300056,213.34150050000062,216.32444879100058,216.33555166600036,216.33555166600036,216.33555166600036,216.33555166600036,216.33555166600036,216.33555166600036,216.33555166600036,4.002730500000325,216.72253462500066,Remembered,3,[np.float64(-0.3294979079497908)],[np.float64(-0.3043933054393305)],[1],[0],[0],[0.3785206249995099],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Dog attack 3.jpg,old,31,31,0,[np.float64(-0.036610878661087864)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.32300083300015103],['familiar_box'],0,31,31,27,217.0385997909998,,,,,,,,,217.03474825000012,217.0385997909998,218.0277720410004,218.03444704100002,221.03013291600018,221.03013291600018,221.03013291600018,221.03013291600018,221.03013291600018,221.03013291600018,221.03013291600018,221.03013291600018,4.002960249999887,221.3535862079998,Familiar,2,[np.float64(-0.036610878661087864)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.32300083300015103],['familiar_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Cold 6,new,32,32,0,[np.float64(-0.036610878661087864)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.3187493329996869],['familiar_box'],0,32,32,52,221.66887366599985,,,,,,,,,221.66530608300036,221.66887366599985,222.65253966599994,222.65842537500066,225.64145566600018,225.65168758300024,225.65168758300024,225.65168758300024,225.65168758300024,225.65168758300024,225.65168758300024,225.65168758300024,4.0017875419998745,225.97916345800058,Familiar,2,[np.float64(-0.036610878661087864)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.3187493329996869],['familiar_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Toast 1,new,33,33,0,[np.float64(0.4236401673640167)],[np.float64(-0.2918410041841004)],[1],[0],[0],[0.3308745419999468],['forgotten_box'],0,33,33,51,226.29455512500044,,,,,,,,,226.29043883299983,226.29455512500044,227.27728174999993,227.28437058300005,230.27974283300045,230.27974283300045,230.27974283300045,230.27974283300045,230.27974283300045,230.27974283300045,230.27974283300045,230.27974283300045,4.002944709000076,230.61858604100053,Forgotten,1,[np.float64(0.4236401673640167)],[np.float64(-0.2918410041841004)],[1],[0],[0],[0.3308745419999468],['forgotten_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Stingray 2.jpg,old,34,34,0,[np.float64(-0.2688284518828452)],[np.float64(-0.34518828451882844)],[1],[0],[0],[0.29583787499996106],['remember_box'],0,34,34,33,230.93256275000022,,,,,,,,,230.9285088329998,230.93256275000022,231.9193425829999,231.92577866600004,234.9080138750005,234.91769645800014,234.91769645800014,234.91769645800014,234.91769645800014,234.91769645800014,234.91769645800014,234.91769645800014,4.0030895840000085,235.22159700000066,Remembered,3,[np.float64(-0.2688284518828452)],[np.float64(-0.34518828451882844)],[1],[0],[0],[0.29583787499996106],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
Cat 12.jpg,old,35,35,0,[np.float64(-0.26359832635983266)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.5407284160000927],['remember_box'],0,35,35,35,235.5367141249999,,,,,,,,,235.5326810000006,235.5367141249999,236.52605729100014,236.52605729100014,239.52893374999985,239.52893374999985,239.52893374999985,239.52893374999985,239.52893374999985,239.52893374999985,239.52893374999985,239.52893374999985,4.002437916999952,240.07004629099993,Remembered,3,[np.float64(-0.26359832635983266)],[np.float64(-0.33577405857740583)],[1],[0],[0],[0.5407284160000927],['remember_box'],,,,,tiara,002,2025-11-18_10h50.01.512,Phase 2 Canli Replication,,2025.1.1,None,2025-11-18 10h51.38.361341 +0530,
