pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.5655426250013988,None,0,0,0,0,,,,,0.04357462500047404,,0.025388249996467493,0.04357462500047404,1.0104288750007981,1.0104288750007981,1.0104288750007981,1.0104288750007981,1.0423890419915551,1.9973509580013342,1.9973509580013342,2.8840333330008434,x,1,0.5655426250013988,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
150,v,1,1,0,v,1,0.5262825419922592,None,0,1,1,1,,,,,2.8975534170022,,2.8843279580032686,2.8975534170022,3.878334042005008,3.878334042005008,3.878334042005008,3.878334042005008,3.8936279579938855,4.878574000002118,4.878574000002118,5.4069926669908455,v,1,0.5262825419922592,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
50,c,2,2,0,c,1,0.46028054199996404,None,0,2,2,2,,,,,5.412659624998923,,5.407760832997155,5.412659624998923,6.405640957993455,6.405640957993455,6.405640957993455,6.405640957993455,6.411562583001796,7.4055213749961695,7.4055213749961695,7.873660083001596,c,1,0.46028054199996404,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
-150,z,3,3,0,z,1,0.6138553749915445,None,0,3,3,3,,,,,7.882556791999377,,7.874221332996967,7.882556791999377,8.872098291991279,8.872098291991279,8.872098291991279,8.872098291991279,8.877233582999907,9.871994332992472,9.871994332992472,10.490381791998516,z,1,0.6138553749915445,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
-50,x,4,0,1,x,1,0.42988612499902956,None,1,0,4,0,,,,,10.495791583001846,,10.491074624995235,10.495791583001846,11.488788375005242,11.488788375005242,11.488788375005242,11.488788375005242,11.49428466700192,12.4888223750022,12.4888223750022,12.923603749994072,x,1,0.42988612499902956,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
150,v,5,1,1,v,1,0.2655721659975825,None,1,1,5,1,,,,,12.929050207996625,,12.924286583001958,12.929050207996625,13.92223991699575,13.92223991699575,13.92223991699575,13.92223991699575,13.926861582993297,14.92212895800185,14.92212895800185,15.19025362499815,v,1,0.2655721659975825,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
50,c,6,2,1,c,1,0.5527325000002747,None,1,2,6,2,,,,,15.195516749998205,,15.191030292000505,15.195516749998205,16.18893712499994,16.18893712499994,16.18893712499994,16.18893712499994,16.19356245799281,17.188784750003833,17.188784750003833,17.74524274999567,c,1,0.5527325000002747,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
-150,z,7,3,1,z,1,0.4764925420022337,None,1,3,7,3,,,,,17.754922583000734,,17.7457232500019,17.754922583000734,18.744027791995904,18.744027791995904,18.744027791995904,18.744027791995904,18.744027791995904,19.74438841699157,19.74438841699157,20.223345374994096,z,1,0.4764925420022337,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
-50,x,8,0,2,x,1,0.30733787499775644,None,2,0,8,0,,,,,20.227973832996213,,20.223952291999012,20.227973832996213,21.22229449999577,21.22229449999577,21.22229449999577,21.22229449999577,21.22229449999577,22.22207362500194,22.22207362500194,22.540377124998486,x,1,0.30733787499775644,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
150,v,9,1,2,v,1,0.2575832089933101,None,2,1,9,1,,,,,22.5496341669932,,22.541049958002986,22.5496341669932,23.538735082998755,23.538735082998755,23.538735082998755,23.538735082998755,23.544920457992703,24.538827291995403,24.538827291995403,24.80671262499527,v,1,0.2575832089933101,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
50,c,10,2,2,c,1,0.39082437500474043,None,2,2,10,2,,,,,24.815851958002895,,24.807335332996445,24.815851958002895,25.805447874998208,25.805447874998208,25.805447874998208,25.805447874998208,25.810324999998556,26.805435292000766,26.805435292000766,27.206633958005114,c,1,0.39082437500474043,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
-150,z,11,3,2,z,1,0.563935833008145,None,2,3,11,3,,,,,27.215220208003302,,27.207262374999118,27.215220208003302,28.20552708300238,28.20552708300238,28.20552708300238,28.20552708300238,28.210604416992282,29.205374666998978,29.205374666998978,29.773200166993774,z,1,0.563935833008145,None,,,,,952509,03,2025-10-02_17h52.05.425,Motor Sequential Learning,,2025.1.1,None,2025-10-02 17h52.13.045488 +0530,
