reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
45,72,55,0,0,0,t,14.02284083305858,None,0,0,0,18,0.0923432920826599,,0.08527662500273436,0.0923432920826599,1.0154053330188617,1.0154053330188617,1.0867518330924213,15.302682082983665,t,14.02284083305858,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
100,225,48,1,1,0,t,6.127378958044574,None,0,1,1,90,15.347370750037953,,15.307814125088044,15.347370750037953,16.298323500086553,16.298323500086553,16.336302958079614,22.432844625087455,t,6.127378958044574,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
92,140,165,2,2,0,t,5.010806331993081,None,0,2,2,40,22.46217495808378,,22.442656875005923,22.46217495808378,23.431512500043027,23.431512500043027,23.45334458304569,28.451407541986555,t,5.010806331993081,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
70,94,110,3,3,0,t,7.265049166046083,None,0,3,3,29,28.474494167021476,,28.459027583012357,28.474494167021476,29.448074875050224,29.448074875050224,29.469212750089355,36.71614345803391,t,7.265049166046083,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
78,170,37,4,4,0,l,4.002619041013531,None,0,4,4,79,36.73341083305422,,36.72549658303615,36.73341083305422,37.71472395805176,37.71472395805176,37.73132904199883,41.72092541703023,l,4.002619041013531,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
49,60,89,5,5,0,t,5.6049939160002396,None,0,5,5,4,41.73660025000572,,41.727402792079374,41.73660025000572,42.71489345806185,42.71489345806185,42.731405417085625,48.33297512505669,t,5.6049939160002396,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
114,260,55,6,6,0,l,2.1900806239573285,None,0,6,6,97,48.34922437509522,,48.33974687498994,48.34922437509522,49.33141341700684,49.33141341700684,49.34802841709461,51.53242054209113,l,2.1900806239573285,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
66,90,100,7,7,0,t,3.7254721249919385,None,0,7,7,27,51.545022375066765,,51.53829970804509,51.545022375066765,52.53117854206357,52.53117854206357,52.53635516704526,56.26534875005018,t,3.7254721249919385,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
60,84,85,8,8,0,t,2.218469165964052,None,0,8,8,24,56.27597229206003,,56.26993775006849,56.27597229206003,57.252747792052105,57.252747792052105,57.26830883300863,59.48185983300209,t,2.218469165964052,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
15,35,13,9,9,0,l,5.423545373952948,None,0,9,9,1,59.4923586670775,,59.48618270806037,59.4923586670775,60.46970008302014,60.46970008302014,60.48640429205261,65.89877312502358,l,5.423545373952948,None,428609,001,2025-11-06_11h22.23.591,Delay Discounting,,2025.1.1,None,2025-11-06 11h23.11.890236 +0530,
