delay,freq,conditions,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000.0,exp,365,5,30,space,1.4548474170733243,None,600,1,[4.306797958095558],[4.306804332998581],30,5,365,8,2521.458846000023,,2521.4557562080445,2521.458846000023,2522.4469944160664,2522.4469944160664,2522.456757375039,2523.9083583330503,space,1.4548474170733243,None,2523.909619541024,2524.612377832706,2525.066545666079,2525.0468651660485,2525.0490673750173,2525.066545666079,2525.066545666079,2525.066545666079,2529.3737849160098,600,1,[4.306797958095558],[4.306804332998581],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,366,6,30,space,0.8174822080181912,None,400,1,[1.5731208340730518],[1.5731256670551375],30,6,366,9,2529.377506541088,,2529.3739827080863,2529.377506541088,2530.3618777500233,2530.3618777500233,2530.389309875085,2531.19074816606,space,0.8174822080181912,None,2531.1921281660907,2531.300321457737,2531.758189541055,2531.7352904160507,2531.7381497910246,2531.758189541055,2531.758189541055,2531.758189541055,2533.3317400000524,400,1,[1.5731208340730518],[1.5731256670551375],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,367,7,30,space,0.5476639999542385,None,500,1,[6.836093165911734],[6.836098332889378],30,7,367,4,2533.338545500068,,2533.332012083032,2533.338545500068,2534.3297481250484,2534.3297481250484,2534.3297481250484,2534.8802700000815,space,0.5476639999542385,None,2534.8823374160565,2535.2902435417677,2535.744333166047,2535.724435750046,2535.7266000000527,2535.744333166047,2535.744333166047,2535.744333166047,2542.5807804580545,500,1,[6.836093165911734],[6.836098332889378],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,368,8,30,space,0.30328345799352974,None,300,1,[4.44835666695144],[4.448361916933209],30,8,368,6,2542.5889173330506,,2542.58096529101,2542.5889173330506,2543.579823041102,2543.579823041102,2543.579823041102,2543.8913496250752,space,0.30328345799352974,None,2543.8937286660075,2543.994804166669,2544.448717500083,2544.4289242080413,2544.4310155831045,2544.448717500083,2544.448717500083,2544.448717500083,2548.897446583025,300,1,[4.44835666695144],[4.448361916933209],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.7,400.0,unexp,369,9,30,space,0.29279508301988244,None,800,1,[1.6065661660395563],[1.6065704580396414],30,9,369,2,2548.9056961250026,,2548.8976259160554,2548.9056961250026,2549.8954609580105,2549.8954609580105,2549.8954609580105,2550.1912221660605,space,0.29279508301988244,None,2550.1926851660246,2550.8944364997483,2551.348714666092,2551.3285706660245,2551.3307664580643,2551.348714666092,2551.348714666092,2551.348714666092,2552.9556370000355,800,1,[1.6065661660395563],[1.6065704580396414],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.7,1000.0,exp,370,10,30,space,1.3859862090321258,None,500,1,[1.5980064580217004],[1.5980109580559656],30,10,370,5,2552.9588843750535,,2552.9558131250087,2552.9588843750535,2553.9463008750463,2553.9463008750463,2553.9567479580874,2555.341577500105,space,1.3859862090321258,None,2555.3433765830705,2556.045341832742,2556.4989754160633,2556.4795799161075,2556.481187666068,2556.4989754160633,2556.4989754160633,2556.4989754160633,2558.0973583330633,500,1,[1.5980064580217004],[1.5980109580559656],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,371,11,30,space,0.2826812920393422,None,300,1,[1.5704572920221835],[1.5704628749517724],30,11,371,7,2558.1055195830995,,2558.0975351660745,2558.1055195830995,2559.0966164160054,2559.0966164160054,2559.0966164160054,2559.3805659160716,space,0.2826812920393422,None,2559.3817970410455,2559.790022207719,2560.242979625007,2560.223476833082,2560.225618666038,2560.242979625007,2560.242979625007,2560.242979625007,2561.8137953330297,300,1,[1.5704572920221835],[1.5704628749517724],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,372,0,31,space,0.27716554200742394,None,300,1,[1.311663666041568],[1.3116686249850318],31,0,372,10,2561.8218112500617,,2561.8139826660044,2561.8218112500617,2562.813756416086,2562.813756416086,2562.813756416086,2563.0968265830306,space,0.27716554200742394,None,2563.098001791048,2563.5065057076904,2563.9608981250785,2563.940708875074,2563.9427757910453,2563.9608981250785,2563.9608981250785,2563.9608981250785,2565.272994625033,300,1,[1.311663666041568],[1.3116686249850318],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.4,1000.0,exp,373,1,31,space,0.2510908329859376,None,200,1,[1.2797949999803677],[1.2797996250446886],31,1,373,7,2565.276958458009,,2565.2731679580174,2565.276958458009,2566.262846166035,2566.262846166035,2566.2733325000154,2566.5245760000544,space,0.2510908329859376,None,2566.525767166051,2566.9283849576645,2567.3833432910033,2567.3633924160386,2567.365709458012,2567.3833432910033,2567.3833432910033,2567.3833432910033,2568.663513666019,200,1,[1.2797949999803677],[1.2797996250446886],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
0.1,1000.0,exp,374,2,31,space,0.274019708042033,None,200,1,[1.3222357080085203],[1.3222407079301775],31,2,374,6,2568.6715577500872,,2568.6636864580214,2568.6715577500872,2569.6632072910434,2569.6632072910434,2569.6632072910434,2569.9413009580458,space,0.274019708042033,None,2569.943011041032,2570.0439620827715,2570.500383708044,2570.4790376250166,2570.4815910410834,2570.500383708044,2570.500383708044,2570.500383708044,2571.8230477080215,200,1,[1.3222357080085203],[1.3222407079301775],p1,001,2025-11-12_18h22.21.983,Intentional Binding,,2025.1.1,None,2025-11-12 18h22.36.038209 +0530,
