image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,stim_image.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Car crash 2.jpg,old,9,9,0,[np.float64(-0.3817991631799163)],[np.float64(-0.3253138075313807)],[1],[0],[0],[0.34268624999094754],['remember_box'],0,9,9,39,65.3859204580076,,,,,,,,,65.38137999991886,65.3859204580076,66.3730023750104,66.3808497498976,69.37489037495106,69.37489037495106,69.37489037495106,69.37489037495106,69.37489037495106,69.37489037495106,69.37489037495106,69.37489037495106,4.00186804193072,69.71820804092567,Remembered,3,[np.float64(-0.3817991631799163)],[np.float64(-0.3253138075313807)],[1],[0],[0],[0.34268624999094754],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Pigeon 6.jpg,old,10,10,0,[np.float64(-0.09832635983263599)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.9071893329964951],['familiar_box'],0,10,10,26,70.03578166593798,,,,,,,,,70.03182208293583,70.03578166593798,71.01537733292207,71.03202037489973,74.00468966597691,74.0264410409145,74.0264410409145,74.0264410409145,74.0264410409145,74.0264410409145,74.0264410409145,74.0264410409145,4.003623666008934,74.93407845799811,Familiar,2,[np.float64(-0.09832635983263599)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.9071893329964951],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Skyscraper 1.jpg,old,11,11,0,[np.float64(-0.036610878661087864)],[np.float64(-0.28556485355648537)],[1],[0],[0],[0.35196095891296864],['familiar_box'],0,11,11,42,75.25088337494526,,,,,,,,,75.24687504093163,75.25088337494526,76.23215170798358,76.24894662492443,79.22150629095268,79.23128920793533,79.23128920793533,79.23128920793533,79.23128920793533,79.23128920793533,79.23128920793533,79.23128920793533,4.0008770420681685,79.59185137494933,Familiar,2,[np.float64(-0.036610878661087864)],[np.float64(-0.28556485355648537)],[1],[0],[0],[0.35196095891296864],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Snake 4.jpg,new,12,12,0,[np.float64(0.33472803347280333)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.865924209007062],['forgotten_box'],0,12,12,61,79.90986970800441,,,,,,,,,79.90593474998605,79.90986970800441,80.88847566593904,80.90492204099428,83.88206658291165,83.89256841596216,83.89256841596216,83.89256841596216,83.89256841596216,83.89256841596216,83.89256841596216,83.89256841596216,4.0037865419872105,84.76730433292687,Forgotten,1,[np.float64(0.33472803347280333)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.865924209007062],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Cockroach 1.jpg,old,13,13,0,[np.float64(-0.36506276150627615)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.496900915983133],['remember_box'],0,13,13,25,85.08219324995298,,,,,,,,,85.07824470801279,85.08219324995298,86.06572349998169,86.07291766593698,89.05284145800397,89.07513524999376,89.07513524999376,89.07513524999376,89.07513524999376,89.07513524999376,89.07513524999376,89.07513524999376,4.003287666942924,89.57242870796472,Remembered,3,[np.float64(-0.36506276150627615)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.496900915983133],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Cold 6,new,14,14,0,[np.float64(0.04497907949790795)],[np.float64(-0.3075313807531381)],[1],[0],[0],[1.5085633340058848],['familiar_box'],0,14,14,52,89.89293891598936,,,,,,,,,89.88895574992057,89.89293891598936,90.87200904090423,90.88845320791006,93.86520695791114,93.87495866592508,93.87495866592508,93.87495866592508,93.87495866592508,93.87495866592508,93.87495866592508,93.87495866592508,3.9997125000227243,95.39059174992144,Familiar,2,[np.float64(0.04497907949790795)],[np.float64(-0.3075313807531381)],[1],[0],[0],[1.5085633340058848],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Band 1.jpg,old,15,15,0,[np.float64(-0.0041841004184100415)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4658328340156004],['familiar_box'],0,15,15,8,95.71024583291728,,,,,,,,,95.70619870792143,95.71024583291728,96.68909158289898,96.70360174996313,99.69219529093243,99.69219529093243,99.69219529093243,99.69219529093243,99.69219529093243,99.69219529093243,99.69219529093243,99.69219529093243,4.002140125026926,100.16615133290179,Familiar,2,[np.float64(-0.0041841004184100415)],[np.float64(-0.3064853556485356)],[1],[0],[0],[0.4658328340156004],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Dog 31.jpg,new,16,16,0,[np.float64(0.2803347280334728)],[np.float64(-0.2939330543933054)],[1],[0],[0],[1.3448079170193523],['forgotten_box'],0,16,16,60,100.48181445791852,,,,,,,,,100.47777762496844,100.48181445791852,101.46533720800653,101.47177208296489,104.45372779096942,104.46425320790149,104.46425320790149,104.46425320790149,104.46425320790149,104.46425320790149,104.46425320790149,104.46425320790149,4.001571125001647,105.81743941595778,Forgotten,1,[np.float64(0.2803347280334728)],[np.float64(-0.2939330543933054)],[1],[0],[0],[1.3448079170193523],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Ambulance 1.jpg,old,17,17,0,[np.float64(-0.3608786610878661)],[np.float64(-0.3127615062761506)],[1],[0],[0],[2.0426928750239313],['remember_box'],0,17,17,15,106.13374995801132,,,,,,,,,106.12962429097388,106.13374995801132,107.12249350000639,107.13168516592123,110.1241485408973,110.1241485408973,110.1241485408973,110.1241485408973,110.1241485408973,110.1241485408973,110.1241485408973,110.1241485408973,4.002003125031479,112.16731991595589,Remembered,3,[np.float64(-0.3608786610878661)],[np.float64(-0.3127615062761506)],[1],[0],[0],[2.0426928750239313],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Explosion 5.jpg,new,18,18,0,[np.float64(-0.07112970711297072)],[np.float64(-0.3106694560669456)],[1],[0],[0],[0.5350358750438318],['familiar_box'],0,18,18,67,112.48278312489856,,,,,,,,,112.47873712494038,112.48278312489856,113.47110529092606,113.48178070795257,116.46366983291227,116.46366983291227,116.46366983291227,116.46366983291227,116.46366983291227,116.46366983291227,116.46366983291227,116.46366983291227,4.009584124898538,117.017007874907,Familiar,2,[np.float64(-0.07112970711297072)],[np.float64(-0.3106694560669456)],[1],[0],[0],[0.5350358750438318],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Fire 9.jpg,old,19,19,0,[np.float64(-0.35669456066945604)],[np.float64(-0.3117154811715481)],[1],[0],[0],[0.4976847500074655],['remember_box'],0,19,19,36,117.33291266590822,,,,,,,,,117.32888341590296,117.33291266590822,118.31510237499606,118.33176845801063,121.30297199997585,121.32587891595904,121.32587891595904,121.32587891595904,121.32587891595904,121.32587891595904,121.32587891595904,121.32587891595904,4.004434374975972,121.82405283290427,Remembered,3,[np.float64(-0.35669456066945604)],[np.float64(-0.3117154811715481)],[1],[0],[0],[0.4976847500074655],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Performance 2.jpg,old,20,20,0,[np.float64(-0.10251046025104603)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.5853125830180943],['familiar_box'],0,20,20,44,122.14159308292437,,,,,,,,,122.13752737489995,122.14159308292437,123.12228670797776,123.13742699997965,126.12501041591167,126.12501041591167,126.12501041591167,126.12501041591167,126.12501041591167,126.12501041591167,126.12501041591167,126.12501041591167,4.017833833000623,126.7339885829715,Familiar,2,[np.float64(-0.10251046025104603)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.5853125830180943],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Toast 1,new,21,21,0,[np.float64(0.3305439330543933)],[np.float64(-0.33368200836820083)],[1],[0],[0],[0.6572781250579283],['forgotten_box'],0,21,21,51,127.04907224990893,,,,,,,,,127.04513020790182,127.04907224990893,128.03877779096365,128.03877779096365,131.04829758300912,131.04829758300912,131.04829758300912,131.04829758300912,131.04829758300912,131.04829758300912,131.04829758300912,131.04829758300912,4.00941145804245,131.70600016589742,Forgotten,1,[np.float64(0.3305439330543933)],[np.float64(-0.33368200836820083)],[1],[0],[0],[0.6572781250579283],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Prison 2.jpg,new,22,22,0,[np.float64(0.3305439330543933)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.02042858290951699],['forgotten_box'],0,22,22,56,132.0252757499693,,,,,,,,,132.02127170795575,132.0252757499693,133.0053848749958,133.0202468750067,136.0082255830057,136.0082255830057,136.0082255830057,136.0082255830057,136.0082255830057,136.0082255830057,136.0082255830057,136.0082255830057,4.016368875047192,136.05222141591366,Forgotten,1,[np.float64(0.3305439330543933)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.02042858290951699],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Frustrated pose 2.jpg,new,23,23,0,[np.float64(0.02301255230125523)],[np.float64(-0.3117154811715481)],[1],[0],[0],[0.6312647919403389],['familiar_box'],0,23,23,50,136.3677696658997,,,,,,,,,136.36375812499318,136.3677696658997,137.35546004096977,137.36470854096115,140.34839070797898,140.35787037492264,140.35787037492264,140.35787037492264,140.35787037492264,140.35787037492264,140.35787037492264,140.35787037492264,4.0003592079738155,140.98958049993962,Familiar,2,[np.float64(0.02301255230125523)],[np.float64(-0.3117154811715481)],[1],[0],[0],[0.6312647919403389],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Football player 1.jpg,old,24,24,0,[np.float64(0.013598326359832637)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.5588364580180496],['familiar_box'],0,24,24,6,141.3091325829737,,,,,,,,,141.3050292909611,141.3091325829737,142.28890933294315,142.304138999898,145.2909017909551,145.2909017909551,145.2909017909551,145.2909017909551,145.2909017909551,145.2909017909551,145.2909017909551,145.2909017909551,3.999199499958195,146.85685466590803,Familiar,2,[np.float64(0.013598326359832637)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.5588364580180496],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Animal carcass 1.jpg,old,25,25,0,[np.float64(-0.1192468619246862)],[np.float64(-0.3179916317991632)],[1],[0],[0],[1.4337053330382332],['familiar_box'],0,25,25,28,147.17836070794147,,,,,,,,,147.17435624997597,147.17836070794147,148.1557566249976,148.17093245789874,151.1571405410068,151.1571405410068,151.1571405410068,151.1571405410068,151.1571405410068,151.1571405410068,151.1571405410068,151.1571405410068,4.002337499987334,152.60017683298793,Familiar,2,[np.float64(-0.1192468619246862)],[np.float64(-0.3179916317991632)],[1],[0],[0],[1.4337053330382332],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Lion 1.jpg,new,26,26,0,[np.float64(-0.3797071129707113)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.6943794169928879],['remember_box'],0,26,26,65,152.91648866597097,,,,,,,,,152.91244904091582,152.91648866597097,153.89789829100482,153.91456162498798,156.8873505409574,156.896656124969,156.896656124969,156.896656124969,156.896656124969,156.896656124969,156.896656124969,156.896656124969,4.000201749964617,157.59974274993874,Remembered,3,[np.float64(-0.3797071129707113)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.6943794169928879],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Cat 12.jpg,old,27,27,0,[np.float64(0.28765690376569036)],[np.float64(-0.3179916317991632)],[1],[0],[0],[1.3292135829105973],['forgotten_box'],0,27,27,35,157.91521804092918,,,,,,,,,157.9112547079567,157.91521804092918,158.89806383301038,158.90453979093581,161.8869918329874,161.89712395798415,161.89712395798415,161.89712395798415,161.89712395798415,161.89712395798415,161.89712395798415,161.89712395798415,4.0000349580077454,163.23396183294244,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.3179916317991632)],[1],[0],[0],[1.3292135829105973],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Acorns 3.jpg,old,28,28,0,[np.float64(0.28765690376569036)],[np.float64(-0.3179916317991632)],[1],[0],[0],[0.5486648749792948],['forgotten_box'],0,28,28,21,163.55036441597622,,,,,,,,,163.54629091592506,163.55036441597622,164.53881158295553,164.54805541597307,167.5410466659814,167.5410466659814,167.5410466659814,167.5410466659814,167.5410466659814,167.5410466659814,167.5410466659814,167.5410466659814,4.002320250030607,168.0901666659629,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.3179916317991632)],[1],[0],[0],[0.5486648749792948],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Sidewalk 2.jpg,old,29,29,0,[np.float64(-0.3922594142259414)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.5019657500088215],['remember_box'],0,29,29,20,168.4082280829316,,,,,,,,,168.40428637492005,168.4082280829316,169.38870533299632,169.40388816595078,172.39141266595107,172.39141266595107,172.39141266595107,172.39141266595107,172.39141266595107,172.39141266595107,172.39141266595107,172.39141266595107,4.017010375042446,172.91671370796394,Remembered,3,[np.float64(-0.3922594142259414)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.5019657500088215],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
War 8.jpg,old,30,30,0,[np.float64(-0.3922594142259414)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.37415804201737046],['remember_box'],0,30,30,38,173.23224058293272,,,,,,,,,173.2282261659857,173.23224058293272,174.21458008291665,174.22084891598206,177.2032872500131,177.22421162493993,177.22421162493993,177.22421162493993,177.22421162493993,177.22421162493993,177.22421162493993,177.22421162493993,4.0029428750276566,177.59876604098827,Remembered,3,[np.float64(-0.3922594142259414)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.37415804201737046],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Thunderstorm 10.jpg,new,31,31,0,[np.float64(0.28765690376569036)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.927983875037171],['forgotten_box'],0,31,31,69,177.91280966601335,,,,,,,,,177.90865483297966,177.91280966601335,178.8976902909344,178.90353899996262,181.88687016593758,181.89660687500145,181.89660687500145,181.89660687500145,181.89660687500145,181.89660687500145,181.89660687500145,181.89660687500145,4.001727792085148,182.83333950000815,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.927983875037171],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Statue 2.jpg,new,32,32,0,[np.float64(0.28765690376569036)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.41545674996450543],['forgotten_box'],0,32,32,59,183.1487751659006,,,,,,,,,183.14477054099552,183.1487751659006,184.13891683297697,184.13891683297697,187.14113324997015,187.14113324997015,187.14113324997015,187.14113324997015,187.14113324997015,187.14113324997015,187.14113324997015,187.14113324997015,4.003233874915168,187.55703808297403,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.3054393305439331)],[1],[0],[0],[0.41545674996450543],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Shark 8.jpg,old,33,33,0,[np.float64(-0.32217573221757323)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.4567580829607323],['remember_box'],0,33,33,30,187.87476604094263,,,,,,,,,187.87103954097256,187.87476604094263,188.85498258296866,188.86996762501076,191.85727816598956,191.85727816598956,191.85727816598956,191.85727816598956,191.85727816598956,191.85727816598956,191.85727816598956,191.85727816598956,4.00090620899573,192.32105529098772,Remembered,3,[np.float64(-0.32217573221757323)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.4567580829607323],['remember_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Plane crash 1.jpg,old,34,34,0,[np.float64(-0.028242677824267783)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.8486849169712514],['familiar_box'],0,34,34,16,192.6413931249408,,,,,,,,,192.63763216591906,192.6413931249408,193.62088558299,193.63702924991958,196.61429695796687,196.62418658297975,196.62418658297975,196.62418658297975,196.62418658297975,196.62418658297975,196.62418658297975,196.62418658297975,4.001656375010498,197.48162279091775,Familiar,2,[np.float64(-0.028242677824267783)],[np.float64(-0.30962343096234307)],[1],[0],[0],[0.8486849169712514],['familiar_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
Bubble 2.jpg,old,35,35,0,[np.float64(0.3723849372384937)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.7947608330287039],['forgotten_box'],0,35,35,22,197.7973120829556,,,,,,,,,197.79324654093944,197.7973120829556,198.7810640829848,198.78723874990828,201.77000341599341,201.78011837496888,201.78011837496888,201.78011837496888,201.78011837496888,201.78011837496888,201.78011837496888,201.78011837496888,4.002025458030403,202.5833204999799,Forgotten,1,[np.float64(0.3723849372384937)],[np.float64(-0.3158995815899582)],[1],[0],[0],[0.7947608330287039],['forgotten_box'],,,,,sneha,002,2025-11-16_12h40.58.327,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h42.38.688039 +0530,
