thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,0,15,"[np.float64(-0.4525), np.float64(-0.46)]","[np.float64(-0.1175), np.float64(-0.1725)]","[1, 1]","[0, 0]","[0, 0]","[3.224219666000863, 3.8509842499988736]","[None, 'target']",15,0,15,0,44.28511954200076,,5,44.27801550000004,44.28511954200076,44.28511954200076,0.009699459002149524,48.12906429200302,"[np.float64(-0.4525), np.float64(-0.46)]","[np.float64(-0.1175), np.float64(-0.1725)]","[1, 1]","[0, 0]","[0, 0]","[3.224219666000863, 3.8509842499988736]","[None, 'target']",005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
16,0,16,[np.float64(-0.135)],[np.float64(-0.425)],[1],[0],[0],[3.125701458997355],['target'],16,0,16,0,48.14989408400288,,5,48.14250725000238,48.14989408400288,48.14989408400288,0.013240583000879269,51.26827195900114,[np.float64(-0.135)],[np.float64(-0.425)],[1],[0],[0],[3.125701458997355],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
17,0,17,[np.float64(0.17125)],[np.float64(-0.1875)],[1],[0],[0],[2.642922125000041],['target'],17,0,17,0,51.300911875001475,,10,51.29145525000058,51.300911875001475,51.300911875001475,0.023015208000288112,53.93443783400289,[np.float64(0.17125)],[np.float64(-0.1875)],[1],[0],[0],[2.642922125000041],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
18,0,18,[np.float64(0.0175)],[np.float64(-0.4575)],[1],[0],[0],[3.1656614170024113],['target'],18,0,18,0,53.9532440840012,,5,53.94626500000231,53.9532440840012,53.9532440840012,0.011658292001811787,57.11198891700042,[np.float64(0.0175)],[np.float64(-0.4575)],[1],[0],[0],[3.1656614170024113],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
19,0,19,[np.float64(0.37125)],[np.float64(0.31)],[1],[0],[0],[4.2373816250001255],['target'],19,0,19,0,57.132933459000924,,5,57.125334625001415,57.132933459000924,57.132933459000924,0.013182000002416316,61.362767250000616,[np.float64(0.37125)],[np.float64(0.31)],[1],[0],[0],[4.2373816250001255],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
20,0,20,[np.float64(0.06875)],[np.float64(-0.13)],[1],[0],[0],[1.613214999997581],['target'],20,0,20,0,61.39261387500301,,10,61.38300900000104,61.39261387500301,61.39261387500301,0.020096584001294104,62.996298125002795,[np.float64(0.06875)],[np.float64(-0.13)],[1],[0],[0],[1.613214999997581],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
21,0,21,[np.float64(0.465)],[np.float64(-0.25875)],[1],[0],[0],[2.028299458001129],['target'],21,0,21,0,63.026361542000814,,10,63.01673308400132,63.026361542000814,63.026361542000814,0.020201499999529915,65.04508079200241,[np.float64(0.465)],[np.float64(-0.25875)],[1],[0],[0],[2.028299458001129],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
22,0,22,[np.float64(-0.21375)],[np.float64(0.475)],[1],[0],[0],[3.1547753750019183],['target'],22,0,22,0,65.06414258400036,,5,65.05705533400032,65.06414258400036,65.06414258400036,0.011809040999651188,68.21189316700111,[np.float64(-0.21375)],[np.float64(0.475)],[1],[0],[0],[3.1547753750019183],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
23,0,23,[np.float64(0.07375)],[np.float64(0.31375)],[1],[0],[0],[1.3782829159972607],['target'],23,0,23,0,68.24279562500305,,10,68.23320225000134,68.24279562500305,68.24279562500305,0.021137499999895226,69.61152645900074,[np.float64(0.07375)],[np.float64(0.31375)],[1],[0],[0],[1.3782829159972607],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
24,0,24,[np.float64(-0.0325)],[np.float64(-0.40875)],[1],[0],[0],[2.9475407499994617],['target'],24,0,24,0,69.62910783400002,,5,69.62223541700223,69.62910783400002,69.62910783400002,0.010541750001721084,72.5698438340005,[np.float64(-0.0325)],[np.float64(-0.40875)],[1],[0],[0],[2.9475407499994617],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
25,0,25,[np.float64(0.2725)],[np.float64(-0.10375)],[1],[0],[0],[2.0998101250006584],['target'],25,0,25,0,72.59054370900049,,5,72.5830115839999,72.59054370900049,72.59054370900049,0.012985833000129787,74.68288212500192,[np.float64(0.2725)],[np.float64(-0.10375)],[1],[0],[0],[2.0998101250006584],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
26,0,26,[np.float64(0.24625)],[np.float64(0.115)],[1],[0],[0],[2.6825405419986055],['target'],26,0,26,0,74.71100191700316,,10,74.70237787500082,74.71100191700316,74.71100191700316,0.01935270900139585,77.38495612500265,[np.float64(0.24625)],[np.float64(0.115)],[1],[0],[0],[2.6825405419986055],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
27,0,27,[np.float64(0.28)],[np.float64(-0.16875)],[1],[0],[0],[1.522897541999555],['target'],27,0,27,0,77.40242983400094,,5,77.39538745900063,77.40242983400094,77.40242983400094,0.010281499999109656,78.91834608400313,[np.float64(0.28)],[np.float64(-0.16875)],[1],[0],[0],[1.522897541999555],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
28,0,28,[np.float64(0.36)],[np.float64(0.33375)],[1],[0],[0],[2.1109503750012664],['target'],28,0,28,0,78.95006000000285,,10,78.94025095899997,78.95006000000285,78.95006000000285,0.02173975000187056,81.05123758400077,[np.float64(0.36)],[np.float64(0.33375)],[1],[0],[0],[2.1109503750012664],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
29,0,29,[np.float64(0.065)],[np.float64(-0.2075)],[1],[0],[0],[2.710213375001331],['target'],29,0,29,0,81.07884354199996,,10,81.06936145900181,81.07884354199996,81.07884354199996,0.017983875000936678,83.77962658400065,[np.float64(0.065)],[np.float64(-0.2075)],[1],[0],[0],[2.710213375001331],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
30,0,30,[np.float64(0.40875)],[np.float64(-0.16125)],[1],[0],[0],[2.362742500001332],['target'],30,0,30,0,83.79719812500116,,5,83.79006533400025,83.79719812500116,83.79719812500116,0.01025895799830323,86.15288729200256,[np.float64(0.40875)],[np.float64(-0.16125)],[1],[0],[0],[2.362742500001332],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
31,0,31,[np.float64(-0.3675)],[np.float64(-0.26125)],[1],[0],[0],[2.586180582999077],['target'],31,0,31,0,86.18496600000071,,10,86.17501550000088,86.18496600000071,86.18496600000071,0.02192891700178734,88.76123975000155,[np.float64(-0.3675)],[np.float64(-0.26125)],[1],[0],[0],[2.586180582999077],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
32,0,32,[np.float64(0.04)],[np.float64(-0.44)],[1],[0],[0],[2.13907250000193],['target'],32,0,32,0,88.78912020900316,,10,88.77894175000256,88.78912020900316,88.78912020900316,0.017573958000866696,90.91806483400069,[np.float64(0.04)],[np.float64(-0.44)],[1],[0],[0],[2.13907250000193],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
33,0,33,[np.float64(-0.42875)],[np.float64(0.4875)],[1],[0],[0],[4.572568958999909],['target'],33,0,33,0,90.93581800000175,,5,90.92878470900177,90.93581800000175,90.93581800000175,0.010530708997976035,95.50143075000233,[np.float64(-0.42875)],[np.float64(0.4875)],[1],[0],[0],[4.572568958999909],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
34,0,34,[np.float64(0.34375)],[np.float64(-0.1875)],[1],[0],[0],[2.8893187079993368],['target'],34,0,34,0,95.53228295900044,,10,95.5227610840011,95.53228295900044,95.53228295900044,0.021063749998575076,98.4121024590022,[np.float64(0.34375)],[np.float64(-0.1875)],[1],[0],[0],[2.8893187079993368],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
35,0,35,[np.float64(-0.2275)],[np.float64(0.40625)],[1],[0],[0],[4.161493584000709],['target'],35,0,35,0,98.4303585000016,,5,98.42317516700132,98.4303585000016,98.4303585000016,0.010874458002945175,102.58472733400049,[np.float64(-0.2275)],[np.float64(0.40625)],[1],[0],[0],[4.161493584000709],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
36,0,36,[np.float64(0.3325)],[np.float64(-0.26875)],[1],[0],[0],[4.249549209001998],['target'],36,0,36,0,102.60398341700056,,5,102.59677537500102,102.60398341700056,102.60398341700056,0.011909041997569147,106.84640491700338,[np.float64(0.3325)],[np.float64(-0.26875)],[1],[0],[0],[4.249549209001998],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
37,0,37,[np.float64(0.3725)],[np.float64(-0.0825)],[1],[0],[0],[2.7593413750000764],['target'],37,0,37,0,106.87859141700028,,10,106.8686376250007,106.87859141700028,106.87859141700028,0.022029458999895724,109.62802195900076,[np.float64(0.3725)],[np.float64(-0.0825)],[1],[0],[0],[2.7593413750000764],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
38,0,38,[np.float64(0.01875)],[np.float64(0.2775)],[1],[0],[0],[5.354446209003072],['target'],38,0,38,0,109.65591450000284,,10,109.64689312500195,109.65591450000284,109.65591450000284,0.018709083000430837,115.00138741699993,[np.float64(0.01875)],[np.float64(0.2775)],[1],[0],[0],[5.354446209003072],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
39,0,39,[np.float64(0.4575)],[np.float64(0.0025)],[1],[0],[0],[2.02477970900145],['target'],39,0,39,0,115.0303302090033,,10,115.02068058400255,115.0303302090033,115.0303302090033,0.019144917001540307,117.04550050000034,[np.float64(0.4575)],[np.float64(0.0025)],[1],[0],[0],[2.02477970900145],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
40,0,40,[np.float64(-0.33125)],[np.float64(0.2525)],[1],[0],[0],[2.040338042002986],['target'],40,0,40,0,117.06230545900326,,5,117.05581345900282,117.06230545900326,117.06230545900326,0.010167665997869335,119.09621891700226,[np.float64(-0.33125)],[np.float64(0.2525)],[1],[0],[0],[2.040338042002986],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
41,0,41,[np.float64(0.39625)],[np.float64(0.04875)],[1],[0],[0],[2.9348908749998373],['target'],41,0,41,0,119.12632604200189,,10,119.11667262500123,119.12632604200189,119.12632604200189,0.020280124997952953,122.05160504200103,[np.float64(0.39625)],[np.float64(0.04875)],[1],[0],[0],[2.9348908749998373],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
42,0,42,[np.float64(0.49125)],[np.float64(-0.4775)],[1],[0],[0],[2.5142718749993946],['target'],42,0,42,0,122.07998941700134,,10,122.07034054200267,122.07998941700134,122.07998941700134,0.018579834002593998,124.58465054200133,[np.float64(0.49125)],[np.float64(-0.4775)],[1],[0],[0],[2.5142718749993946],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
43,0,43,"[np.float64(-0.43875), np.float64(-0.49875), np.float64(-0.45875)]","[np.float64(0.12875), np.float64(0.0125), np.float64(0.07)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.9749077499982377, 3.7238025830010884, 4.793503958000656]","[None, None, 'target']",43,0,43,0,124.6136370000022,,10,124.60381891700308,124.6136370000022,124.6136370000022,0.019025083998712944,129.39736116700078,"[np.float64(-0.43875), np.float64(-0.49875), np.float64(-0.45875)]","[np.float64(0.12875), np.float64(0.0125), np.float64(0.07)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.9749077499982377, 3.7238025830010884, 4.793503958000656]","[None, None, 'target']",005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
44,0,44,[np.float64(0.41625)],[np.float64(0.38125)],[1],[0],[0],[4.563388791997568],['target'],44,0,44,0,129.4248660000012,,10,129.4150749170003,129.4248660000012,129.4248660000012,0.017531375000544358,133.97851245900165,[np.float64(0.41625)],[np.float64(0.38125)],[1],[0],[0],[4.563388791997568],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
45,0,45,[np.float64(-0.005)],[np.float64(0.03625)],[1],[0],[0],[7.265090625001903],['target'],45,0,45,0,134.00689225000315,,10,133.9970110840004,134.00689225000315,134.00689225000315,0.018316542002139613,141.26216504200056,[np.float64(-0.005)],[np.float64(0.03625)],[1],[0],[0],[7.265090625001903],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
46,0,46,[np.float64(0.315)],[np.float64(-0.21)],[1],[0],[0],[1.7632850000009057],['target'],46,0,46,0,141.2905105000027,,10,141.28096791700227,141.2905105000027,141.2905105000027,0.018597709000459872,143.04428499999995,[np.float64(0.315)],[np.float64(-0.21)],[1],[0],[0],[1.7632850000009057],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
47,0,47,[np.float64(-0.25875)],[np.float64(0.3625)],[1],[0],[0],[1.51177899999675],['target'],47,0,47,0,143.06130174999998,,5,143.05425000000105,143.06130174999998,143.06130174999998,0.009825959001318552,144.5660886250007,[np.float64(-0.25875)],[np.float64(0.3625)],[1],[0],[0],[1.51177899999675],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
48,0,48,[np.float64(0.13125)],[np.float64(0.4925)],[1],[0],[0],[3.491527000001952],['target'],48,0,48,0,144.58431620900228,,5,144.5772665000004,144.58431620900228,144.58431620900228,0.011034916999051347,148.06886820900036,[np.float64(0.13125)],[np.float64(0.4925)],[1],[0],[0],[3.491527000001952],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
49,0,49,[np.float64(0.4575)],[np.float64(-0.2375)],[1],[0],[0],[1.720744874997763],['target'],49,0,49,0,148.1008236250018,,10,148.09111900000062,148.1008236250018,148.1008236250018,0.02206691700121155,149.81191737500194,[np.float64(0.4575)],[np.float64(-0.2375)],[1],[0],[0],[1.720744874997763],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
50,0,50,[np.float64(-0.4475)],[np.float64(0.38625)],[1],[0],[0],[2.0276279159988917],['target'],50,0,50,0,149.830307334003,,5,149.82328012500147,149.830307334003,149.830307334003,0.011192709000169998,151.8509777090003,[np.float64(-0.4475)],[np.float64(0.38625)],[1],[0],[0],[2.0276279159988917],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
51,0,51,[np.float64(-0.37875)],[np.float64(-0.45875)],[1],[0],[0],[3.305235875002836],['target'],51,0,51,0,151.8818814590013,,10,151.87210316700293,151.8818814590013,151.8818814590013,0.020906249999825377,155.17739362500288,[np.float64(-0.37875)],[np.float64(-0.45875)],[1],[0],[0],[3.305235875002836],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
52,0,52,"[np.float64(-0.355), np.float64(-0.3025)]","[np.float64(-0.25), np.float64(-0.25375)]","[1, 1]","[0, 0]","[0, 0]","[1.2581190420023631, 2.0129403749997437]","[None, 'target']",52,0,52,0,155.19430712500252,,5,155.18733862500085,155.19430712500252,155.19430712500252,0.009805124998820247,157.20034204200056,"[np.float64(-0.355), np.float64(-0.3025)]","[np.float64(-0.25), np.float64(-0.25375)]","[1, 1]","[0, 0]","[0, 0]","[1.2581190420023631, 2.0129403749997437]","[None, 'target']",005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
53,0,53,[np.float64(0.1225)],[np.float64(-0.08375)],[1],[0],[0],[1.2471991250022256],['target'],53,0,53,0,157.23029704200235,,10,157.22039541699996,157.23029704200235,157.23029704200235,0.019879874998878222,158.46763645900137,[np.float64(0.1225)],[np.float64(-0.08375)],[1],[0],[0],[1.2471991250022256],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
54,0,54,[np.float64(-0.2175)],[np.float64(0.17)],[1],[0],[0],[2.097660374998668],['target'],54,0,54,0,158.49595645900263,,10,158.48598754200066,158.49595645900263,158.49595645900263,0.018209333000413608,160.5836837090028,[np.float64(-0.2175)],[np.float64(0.17)],[1],[0],[0],[2.097660374998668],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
55,0,55,[np.float64(-0.46875)],[np.float64(0.0475)],[1],[0],[0],[1.575949791000312],['target'],55,0,55,0,160.6112494170011,,10,160.6017179590017,160.6112494170011,160.6112494170011,0.01789795900185709,162.17771558400273,[np.float64(-0.46875)],[np.float64(0.0475)],[1],[0],[0],[1.575949791000312],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
56,0,56,[np.float64(0.11875)],[np.float64(0.0925)],[1],[0],[0],[2.229084291997424],['target'],56,0,56,0,162.19533200000296,,5,162.1882805000023,162.19533200000296,162.19533200000296,0.010398499998700572,164.41741350000302,[np.float64(0.11875)],[np.float64(0.0925)],[1],[0],[0],[2.229084291997424],['target'],005,001,2025-09-30_12h00.34.381,Visual Search,,2025.1.1,None,2025-09-30 12h00.48.558655 +0530,
