reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
37,65,40,10,10,0,l,0.20027508301427588,None,0,10,10,15,23.069427500013262,,23.061905540991575,23.069427500013262,24.052548333012965,24.052548333012965,24.0618850410101,24.263827582995873,l,0.20027508301427588,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
98,220,47,11,11,0,t,0.19345770799554884,None,0,11,11,89,24.279384041030426,,24.270916750014294,24.279384041030426,25.262160249985754,25.262160249985754,25.268207208020613,25.463455000019167,t,0.19345770799554884,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
16,32,6,12,12,0,l,0.5335879999911413,None,0,12,12,48,25.480233250011224,,25.470554624975193,25.480233250011224,26.461955290986225,26.461955290986225,26.477790665987413,27.00214291602606,l,0.5335879999911413,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
27,50,21,13,13,0,t,0.20835604198509827,None,0,13,13,2,27.01761425001314,,27.0091617910075,27.01761425001314,28.002342457999475,28.002342457999475,28.011840749997646,28.214007832983043,t,0.20835604198509827,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
66,90,100,14,14,0,l,0.23332954198122025,None,0,14,14,27,28.22928349999711,,28.220514708023984,28.22928349999711,29.212166832992807,29.212166832992807,29.21856424998259,29.452051665983163,l,0.23332954198122025,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
84,185,40,15,15,0,l,0.4358476659981534,None,0,15,15,82,29.46612204099074,,29.458135541004594,29.46612204099074,30.451767583028413,30.451767583028413,30.461786166008096,30.896502041025087,l,0.4358476659981534,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
12,25,5,16,16,0,l,9.65446654096013,None,0,16,16,7,30.911457457987126,,30.90321783302352,30.911457457987126,31.895229583024047,31.895229583024047,31.901459916029125,41.55264570802683,l,9.65446654096013,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
110,250,53,17,17,0,t,0.10556370799895376,None,0,17,17,95,41.567976040998474,,41.55916491599055,41.567976040998474,42.54415274999337,42.54415274999337,42.56722137500765,42.653246250003576,t,0.10556370799895376,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
20,40,8,18,18,0,t,0.04272479098290205,None,0,18,18,50,42.6688877500128,,42.65976129099727,42.6688877500128,43.65197204099968,43.65197204099968,43.661701207980514,43.69712470797822,t,0.04272479098290205,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
44,88,20,19,19,0,l,0.0034644990228116512,None,0,19,19,62,43.71558650000952,,43.706341541022994,43.71558650000952,44.695339791011065,44.695339791011065,44.717690791003406,44.702999332977924,l,0.0034644990228116512,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
35,60,35,20,20,0,l,0.02711133297998458,None,0,20,20,14,44.717690791003406,,44.70934850000776,44.717690791003406,45.70264429098461,45.70264429098461,45.71132183301961,45.73556412500329,l,0.02711133297998458,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
114,260,55,21,21,0,t,0.06883733300492167,None,0,21,21,97,45.75046604097588,,45.74219995801104,45.75046604097588,46.72792804101482,46.72792804101482,46.74511879100464,46.802976040984504,t,0.06883733300492167,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
86,125,150,22,22,0,l,0.24847283295821398,None,0,22,22,37,46.81764545798069,,46.80919270799495,46.81764545798069,47.80528295802651,47.80528295802651,47.81092283298494,48.06348399998387,l,0.24847283295821398,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
88,195,42,23,23,0,l,0.16540345799876377,None,0,23,23,84,48.079681875009555,,48.07064412499312,48.079681875009555,49.06132520799292,49.06132520799292,49.078212291002274,49.230061915994156,l,0.16540345799876377,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
70,94,110,24,24,0,t,0.17702483298489824,None,0,24,24,29,49.24657808302436,,49.237205957993865,49.24657808302436,50.22850416600704,50.22850416600704,50.24511091597378,50.41385816602269,t,0.17702483298489824,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
80,110,135,25,25,0,t,0.3469570410088636,None,0,25,25,34,50.430056040990166,,50.420925625017844,50.430056040990166,51.411555125028826,51.411555125028826,51.42819112498546,51.76358570798766,t,0.3469570410088636,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
72,155,34,26,26,0,t,0.007910749991424382,None,0,26,26,76,51.78064029099187,,51.77154008299112,51.78064029099187,52.761661165975966,52.761661165975966,52.7785186250112,52.779923582973424,t,0.007910749991424382,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
50,76,65,27,27,0,l,0.3462662909878418,None,0,27,27,20,52.79543041600846,,52.786737916001584,52.79543041600846,53.77838845801307,53.77838845801307,53.785644875024445,54.13011374999769,l,0.3462662909878418,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
118,270,57,28,28,0,t,0.0033157499856315553,None,0,28,28,99,54.14585841598455,,54.13708570797462,54.14585841598455,55.128227124980185,55.128227124980185,55.134073749999516,55.13540912501048,t,0.0033157499856315553,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
48,96,22,29,29,0,l,0.004766832978930324,None,0,29,29,64,55.15045858302619,,55.14239666599315,55.15045858302619,56.13564754102845,56.13564754102845,56.145017082977574,56.14636629098095,l,0.004766832978930324,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
32,64,14,30,30,0,t,0.3002065420150757,None,0,30,30,56,56.16151879099198,,56.153150791011285,56.16151879099198,57.14512854098575,57.14512854098575,57.15144416602561,57.451406833017245,t,0.3002065420150757,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
18,32,9,31,31,0,l,0.12940529099432752,None,0,31,31,8,57.46528266603127,,57.457619499997236,57.46528266603127,58.44506499997806,58.44506499997806,58.46167908300413,58.57956204097718,l,0.12940529099432752,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
74,160,35,32,32,0,l,0.07815320795634761,None,0,32,32,77,58.5959331659833,,58.586372291028965,58.5959331659833,59.5782788330107,59.5782788330107,59.58384124998702,59.66309466602979,l,0.07815320795634761,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
53,78,70,33,33,0,t,0.3197612499934621,None,0,33,33,21,59.682275582978036,,59.67336458299542,59.682275582978036,60.66076125000836,60.66076125000836,60.678100707998965,60.98564558301587,t,0.3197612499934621,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
62,130,29,34,34,0,t,0.06484020798234269,None,0,34,34,71,61.00041704101022,,60.99257733300328,61.00041704101022,61.98556083301082,61.98556083301082,61.994771916011814,62.052663457987364,t,0.06484020798234269,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
45,72,55,35,35,0,l,0.32283095800084993,None,0,35,35,18,62.067239707976114,,62.059248749981634,62.067239707976114,63.05150820798008,63.05150820798008,63.06146916601574,63.380152375029866,l,0.32283095800084993,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
104,235,50,36,36,0,t,0.4022216250305064,None,0,36,36,92,63.39486191602191,,63.38678820797941,63.39486191602191,64.37817141599953,64.37817141599953,64.38747512502596,64.78536783298478,t,0.4022216250305064,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
14,28,5,37,37,0,l,0.13438095804303885,None,0,37,37,47,64.79890029097442,,64.79140212497441,64.79890029097442,65.7849949580268,65.7849949580268,65.794864083,65.93026104097953,l,0.13438095804303885,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
86,190,41,38,38,0,t,0.055151999986264855,None,0,38,38,83,65.94483391602989,,65.93667520798044,65.94483391602989,66.92817391600693,66.92817391600693,66.9341865000315,66.98559108300833,t,0.055151999986264855,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
54,110,25,39,39,0,l,0.14766229200176895,None,0,39,39,67,66.99906529102009,,66.99134216603125,66.99906529102009,67.98490645800484,67.98490645800484,67.99471254099626,68.13459695799975,l,0.14766229200176895,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
47,74,60,40,40,0,t,0.0719611250096932,None,0,40,40,19,68.14953850000165,,68.14199279097375,68.14953850000165,69.12818933301605,69.12818933301605,69.14481966599124,69.20209054101724,t,0.0719611250096932,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
90,135,160,41,41,0,l,0.4708722500363365,None,0,41,41,39,69.21595829102444,,69.20830970798852,69.21595829102444,70.19933558302,70.19933558302,70.2113467080053,70.68002716597402,l,0.4708722500363365,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
106,240,51,42,42,0,t,0.3010170409688726,None,0,42,42,93,70.69526637502713,,70.6869278330123,70.69526637502713,71.67813449999085,71.67813449999085,71.68300416599959,71.98352925002109,t,0.3010170409688726,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
76,100,125,43,43,0,l,0.24092379200737923,None,0,43,43,32,71.99738341599004,,71.98940449999645,71.99738341599004,72.97817241598386,72.97817241598386,72.99479274998885,73.22996775002684,l,0.24092379200737923,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
67,75,119,44,44,0,t,0.11592591600492597,None,0,44,44,5,73.24630004097708,,73.23682662501233,73.24630004097708,74.22810599999502,74.22810599999502,74.24472829099977,74.34603729099035,t,0.11592591600492597,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
34,68,15,45,45,0,l,0.11145416600629687,None,0,45,45,57,74.36274745798437,,74.35389179101912,74.36274745798437,75.34477149997838,75.34477149997838,75.36143841600278,75.4633979999926,l,0.11145416600629687,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
62,86,90,46,46,0,l,0.0354926249710843,None,0,46,46,25,75.4805307079805,,75.47084687498864,75.4805307079805,76.4615767080104,76.4615767080104,76.47797458298737,76.50242520798929,l,0.0354926249710843,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
74,98,120,47,47,0,l,0.08303004101617262,None,0,47,47,31,76.51747299998533,,76.50908804102801,76.51747299998533,77.50192670797696,77.50192670797696,77.5112767079845,77.59594245802145,l,0.08303004101617262,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
92,205,44,48,48,0,l,0.20538633299292997,None,0,48,48,86,77.61183029098902,,77.60257316601928,77.61183029098902,78.59462129097665,78.59462129097665,78.59939979098272,78.80190550000407,l,0.20538633299292997,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
49,60,89,49,49,0,l,0.34217479202197865,None,0,49,49,4,78.81644445797428,,78.80867895798292,78.81644445797428,79.80191149999155,79.80191149999155,79.8111800000188,80.14668504102156,l,0.34217479202197865,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
68,145,32,50,50,0,t,0.804278833034914,None,0,50,50,74,80.1628992910264,,80.15376662497874,80.1628992910264,81.144633583026,81.144633583026,81.16157016600482,81.95212537498446,t,0.804278833034914,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
28,56,12,51,51,0,l,0.798100957996212,None,0,51,51,54,81.96831812500022,,81.95992799999658,81.96831812500022,82.95190024998737,82.95190024998737,82.96125533297891,83.75168954097899,l,0.798100957996212,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
88,130,155,52,52,0,t,0.26435324898920953,None,0,52,52,38,83.76622420799686,,83.75793862499995,83.76622420799686,84.75143362500239,84.75143362500239,84.76121533301193,85.01891008298844,t,0.26435324898920953,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
108,245,52,53,53,0,l,0.14521958294790238,None,0,53,53,94,85.03352674999041,,85.02532591600902,85.03352674999041,86.02095362497494,86.02095362497494,86.02656854101224,86.1685734160128,l,0.14521958294790238,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
70,150,33,54,54,0,l,0.17336199898272753,None,0,54,54,75,86.18309175001923,,86.17499741597567,86.18309175001923,87.16737087501679,87.16737087501679,87.17802933300845,87.34650691598654,l,0.17336199898272753,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
15,35,13,55,55,0,l,0.24200316600035876,None,0,55,55,1,87.36277595802676,,87.35399612499168,87.36277595802676,88.34473620797507,88.34473620797507,88.36116816598224,88.59571966598742,l,0.24200316600035876,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
36,72,16,56,56,0,t,0.08925291703781113,None,0,56,56,58,88.61208729102509,,88.60239091602853,88.61208729102509,89.5945115829818,89.5945115829818,89.60015800001565,89.68555524997646,t,0.08925291703781113,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
30,52,25,57,57,0,l,0.312708624987863,None,0,57,57,12,89.70062150002923,,89.69214275002014,89.70062150002923,90.68508820800344,90.68508820800344,90.69451158301672,91.00186716602184,l,0.312708624987863,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
78,105,130,58,58,0,t,0.09280574996955693,None,0,58,58,33,91.01731820800342,,91.00887737498851,91.01731820800342,92.00180187501246,92.00180187501246,92.01120795798488,92.09636929101544,t,0.09280574996955693,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
20,38,12,59,59,0,l,0.2608878330211155,None,0,59,59,9,92.11301491601625,,92.10381541599054,92.11301491601625,93.0947732499917,93.0947732499917,93.11112162499921,93.36320091597736,l,0.2608878330211155,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
46,92,21,60,60,0,l,0.21124937501735985,None,0,60,60,63,93.37992087501334,,93.37053095799638,93.37992087501334,94.36137420800515,94.36137420800515,94.37793800001964,94.57905574998586,l,0.21124937501735985,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
102,230,49,61,61,0,t,0.4259015829884447,None,0,61,61,91,94.59496620798018,,94.58551733300555,94.59496620798018,95.59468279097928,95.59468279097928,95.59468279097928,96.0294207080151,t,0.4259015829884447,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
39,68,45,62,62,0,t,0.27988187497248873,None,0,62,62,16,96.04472870798782,,96.0361313750036,96.04472870798782,97.02780887502013,97.02780887502013,97.03296095802216,97.31316670798697,t,0.27988187497248873,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
52,105,24,63,63,0,t,0.18321199901401997,None,0,63,63,66,97.32901820802363,,97.32029741600854,97.32901820802363,98.31124879099661,98.31124879099661,98.32784704101505,98.49667508300627,t,0.18321199901401997,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
11,30,7,64,64,0,l,0.48884095798712224,None,0,64,64,0,98.51210383302532,,98.50351116602542,98.51210383302532,99.49474350002129,99.49474350002129,99.50120504101506,99.98503295797855,l,0.48884095798712224,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
96,215,46,65,65,0,l,0.2833088749903254,None,0,65,65,88,99.99939650000306,,99.99146704102168,99.99939650000306,100.98409066599561,100.98409066599561,100.99458995799068,101.27763095800765,l,0.2833088749903254,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
33,55,30,66,66,0,l,0.0954162499983795,None,0,66,66,13,101.2941777909873,,101.28565070801415,101.2941777909873,102.26798516599229,102.26798516599229,102.2832328749937,102.36906370799989,l,0.0954162499983795,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
64,135,30,67,67,0,t,0.026853042014408857,None,0,67,67,72,102.38302200002363,,102.37499079102417,102.38302200002363,103.36663583299378,103.36663583299378,103.37771383300424,103.39645416598069,t,0.026853042014408857,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
42,70,50,68,68,0,t,0.25089324900181964,None,0,68,68,17,103.41364187502768,,103.4035650829901,103.41364187502768,104.39444283302873,104.39444283302873,104.41104516602354,104.65101908298675,t,0.25089324900181964,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
60,84,85,69,69,0,l,0.13069949898635969,None,0,69,69,24,104.66562658298062,,104.65734033298213,104.66562658298062,105.65171000000555,105.65171000000555,105.66107754100813,105.78421600000001,l,0.13069949898635969,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
40,55,62,70,70,0,l,0.20350241695996374,None,0,70,70,3,105.7997507500113,,105.79107058298541,105.7997507500113,106.77788775000954,106.77788775000954,106.79342954099411,106.98426774999825,l,0.20350241695996374,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
112,255,54,71,71,0,t,0.31879904097877443,None,0,71,71,96,106.99915724998573,,106.99074450001353,106.99915724998573,107.97777845797827,107.97777845797827,108.00002095801756,108.30182062502718,t,0.31879904097877443,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
92,140,165,72,72,0,l,0.24162479100050405,None,0,72,72,40,108.31673858303111,,108.30819666601019,108.31673858303111,109.30172291601775,109.30172291601775,109.31102091597859,109.54634316597367,l,0.24162479100050405,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
30,60,13,73,73,0,t,0.294913791003637,None,0,73,73,55,109.56398362497566,,109.55463508301182,109.56398362497566,110.54442079097498,110.54442079097498,110.56101462501101,110.84590041602496,t,0.294913791003637,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
55,80,75,74,74,0,t,0.21960858296370134,None,0,74,74,22,110.86246899998514,,110.85260720801307,110.86246899998514,111.84470545797376,111.84470545797376,111.8612130000256,112.06899358303053,t,0.21960858296370134,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
100,160,185,75,75,0,l,0.342413623991888,None,0,75,75,44,112.08420154103078,,112.07583379099378,112.08420154103078,113.0768694159924,113.0768694159924,113.0768694159924,113.42916941602016,l,0.342413623991888,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
90,200,43,76,76,0,l,0.09620558301685378,None,0,76,76,85,113.4423233330017,,113.43497845798265,113.4423233330017,114.42793945799349,114.42793945799349,114.43452887499006,114.52948374999687,l,0.09620558301685378,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
80,175,38,77,77,0,l,0.07156654098071158,None,0,77,77,80,114.54449462500634,,114.53572191600688,114.54449462500634,115.52766366599826,115.52766366599826,115.53276000003098,115.60079520801082,l,0.07156654098071158,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
42,84,19,78,78,0,t,0.23851912503596395,None,0,78,78,61,115.61565541598247,,115.60754887497751,115.61565541598247,116.5946250410052,116.5946250410052,116.61106254102197,116.83515916601755,t,0.23851912503596395,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
82,180,39,79,79,0,t,0.24603554100031033,None,0,79,79,81,116.84994087502128,,116.84215162502369,116.84994087502128,117.83510299999034,117.83510299999034,117.84442949999357,118.08555620798143,t,0.24603554100031033,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
58,82,80,80,80,0,l,0.19415345799643546,None,0,80,80,23,118.10102020797785,,118.09190695802681,118.10102020797785,119.08701062499313,119.08701062499313,119.09287491597934,119.28514854097739,l,0.19415345799643546,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
38,76,17,81,81,0,l,0.2547692909720354,None,0,81,81,59,119.30019587499555,,119.2918514580233,119.30019587499555,120.28332816599868,120.28332816599868,120.29446112498408,120.54569524998078,l,0.2547692909720354,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
18,36,7,82,82,0,l,0.4387294580228627,None,0,82,82,49,120.56248224998126,,120.55299687501974,120.56248224998126,121.54427574999863,121.54427574999863,121.56102804100374,121.98556304100202,l,0.4387294580228627,None,660298,001,2025-10-30_10h13.15.564,Delay Discounting,,2025.1.1,None,2025-10-30 10h14.09.757108 +0530,
