reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
76,100,125,0,0,0,l,3.4283934999839403,None,0,0,0,32,0.08265445899451151,,0.07450212497496977,0.08265445899451151,0.9967741669970565,0.9967741669970565,1.0784972919500433,4.7116521669668145,l,3.4283934999839403,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
28,56,12,1,1,0,t,2.3526835829834454,None,0,1,1,54,4.741961041989271,,4.715465208981186,4.741961041989271,5.702409124991391,5.702409124991391,5.73402899998473,8.062965583987534,t,2.3526835829834454,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
66,90,100,2,2,0,l,7.47903020796366,None,0,2,2,27,8.079288249951787,,8.071613666950725,8.079288249951787,9.061749208951369,9.061749208951369,9.066696458961815,16.54756274999818,l,7.47903020796366,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
76,165,36,3,3,0,l,3.8699463329976425,None,0,3,3,78,16.5683651669533,,16.558614958950784,16.5683651669533,17.54502608400071,17.54502608400071,17.561654624994844,21.419590041972697,l,3.8699463329976425,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
90,135,160,4,4,0,l,9.234472498996183,None,0,4,4,39,21.445274583995342,,21.426104458980262,21.445274583995342,22.418904166959692,22.418904166959692,22.434503374970518,31.663643624982797,l,9.234472498996183,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
14,28,5,5,5,0,l,1.7134707910008729,None,0,5,5,47,31.683000041986816,,31.674510541954078,31.683000041986816,32.66176662495127,32.66176662495127,32.678145916957874,34.37957920896588,l,1.7134707910008729,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
42,70,50,6,6,0,t,3.2262317489949055,None,0,6,6,17,34.39588487497531,,34.387131791969296,34.39588487497531,35.378296458977275,35.378296458977275,35.38444695895305,38.61289124999894,t,3.2262317489949055,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
42,84,19,7,7,0,l,1.7128071249462664,None,0,7,7,61,38.62820287497016,,38.6196890839492,38.62820287497016,39.61153541697422,39.61153541697422,39.61721158400178,41.330196624970995,l,1.7128071249462664,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
25,45,16,8,8,0,l,5.684000040986575,None,0,8,8,10,41.34630804200424,,41.3374090839643,41.34630804200424,42.32840387499891,42.32840387499891,42.34470891696401,48.01899999997113,l,5.684000040986575,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
82,115,140,9,9,0,t,8.887357666972093,None,0,9,9,35,48.03445766697405,,48.02530699997442,48.03445766697405,49.01838129200041,49.01838129200041,49.02846820896957,57.912774458993226,t,8.887357666972093,None,644064,001,2025-10-31_16h04.51.388,Delay Discounting,,2025.1.1,None,2025-10-31 16h04.56.973765 +0530,
