image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,stim_image.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.008860665955580771,0.024660166003741324,0.024660166003741324,8.175300166010857,space,7.941258415929042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Sidewalk 2.jpg,old,0,0,0,[np.float64(-0.25418410041841005)],[np.float64(-0.27719665271966526)],[1],[0],[0],[2.8224821670446545],['remember_box'],0,0,0,20,8.217208040994592,,,,,,,,,8.204917041002773,8.217208040994592,9.169618290965445,9.214021833031438,12.180979458033107,12.180979458033107,12.180979458033107,12.180979458033107,12.180979458033107,12.180979458033107,12.180979458033107,12.180979458033107,4.005826625041664,15.003854666021653,Remembered,3,[np.float64(-0.25418410041841005)],[np.float64(-0.27719665271966526)],[1],[0],[0],[2.8224821670446545],['remember_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
War 6.jpg,old,1,1,0,[np.float64(-0.32217573221757323)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.6295494169462472],['remember_box'],0,1,1,1,15.337399250012822,,,,,,,,,15.333446457982063,15.337399250012822,16.31552649999503,16.330033499980345,19.316875290940516,19.316875290940516,19.316875290940516,19.316875290940516,19.316875290940516,19.316875290940516,19.316875290940516,19.316875290940516,4.005819790996611,19.960815415950492,Remembered,3,[np.float64(-0.32217573221757323)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.6295494169462472],['remember_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Cold 6,new,2,2,0,[np.float64(-0.03347280334728033)],[np.float64(-0.3043933054393305)],[1],[0],[0],[1.3169247499899939],['familiar_box'],0,2,2,52,20.276691582985222,,,,,,,,,20.272835750016384,20.276691582985222,21.26557483302895,21.274989624973387,24.257324708043598,24.257324708043598,24.257324708043598,24.257324708043598,24.257324708043598,24.257324708043598,24.257324708043598,24.257324708043598,4.008070332929492,25.590957707958296,Familiar,2,[np.float64(-0.03347280334728033)],[np.float64(-0.3043933054393305)],[1],[0],[0],[1.3169247499899939],['familiar_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Child labor 2.jpg,old,3,3,0,[np.float64(0.3368200836820084)],[np.float64(-0.3190376569037657)],[1],[0],[0],[1.0424290830269456],['forgotten_box'],0,3,3,5,25.905943457968533,,,,,,,,,25.90193191601429,25.905943457968533,26.891764707979746,26.897826291038655,29.879149707965553,29.891846708022058,29.891846708022058,29.891846708022058,29.891846708022058,29.891846708022058,29.891846708022058,29.891846708022058,4.0055509159574285,30.943486333009787,Forgotten,1,[np.float64(0.3368200836820084)],[np.float64(-0.3190376569037657)],[1],[0],[0],[1.0424290830269456],['forgotten_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Lion 1.jpg,new,4,4,0,[np.float64(-0.06694560669456066)],[np.float64(-0.2688284518828452)],[1],[0],[0],[2.3744154170854017],['familiar_box'],0,4,4,65,31.259186333045363,,,,,,,,,31.255145165952854,31.259186333045363,32.24861108302139,32.24861108302139,35.25148541596718,35.25148541596718,35.25148541596718,35.25148541596718,35.25148541596718,35.25148541596718,35.25148541596718,35.25148541596718,4.003361041890457,37.626376915955916,Familiar,2,[np.float64(-0.06694560669456066)],[np.float64(-0.2688284518828452)],[1],[0],[0],[2.3744154170854017],['familiar_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Rafting 6.jpg,old,5,5,0,[np.float64(-0.29916317991631797)],[np.float64(-0.29602510460251047)],[1],[0],[0],[0.8061573338927701],['remember_box'],0,5,5,9,37.94405995798297,,,,,,,,,37.94007287500426,37.94405995798297,38.92489658296108,38.9415153330192,41.912414749967866,41.93632704101037,41.93632704101037,41.93632704101037,41.93632704101037,41.93632704101037,41.93632704101037,41.93632704101037,4.0055802499409765,42.742963665979914,Remembered,3,[np.float64(-0.29916317991631797)],[np.float64(-0.29602510460251047)],[1],[0],[0],[0.8061573338927701],['remember_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Bark 6.jpg,old,6,6,0,[np.float64(0.3200836820083682)],[np.float64(-0.2824267782426778)],[1],[0],[0],[0.8461796250194311],['forgotten_box'],0,6,6,18,43.05928279098589,,,,,,,,,43.055322582949884,43.05928279098589,44.04152700002305,44.058125374955125,47.02912916603964,47.05270050000399,47.05270050000399,47.05270050000399,47.05270050000399,47.05270050000399,47.05270050000399,47.05270050000399,4.005281624966301,47.89933441602625,Forgotten,1,[np.float64(0.3200836820083682)],[np.float64(-0.2824267782426778)],[1],[0],[0],[0.8461796250194311],['forgotten_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Spider 2.jpg,old,7,7,0,[np.float64(-0.2395397489539749)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.6850367090664804],['remember_box'],0,7,7,29,48.21937408298254,,,,,,,,,48.21534308302216,48.21937408298254,49.19858774996828,49.21371204103343,52.201629291055724,52.201629291055724,52.201629291055724,52.201629291055724,52.201629291055724,52.201629291055724,52.201629291055724,52.201629291055724,4.0163294590311125,52.90977720799856,Remembered,3,[np.float64(-0.2395397489539749)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.6850367090664804],['remember_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Dog 24.jpg,old,8,8,0,[np.float64(-0.24372384937238495)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.5679452089825645],['remember_box'],0,8,8,24,53.22584658302367,,,,,,,,,53.221871832967736,53.22584658302367,54.208055582945235,54.224628582946025,57.196889291051775,57.206584666040726,57.206584666040726,57.206584666040726,57.206584666040726,57.206584666040726,57.206584666040726,57.206584666040726,3.999410124961287,57.78199074999429,Remembered,3,[np.float64(-0.24372384937238495)],[np.float64(-0.303347280334728)],[1],[0],[0],[0.5679452089825645],['remember_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Exercise 3.jpg,old,9,9,0,[np.float64(0.27405857740585776)],[np.float64(-0.29602510460251047)],[1],[0],[0],[1.1647886659484357],['forgotten_box'],0,9,9,7,58.10321987501811,,,,,,,,,58.099118749960326,58.10321987501811,59.0807606249582,59.097373666008934,62.08475341601297,62.08475341601297,62.08475341601297,62.08475341601297,62.08475341601297,62.08475341601297,62.08475341601297,62.08475341601297,4.002357290941291,63.25864791602362,Forgotten,1,[np.float64(0.27405857740585776)],[np.float64(-0.29602510460251047)],[1],[0],[0],[1.1647886659484357],['forgotten_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
Timber 2.jpg,new,10,10,0,[np.float64(0.3378661087866109)],[np.float64(-0.3002092050209205)],[1],[0],[0],[0.65172458300367],['forgotten_box'],0,10,10,57,63.575240749982186,,,,,,,,,63.57114620797802,63.575240749982186,64.55789058294613,64.56447579094674,67.54667691595387,67.55633116594981,67.55633116594981,67.55633116594981,67.55633116594981,67.55633116594981,67.55633116594981,67.55633116594981,4.00049637502525,68.2155741249444,Forgotten,1,[np.float64(0.3378661087866109)],[np.float64(-0.3002092050209205)],[1],[0],[0],[0.65172458300367],['forgotten_box'],,,,,smit,002,2025-11-16_18h08.13.633,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 18h08.23.472932 +0530,
