thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
12,0,12,[np.float64(0.10875)],[np.float64(-0.0125)],[1],[0],[0],[1.9140343750004831],['target'],12,0,12,0,19.30323108399898,,10,19.29479845899914,19.30323108399898,19.30323108399898,0.019052792002185015,21.20887745899745,[np.float64(0.10875)],[np.float64(-0.0125)],[1],[0],[0],[1.9140343750004831],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
13,0,13,[np.float64(0.11375)],[np.float64(-0.4175)],[1],[0],[0],[1.5544144580017019],['target'],13,0,13,0,21.235058458998537,,10,21.22726062500078,21.235058458998537,21.235058458998537,0.018220708003354957,22.781718791997264,[np.float64(0.11375)],[np.float64(-0.4175)],[1],[0],[0],[1.5544144580017019],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
14,0,14,[np.float64(-0.46375)],[np.float64(-0.2575)],[1],[0],[0],[1.640757332999783],['target'],14,0,14,0,22.810054124998715,,10,22.801468375000695,22.810054124998715,22.810054124998715,0.01959191700007068,24.442267083999468,[np.float64(-0.46375)],[np.float64(-0.2575)],[1],[0],[0],[1.640757332999783],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
15,0,15,[np.float64(0.36)],[np.float64(-0.335)],[1],[0],[0],[1.3112011250013893],['target'],15,0,15,0,24.459502249999787,,5,24.45295216699742,24.459502249999787,24.459502249999787,0.010517999999137828,25.76421287499761,[np.float64(0.36)],[np.float64(-0.335)],[1],[0],[0],[1.3112011250013893],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
16,0,16,[np.float64(0.135)],[np.float64(-0.0525)],[1],[0],[0],[0.9231690839988005],['target'],16,0,16,0,25.793732750000345,,10,25.78504391699971,25.793732750000345,25.793732750000345,0.02066808300151024,26.708255583998834,[np.float64(0.135)],[np.float64(-0.0525)],[1],[0],[0],[0.9231690839988005],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
17,0,17,[np.float64(0.45)],[np.float64(0.49)],[1],[0],[0],[2.036369208002725],['target'],17,0,17,0,26.736106333999487,,10,26.727809874999366,26.736106333999487,26.736106333999487,0.01939262499945471,28.764226333998522,[np.float64(0.45)],[np.float64(0.49)],[1],[0],[0],[2.036369208002725],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
18,0,18,[np.float64(0.4675)],[np.float64(0.03125)],[1],[0],[0],[1.1589653750015714],['target'],18,0,18,0,28.79105379199973,,10,28.78313312499813,28.79105379199973,28.79105379199973,0.018740791001619073,29.942152416999306,[np.float64(0.4675)],[np.float64(0.03125)],[1],[0],[0],[1.1589653750015714],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
19,0,19,[np.float64(-0.22125)],[np.float64(-0.23125)],[1],[0],[0],[1.515682041997934],['target'],19,0,19,0,29.967744624998886,,10,29.960150625000097,29.967744624998886,29.967744624998886,0.01784416699956637,31.47587245899922,[np.float64(-0.22125)],[np.float64(-0.23125)],[1],[0],[0],[1.515682041997934],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
20,0,20,[np.float64(0.12625)],[np.float64(0.30125)],[1],[0],[0],[1.0570648749999236],['target'],20,0,20,0,31.492399916998693,,5,31.485756250000122,31.492399916998693,31.492399916998693,0.009751041998242727,32.54288729199834,[np.float64(0.12625)],[np.float64(0.30125)],[1],[0],[0],[1.0570648749999236],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
21,0,21,[np.float64(-0.07125)],[np.float64(-0.225)],[1],[0],[0],[1.6994666249993315],['target'],21,0,21,0,32.57371662500009,,10,32.56465679199755,32.57371662500009,32.57371662500009,0.021595374997559702,34.26416162500027,[np.float64(-0.07125)],[np.float64(-0.225)],[1],[0],[0],[1.6994666249993315],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
22,0,22,[np.float64(-0.14875)],[np.float64(-0.4075)],[1],[0],[0],[2.0330007920019852],['target'],22,0,22,0,34.289762166998116,,10,34.28197912500036,34.289762166998116,34.289762166998116,0.017674750000878703,36.315044916998886,[np.float64(-0.14875)],[np.float64(-0.4075)],[1],[0],[0],[2.0330007920019852],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
23,0,23,[np.float64(0.215)],[np.float64(0.35875)],[1],[0],[0],[1.347915042002569],['target'],23,0,23,0,36.334088874999,,5,36.32722762499907,36.334088874999,36.334088874999,0.011920084001758369,37.67520358399997,[np.float64(0.215)],[np.float64(0.35875)],[1],[0],[0],[1.347915042002569],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
24,0,24,[np.float64(0.025)],[np.float64(0.15125)],[1],[0],[0],[1.2156569590006256],['target'],24,0,24,0,37.70761087500068,,10,37.69822395899973,37.70761087500068,37.70761087500068,0.022857332998682978,38.913920125000004,[np.float64(0.025)],[np.float64(0.15125)],[1],[0],[0],[1.2156569590006256],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
25,0,25,[np.float64(0.30875)],[np.float64(-0.115)],[1],[0],[0],[1.0594812919989636],['target'],25,0,25,0,38.94114579199959,,10,38.9331537500002,38.94114579199959,38.94114579199959,0.01907233300153166,39.99267154200061,[np.float64(0.30875)],[np.float64(-0.115)],[1],[0],[0],[1.0594812919989636],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
26,0,26,[np.float64(0.30875)],[np.float64(-0.09875)],[1],[0],[0],[0.7246024999985821],['target'],26,0,26,0,40.00893533400085,,5,40.002718416999414,40.00893533400085,40.00893533400085,0.00991000000067288,40.72743074999744,[np.float64(0.30875)],[np.float64(-0.09875)],[1],[0],[0],[0.7246024999985821],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
27,0,27,[np.float64(0.0625)],[np.float64(-0.3425)],[1],[0],[0],[1.141539999996894],['target'],27,0,27,0,40.75984441699984,,10,40.750429916999565,40.75984441699984,40.75984441699984,0.022749333002138883,41.89200999999957,[np.float64(0.0625)],[np.float64(-0.3425)],[1],[0],[0],[1.141539999996894],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
28,0,28,[np.float64(0.00625)],[np.float64(-0.275)],[1],[0],[0],[0.9292860420027864],['target'],28,0,28,0,41.92007195900078,,10,41.91207866699915,41.92007195900078,41.92007195900078,0.019876207999914186,42.841421208999236,[np.float64(0.00625)],[np.float64(-0.275)],[1],[0],[0],[0.9292860420027864],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
29,0,29,[np.float64(0.4075)],[np.float64(-0.27375)],[1],[0],[0],[1.4787062909999804],['target'],29,0,29,0,42.85924508400058,,5,42.85257095899942,42.85924508400058,42.85924508400058,0.0109930409998924,44.33133220899981,[np.float64(0.4075)],[np.float64(-0.27375)],[1],[0],[0],[1.4787062909999804],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
30,0,30,[np.float64(-0.40875)],[np.float64(0.09875)],[1],[0],[0],[1.4474553749969346],['target'],30,0,30,0,44.35219312499976,,5,44.345092958999885,44.35219312499976,44.35219312499976,0.013600332997157238,45.79261454199877,[np.float64(-0.40875)],[np.float64(0.09875)],[1],[0],[0],[1.4474553749969346],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
31,0,31,[np.float64(0.4)],[np.float64(-0.23375)],[1],[0],[0],[1.409266167000169],['target'],31,0,31,0,45.812481000000844,,5,45.805186624998896,45.812481000000844,45.812481000000844,0.012403042001096765,47.21451358400009,[np.float64(0.4)],[np.float64(-0.23375)],[1],[0],[0],[1.409266167000169],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
32,0,32,[np.float64(-0.06875)],[np.float64(-0.00625)],[1],[0],[0],[0.8448048749996815],['target'],32,0,32,0,47.245155417000205,,10,47.23589154199726,47.245155417000205,47.245155417000205,0.021212999999988824,48.0807429589986,[np.float64(-0.06875)],[np.float64(-0.00625)],[1],[0],[0],[0.8448048749996815],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
33,0,33,[np.float64(0.23875)],[np.float64(0.105)],[1],[0],[0],[0.8505402080008935],['target'],33,0,33,0,48.09908666699994,,5,48.09232495899778,48.09908666699994,48.09908666699994,0.011410999999498017,48.94292979199963,[np.float64(0.23875)],[np.float64(0.105)],[1],[0],[0],[0.8505402080008935],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
34,0,34,[np.float64(0.3225)],[np.float64(-0.0075)],[1],[0],[0],[1.0620961660024477],['target'],34,0,34,0,48.97202908399777,,10,48.96332512499794,48.97202908399777,48.97202908399777,0.02021699999750126,50.02546645899929,[np.float64(0.3225)],[np.float64(-0.0075)],[1],[0],[0],[1.0620961660024477],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
35,0,35,[np.float64(0.41875)],[np.float64(0.39)],[1],[0],[0],[1.4316498750013125],['target'],35,0,35,0,50.05130412499784,,10,50.04364858400004,50.05130412499784,50.05130412499784,0.018001584001467563,51.475340249999135,[np.float64(0.41875)],[np.float64(0.39)],[1],[0],[0],[1.4316498750013125],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
36,0,36,[np.float64(-0.1425)],[np.float64(-0.37375)],[1],[0],[0],[2.404509790998418],['target'],36,0,36,0,51.50048658399828,,10,51.49288004199843,51.50048658399828,51.50048658399828,0.017365207997499965,53.897440083997935,[np.float64(-0.1425)],[np.float64(-0.37375)],[1],[0],[0],[2.404509790998418],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
37,0,37,[np.float64(0.42)],[np.float64(0.255)],[1],[0],[0],[1.492201874996681],['target'],37,0,37,0,53.92359587499959,,10,53.91573854200033,53.92359587499959,53.92359587499959,0.018130791002477054,55.40800316699824,[np.float64(0.42)],[np.float64(0.255)],[1],[0],[0],[1.492201874996681],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
38,0,38,"[np.float64(-0.3725), np.float64(-0.3475)]","[np.float64(0.1575), np.float64(0.16)]","[1, 1]","[0, 0]","[0, 0]","[1.19082808299936, 1.773242792001838]","[None, 'target']",38,0,38,0,55.42531004199918,,5,55.41858987500018,55.42531004199918,55.42531004199918,0.010398957998404512,57.191892499999085,"[np.float64(-0.3725), np.float64(-0.3475)]","[np.float64(0.1575), np.float64(0.16)]","[1, 1]","[0, 0]","[0, 0]","[1.19082808299936, 1.773242792001838]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
39,0,39,[np.float64(-0.0875)],[np.float64(0.21)],[1],[0],[0],[0.903037874999427],['target'],39,0,39,0,57.212442042000475,,5,57.20511241699933,57.212442042000475,57.212442042000475,0.013024374999076826,58.10821049999868,[np.float64(-0.0875)],[np.float64(0.21)],[1],[0],[0],[0.903037874999427],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
40,0,40,[np.float64(-0.14875)],[np.float64(-0.28125)],[1],[0],[0],[1.4832878329980304],['target'],40,0,40,0,58.139942249999876,,10,58.130688708999514,58.139942249999876,58.139942249999876,0.022316624999803025,59.61402054199789,[np.float64(-0.14875)],[np.float64(-0.28125)],[1],[0],[0],[1.4832878329980304],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
41,0,41,[np.float64(-0.14625)],[np.float64(-0.19125)],[1],[0],[0],[0.8565921659974265],['target'],41,0,41,0,59.630941874998825,,5,59.62429779199738,59.630941874998825,59.630941874998825,0.010118875001353445,60.480949083997984,[np.float64(-0.14625)],[np.float64(-0.19125)],[1],[0],[0],[0.8565921659974265],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
42,0,42,"[np.float64(-0.22), np.float64(-0.22875)]","[np.float64(0.36375), np.float64(0.32875)]","[1, 1]","[0, 0]","[0, 0]","[1.5095532920022379, 1.9882482920002076]","[None, 'target']",42,0,42,0,60.512082749999536,,10,60.502766875000816,60.512082749999536,60.512082749999536,0.021658749999915017,62.491058416999294,"[np.float64(-0.22), np.float64(-0.22875)]","[np.float64(0.36375), np.float64(0.32875)]","[1, 1]","[0, 0]","[0, 0]","[1.5095532920022379, 1.9882482920002076]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
43,0,43,[np.float64(0.4025)],[np.float64(-0.21375)],[1],[0],[0],[1.9482074999978067],['target'],43,0,43,0,62.51870924999821,,10,62.51067145900015,62.51870924999821,62.51870924999821,0.019421875000261934,64.45892641699902,[np.float64(0.4025)],[np.float64(-0.21375)],[1],[0],[0],[1.9482074999978067],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
44,0,44,[np.float64(-0.1)],[np.float64(0.0875)],[1],[0],[0],[1.254884250000032],['target'],44,0,44,0,64.47765799999979,,5,64.47081524999885,64.47765799999979,64.47765799999979,0.011717458997736685,65.72576249999838,[np.float64(-0.1)],[np.float64(0.0875)],[1],[0],[0],[1.254884250000032],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
45,0,45,[np.float64(-0.28)],[np.float64(-0.16625)],[1],[0],[0],[1.6278028329979861],['target'],45,0,45,0,65.75721574999989,,10,65.74768320899966,65.75721574999989,65.75721574999989,0.021746750000602333,67.37552983400019,[np.float64(-0.28)],[np.float64(-0.16625)],[1],[0],[0],[1.6278028329979861],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
46,0,46,[np.float64(0.0425)],[np.float64(-0.17125)],[1],[0],[0],[0.862721583001985],['target'],46,0,46,0,67.39265291699849,,5,67.3858286249997,67.39265291699849,67.39265291699849,0.010130540998943616,68.24861095899905,[np.float64(0.0425)],[np.float64(-0.17125)],[1],[0],[0],[0.862721583001985],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
47,0,47,[np.float64(-0.08625)],[np.float64(-0.4225)],[1],[0],[0],[1.5603299169997626],['target'],47,0,47,0,68.27969145899988,,10,68.27035412499754,68.27969145899988,68.27969145899988,0.02158116599821369,69.83073170900025,[np.float64(-0.08625)],[np.float64(-0.4225)],[1],[0],[0],[1.5603299169997626],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
48,0,48,"[np.float64(-0.12875), np.float64(-0.19875), np.float64(-0.1775)]","[np.float64(-0.1125), np.float64(-0.08125), np.float64(-0.08)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6228959170002781, 2.1509545000008075, 2.7341527919998043]","[None, None, 'target']",48,0,48,0,69.84776216699902,,5,69.8410162500004,69.84776216699902,69.84776216699902,0.01012112500029616,72.57524783400004,"[np.float64(-0.12875), np.float64(-0.19875), np.float64(-0.1775)]","[np.float64(-0.1125), np.float64(-0.08125), np.float64(-0.08)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6228959170002781, 2.1509545000008075, 2.7341527919998043]","[None, None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
49,0,49,[np.float64(0.16625)],[np.float64(0.31)],[1],[0],[0],[1.2269689999993716],['target'],49,0,49,0,72.60669591699843,,10,72.59744850000061,72.60669591699843,72.60669591699843,0.021980333000101382,73.82448424999893,[np.float64(0.16625)],[np.float64(0.31)],[1],[0],[0],[1.2269689999993716],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
50,0,50,[np.float64(-0.28875)],[np.float64(0.4025)],[1],[0],[0],[0.9782941250014119],['target'],50,0,50,0,73.84228475000054,,5,73.83539433400074,73.84228475000054,73.84228475000054,0.01073424999776762,74.81373945899759,[np.float64(-0.28875)],[np.float64(0.4025)],[1],[0],[0],[0.9782941250014119],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
51,0,51,[np.float64(0.31375)],[np.float64(0.39875)],[1],[0],[0],[1.2751950830024725],['target'],51,0,51,0,74.84192833400084,,10,74.83324566699957,74.84192833400084,74.84192833400084,0.01937458400061587,76.10848599999736,[np.float64(0.31375)],[np.float64(0.39875)],[1],[0],[0],[1.2751950830024725],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
52,0,52,[np.float64(0.32125)],[np.float64(0.1025)],[1],[0],[0],[0.8370258329996432],['target'],52,0,52,0,76.13478112499797,,10,76.12707187499836,76.13478112499797,76.13478112499797,0.018414792000839952,76.96414745899892,[np.float64(0.32125)],[np.float64(0.1025)],[1],[0],[0],[0.8370258329996432],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
53,0,53,[np.float64(0.4325)],[np.float64(0.09625)],[1],[0],[0],[1.2085520830005407],['target'],53,0,53,0,76.99171858399859,,10,76.98355337499743,76.99171858399859,76.99171858399859,0.01924420899740653,78.1921509169988,[np.float64(0.4325)],[np.float64(0.09625)],[1],[0],[0],[1.2085520830005407],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
54,0,54,"[np.float64(-0.075), np.float64(-0.415)]","[np.float64(-0.48875), np.float64(-0.1725)]","[1, 1]","[0, 0]","[0, 0]","[2.24724525000056, 3.197639040998183]","[None, 'target']",54,0,54,0,78.21838362500057,,10,78.21058433399958,78.21838362500057,78.21838362500057,0.018272082998009864,81.40827224999884,"[np.float64(-0.075), np.float64(-0.415)]","[np.float64(-0.48875), np.float64(-0.1725)]","[1, 1]","[0, 0]","[0, 0]","[2.24724525000056, 3.197639040998183]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
55,0,55,[np.float64(-0.38875)],[np.float64(0.2225)],[1],[0],[0],[1.1840544999977283],['target'],55,0,55,0,81.48480824999933,,5,81.47994791699966,81.48480824999933,81.48480824999933,0.07145579099960742,82.66406362499765,[np.float64(-0.38875)],[np.float64(0.2225)],[1],[0],[0],[1.1840544999977283],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
56,0,56,[np.float64(0.10375)],[np.float64(-0.31875)],[1],[0],[0],[1.137359042000753],['target'],56,0,56,0,82.68325641699994,,5,82.6759147499979,82.68325641699994,82.68325641699994,0.011689167000440648,83.81331512500037,[np.float64(0.10375)],[np.float64(-0.31875)],[1],[0],[0],[1.137359042000753],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
57,0,57,[np.float64(0.0725)],[np.float64(0.47875)],[1],[0],[0],[3.3819896250024613],['target'],57,0,57,0,83.84013641699858,,10,83.83214487499936,83.84013641699858,83.84013641699858,0.01869983299911837,87.21417445900079,[np.float64(0.0725)],[np.float64(0.47875)],[1],[0],[0],[3.3819896250024613],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
58,0,58,[np.float64(0.31125)],[np.float64(-0.35625)],[1],[0],[0],[1.472722333001002],['target'],58,0,58,0,87.23111462499946,,5,87.22422558399921,87.23111462499946,87.23111462499946,0.0099114170006942,88.69701404199805,[np.float64(0.31125)],[np.float64(-0.35625)],[1],[0],[0],[1.472722333001002],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
