thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
59,0,59,[np.float64(0.5175)],[np.float64(0.3675)],[1],[0],[0],[1.0546045000010054],['target'],59,0,59,0,88.71591554199767,,5,88.70875408400025,88.71591554199767,88.71591554199767,0.011577459001273382,89.76340570899993,[np.float64(0.5175)],[np.float64(0.3675)],[1],[0],[0],[1.0546045000010054],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
60,0,60,[np.float64(0.20125)],[np.float64(-0.47875)],[1],[0],[0],[1.3166020829994523],['target'],60,0,60,0,89.7816614589974,,5,89.77472804200079,89.7816614589974,89.7816614589974,0.011195332997885998,91.09138849999727,[np.float64(0.20125)],[np.float64(-0.47875)],[1],[0],[0],[1.3166020829994523],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
61,0,61,[np.float64(-0.10625)],[np.float64(-0.2825)],[1],[0],[0],[1.1095120830032101],['target'],61,0,61,0,91.11100462499962,,5,91.10357062500043,91.11100462499962,91.11100462499962,0.012000167000223882,92.21312895899973,[np.float64(-0.10625)],[np.float64(-0.2825)],[1],[0],[0],[1.1095120830032101],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
62,0,62,[np.float64(0.1375)],[np.float64(0.46875)],[1],[0],[0],[1.4807125840015942],['target'],62,0,62,0,92.24161570899741,,10,92.23322779199952,92.24161570899741,92.24161570899741,0.019969749999290798,93.71397283400074,[np.float64(0.1375)],[np.float64(0.46875)],[1],[0],[0],[1.4807125840015942],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
63,0,63,"[np.float64(0.33125), np.float64(0.39125)]","[np.float64(-0.4225), np.float64(-0.43125)]","[1, 1]","[0, 0]","[0, 0]","[1.6433794580007088, 1.9930052080017049]","[None, 'target']",63,0,63,0,93.740188208998,,10,93.7318675839997,93.740188208998,93.740188208998,0.017761084000085248,95.72491637499843,"[np.float64(0.33125), np.float64(0.39125)]","[np.float64(-0.4225), np.float64(-0.43125)]","[1, 1]","[0, 0]","[0, 0]","[1.6433794580007088, 1.9930052080017049]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
64,0,64,[np.float64(0.41125)],[np.float64(-0.19875)],[1],[0],[0],[1.2057316249993164],['target'],64,0,64,0,95.74244587499925,,5,95.73554833399976,95.74244587499925,95.74244587499925,0.010422125000332016,96.94133591699938,[np.float64(0.41125)],[np.float64(-0.19875)],[1],[0],[0],[1.2057316249993164],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
65,0,65,[np.float64(0.24)],[np.float64(0.46)],[1],[0],[0],[1.647124041999632],['target'],65,0,65,0,96.97015637499862,,10,96.96124095900086,96.97015637499862,96.97015637499862,0.019744166998862056,98.6084091249977,[np.float64(0.24)],[np.float64(0.46)],[1],[0],[0],[1.647124041999632],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
66,0,66,[np.float64(-0.47)],[np.float64(-0.13625)],[1],[0],[0],[1.172732333001477],['target'],66,0,66,0,98.62557266699878,,5,98.61863879199882,98.62557266699878,98.62557266699878,0.010071958000480663,99.79144833399914,[np.float64(-0.47)],[np.float64(-0.13625)],[1],[0],[0],[1.172732333001477],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
67,0,67,[np.float64(0.18)],[np.float64(-0.3875)],[1],[0],[0],[1.1942313330000616],['target'],67,0,67,0,99.81088716699742,,5,99.80354362499929,99.81088716699742,99.81088716699742,0.011934833000850631,100.99783254199792,[np.float64(0.18)],[np.float64(-0.3875)],[1],[0],[0],[1.1942313330000616],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
68,0,68,"[np.float64(-0.31), np.float64(-0.35)]","[np.float64(0.08375), np.float64(0.1025)]","[1, 1]","[0, 0]","[0, 0]","[1.87332541700016, 2.4230933750004624]","[None, 'target']",68,0,68,0,101.02663641699837,,10,101.01826179199998,101.02663641699837,101.02663641699837,0.020273416997952154,103.44139937499858,"[np.float64(-0.31), np.float64(-0.35)]","[np.float64(0.08375), np.float64(0.1025)]","[1, 1]","[0, 0]","[0, 0]","[1.87332541700016, 2.4230933750004624]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
69,0,69,[np.float64(0.43625)],[np.float64(0.3175)],[1],[0],[0],[1.061001457997918],['target'],69,0,69,0,103.45929841699763,,5,103.45234250000067,103.45929841699763,103.45929841699763,0.010763750000478467,104.5133898339991,[np.float64(0.43625)],[np.float64(0.3175)],[1],[0],[0],[1.061001457997918],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
70,0,70,[np.float64(-0.315)],[np.float64(0.45125)],[1],[0],[0],[1.625241375000769],['target'],70,0,70,0,104.54158320900024,,10,104.53275270899758,104.54158320900024,104.54158320900024,0.01923387500210083,106.15803075000076,[np.float64(-0.315)],[np.float64(0.45125)],[1],[0],[0],[1.625241375000769],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
71,0,71,[np.float64(-0.29625)],[np.float64(0.11)],[1],[0],[0],[1.3415367089983192],['target'],71,0,71,0,106.17430341699946,,5,106.16754533399944,106.17430341699946,106.17430341699946,0.00936320899927523,107.5091405839994,[np.float64(-0.29625)],[np.float64(0.11)],[1],[0],[0],[1.3415367089983192],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
72,0,72,[np.float64(-0.07375)],[np.float64(0.395)],[1],[0],[0],[1.161496624998108],['target'],72,0,72,0,107.53940908399818,,10,107.53029908399913,107.53940908399818,107.53940908399818,0.02099037500011036,108.69183287499982,[np.float64(-0.07375)],[np.float64(0.395)],[1],[0],[0],[1.161496624998108],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
73,0,73,[np.float64(-0.29125)],[np.float64(0.07375)],[1],[0],[0],[1.3455704590014648],['target'],73,0,73,0,108.70852087499952,,5,108.70166845899803,108.70852087499952,108.70852087499952,0.00970466700164252,110.0472852089988,[np.float64(-0.29125)],[np.float64(0.07375)],[1],[0],[0],[1.3455704590014648],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
74,0,74,[np.float64(-0.435)],[np.float64(0.4575)],[1],[0],[0],[3.5676582910018624],['target'],74,0,74,0,110.06542633400022,,5,110.05837574999896,110.06542633400022,110.06542633400022,0.010965124998620013,113.62610462500015,[np.float64(-0.435)],[np.float64(0.4575)],[1],[0],[0],[3.5676582910018624],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
75,0,75,[np.float64(0.12)],[np.float64(-0.47375)],[1],[0],[0],[1.6428832499987038],['target'],75,0,75,0,113.64493345899973,,5,113.63768100000016,113.64493345899973,113.64493345899973,0.011395375000574859,115.28062804199726,[np.float64(0.12)],[np.float64(-0.47375)],[1],[0],[0],[1.6428832499987038],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
76,0,76,[np.float64(-0.38)],[np.float64(0.33875)],[1],[0],[0],[1.8567460830017808],['target'],76,0,76,0,115.31017033399985,,10,115.30174379199889,115.31017033399985,115.31017033399985,0.020927457997458987,117.15852283399727,[np.float64(-0.38)],[np.float64(0.33875)],[1],[0],[0],[1.8567460830017808],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
77,0,77,[np.float64(-0.0425)],[np.float64(0.3825)],[1],[0],[0],[0.9662908329992206],['target'],77,0,77,0,117.18364654199831,,10,117.17592574999799,117.18364654199831,117.18364654199831,0.017267540999455377,118.14226724999753,[np.float64(-0.0425)],[np.float64(0.3825)],[1],[0],[0],[0.9662908329992206],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
78,0,78,[np.float64(0.31875)],[np.float64(0.39375)],[1],[0],[0],[1.2779588749981485],['target'],78,0,78,0,118.15944966700044,,5,118.15262629199788,118.15944966700044,118.15944966700044,0.010184457998548169,119.43063183399863,[np.float64(0.31875)],[np.float64(0.39375)],[1],[0],[0],[1.2779588749981485],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
79,0,79,[np.float64(-0.2125)],[np.float64(0.46375)],[1],[0],[0],[1.2748951670000679],['target'],79,0,79,0,119.45826062500055,,10,119.45010195899886,119.45826062500055,119.45826062500055,0.01934337499915273,120.72503850000066,[np.float64(-0.2125)],[np.float64(0.46375)],[1],[0],[0],[1.2748951670000679],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
80,0,80,[np.float64(-0.5)],[np.float64(-0.1275)],[1],[0],[0],[1.2202392910003255],['target'],80,0,80,0,120.75203129199872,,10,120.74404845900062,120.75203129199872,120.75203129199872,0.018846167000447167,121.96433799999795,[np.float64(-0.5)],[np.float64(-0.1275)],[1],[0],[0],[1.2202392910003255],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
81,0,81,[np.float64(0.20875)],[np.float64(-0.0875)],[1],[0],[0],[1.4320512080012122],['target'],81,0,81,0,121.99019962499733,,10,121.98235849999764,121.99019962499733,121.99019962499733,0.017848583000159124,123.4144519170004,[np.float64(0.20875)],[np.float64(-0.0875)],[1],[0],[0],[1.4320512080012122],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
82,0,82,[np.float64(-0.42625)],[np.float64(0.48375)],[1],[0],[0],[5.064957999999024],['target'],82,0,82,0,123.44015099999888,,10,123.4321991249999,123.44015099999888,123.44015099999888,0.017599249997147126,128.49720433399852,[np.float64(-0.42625)],[np.float64(0.48375)],[1],[0],[0],[5.064957999999024],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
83,0,83,[np.float64(-0.22)],[np.float64(0.02625)],[1],[0],[0],[1.5229549579999002],['target'],83,0,83,0,128.51404845899742,,5,128.50715554199996,128.51404845899742,128.51404845899742,0.009794582998438273,130.03016249999928,[np.float64(-0.22)],[np.float64(0.02625)],[1],[0],[0],[1.5229549579999002],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
84,0,84,[np.float64(-0.0075)],[np.float64(0.45625)],[1],[0],[0],[1.238828958998056],['target'],84,0,84,0,130.0486404589974,,5,130.04154858399852,130.0486404589974,130.0486404589974,0.011254166998696746,131.28043979200083,[np.float64(-0.0075)],[np.float64(0.45625)],[1],[0],[0],[1.238828958998056],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
85,0,85,[np.float64(0.305)],[np.float64(-0.16625)],[1],[0],[0],[1.25581058300304],['target'],85,0,85,0,131.31041879199984,,10,131.30148341699896,131.31041879199984,131.31041879199984,0.020881458000076236,132.5573387919976,[np.float64(0.305)],[np.float64(-0.16625)],[1],[0],[0],[1.25581058300304],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
86,0,86,"[np.float64(-0.11375), np.float64(-0.15625)]","[np.float64(0.01125), np.float64(0.01625)]","[1, 1]","[0, 0]","[0, 0]","[1.20463270899927, 1.5983083339997393]","[None, 'target']",86,0,86,0,132.58342329199877,,10,132.5755704589974,132.58342329199877,132.58342329199877,0.018074957999488106,134.1739247919977,"[np.float64(-0.11375), np.float64(-0.15625)]","[np.float64(0.01125), np.float64(0.01625)]","[1, 1]","[0, 0]","[0, 0]","[1.20463270899927, 1.5983083339997393]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
87,0,87,[np.float64(-0.03375)],[np.float64(-0.2325)],[1],[0],[0],[1.2079674579981656],['target'],87,0,87,0,134.1915735420007,,5,134.18465337499947,134.1915735420007,134.1915735420007,0.010545665998506593,135.3926900419974,[np.float64(-0.03375)],[np.float64(-0.2325)],[1],[0],[0],[1.2079674579981656],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
88,0,88,[np.float64(0.29875)],[np.float64(-0.18875)],[1],[0],[0],[1.3679124160007632],['target'],88,0,88,0,135.42127183399862,,10,135.41230958400047,135.42127183399862,135.42127183399862,0.019473167001706315,136.7802559169977,[np.float64(0.29875)],[np.float64(-0.18875)],[1],[0],[0],[1.3679124160007632],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
89,0,89,[np.float64(0.14625)],[np.float64(-0.0775)],[1],[0],[0],[0.9516310830003931],['target'],89,0,89,0,136.79714554199745,,5,136.79039037499751,136.79714554199745,136.79714554199745,0.009974500000680564,137.7420834589975,[np.float64(0.14625)],[np.float64(-0.0775)],[1],[0],[0],[0.9516310830003931],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
90,0,90,[np.float64(0.46125)],[np.float64(-0.24125)],[1],[0],[0],[2.367829292001261],['target'],90,0,90,0,137.7721457919979,,10,137.762759792,137.7721457919979,137.7721457919979,0.020501208997302456,140.13062549999813,[np.float64(0.46125)],[np.float64(-0.24125)],[1],[0],[0],[2.367829292001261],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
91,0,91,"[np.float64(0.3475), np.float64(0.3875)]","[np.float64(0.17), np.float64(0.17375)]","[1, 1]","[0, 0]","[0, 0]","[1.0846213750010065, 1.6227454580002814]","[None, 'target']",91,0,91,0,140.14758629199787,,5,140.14063812499808,140.14758629199787,140.14758629199787,0.009878708002361236,141.76341879199754,"[np.float64(0.3475), np.float64(0.3875)]","[np.float64(0.17), np.float64(0.17375)]","[1, 1]","[0, 0]","[0, 0]","[1.0846213750010065, 1.6227454580002814]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
92,0,92,[np.float64(-0.0525)],[np.float64(0.16125)],[1],[0],[0],[0.8327367909987515],['target'],92,0,92,0,141.78320741700009,,5,141.7758555420005,141.78320741700009,141.78320741700009,0.012285000000701984,142.60866424999767,[np.float64(-0.0525)],[np.float64(0.16125)],[1],[0],[0],[0.8327367909987515],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
93,0,93,[np.float64(0.43125)],[np.float64(-0.18375)],[1],[0],[0],[1.2715150420008285],['target'],93,0,93,0,142.62795941699733,,5,142.6205081249973,142.62795941699733,142.62795941699733,0.011670542000501882,143.89208587499888,[np.float64(0.43125)],[np.float64(-0.18375)],[1],[0],[0],[1.2715150420008285],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
94,0,94,[np.float64(0.005)],[np.float64(0.0075)],[1],[0],[0],[1.5790333340009965],['target'],94,0,94,0,143.92111937499794,,10,143.91237287499825,143.92111937499794,143.92111937499794,0.020123999998759245,145.49144737499955,[np.float64(0.005)],[np.float64(0.0075)],[1],[0],[0],[1.5790333340009965],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
95,0,95,[np.float64(-0.42375)],[np.float64(0.1475)],[1],[0],[0],[1.0902352499979315],['target'],95,0,95,0,145.50858866699855,,5,145.50169045899747,145.50858866699855,145.50858866699855,0.010087208000186365,146.59197824999865,[np.float64(-0.42375)],[np.float64(0.1475)],[1],[0],[0],[1.0902352499979315],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
96,0,96,[np.float64(-0.28625)],[np.float64(0.495)],[1],[0],[0],[2.4717514170006325],['target'],96,0,96,0,146.61070633399868,,5,146.60349437499826,146.61070633399868,146.61070633399868,0.011388959002943011,149.07531091700002,[np.float64(-0.28625)],[np.float64(0.495)],[1],[0],[0],[2.4717514170006325],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
97,0,97,[np.float64(0.34375)],[np.float64(-0.39)],[1],[0],[0],[1.69994833400051],['target'],97,0,97,0,149.10619637499985,,10,149.0968026249975,149.10619637499985,149.10619637499985,0.02131454099799157,150.79678941699967,[np.float64(0.34375)],[np.float64(-0.39)],[1],[0],[0],[1.69994833400051],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
98,0,98,[np.float64(-0.46625)],[np.float64(0.11875)],[1],[0],[0],[1.577338499999314],['target'],98,0,98,0,150.82193099999859,,10,150.8144089999987,150.82193099999859,150.82193099999859,0.01748145799865597,152.3918020839992,[np.float64(-0.46625)],[np.float64(0.11875)],[1],[0],[0],[1.577338499999314],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
99,0,99,[np.float64(-0.08375)],[np.float64(-0.04)],[1],[0],[0],[1.5534039580015815],['target'],99,0,99,0,152.41816245899827,,10,152.41003133399863,152.41816245899827,152.41816245899827,0.018052792001981288,153.96348358400064,[np.float64(-0.08375)],[np.float64(-0.04)],[1],[0],[0],[1.5534039580015815],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
100,0,100,"[np.float64(0.21875), np.float64(0.27375)]","[np.float64(0.14), np.float64(0.1575)]","[1, 1]","[0, 0]","[0, 0]","[1.0564001659986388, 1.4677623329989729]","[None, 'target']",100,0,100,0,153.98035850000088,,5,153.97379937499863,153.98035850000088,153.98035850000088,0.01014887500059558,155.44163487499827,"[np.float64(0.21875), np.float64(0.27375)]","[np.float64(0.14), np.float64(0.1575)]","[1, 1]","[0, 0]","[0, 0]","[1.0564001659986388, 1.4677623329989729]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
101,0,101,[np.float64(-0.45875)],[np.float64(0.23875)],[1],[0],[0],[1.06031116700251],['target'],101,0,101,0,155.46035454199955,,5,155.45316545899914,155.46035454199955,155.46035454199955,0.011325167000904912,156.51353129199924,[np.float64(-0.45875)],[np.float64(0.23875)],[1],[0],[0],[1.06031116700251],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
102,0,102,[np.float64(-0.07625)],[np.float64(0.3875)],[1],[0],[0],[1.6289875000002212],['target'],102,0,102,0,156.54315733399926,,10,156.5341834589999,156.54315733399926,156.54315733399926,0.020497125002293615,158.16321954199884,[np.float64(-0.07625)],[np.float64(0.3875)],[1],[0],[0],[1.6289875000002212],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
103,0,103,[np.float64(0.275)],[np.float64(0.44125)],[1],[0],[0],[1.0608025000001362],['target'],103,0,103,0,158.18884120899747,,10,158.1807869999975,158.18884120899747,158.18884120899747,0.017414999998436542,159.24162770899784,[np.float64(0.275)],[np.float64(0.44125)],[1],[0],[0],[1.0608025000001362],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
104,0,104,[np.float64(0.48375)],[np.float64(-0.255)],[1],[0],[0],[1.4447133330031647],['target'],104,0,104,0,159.25892645899876,,5,159.25213616700057,159.25892645899876,159.25892645899876,0.010375041001680074,160.69691262500055,[np.float64(0.48375)],[np.float64(-0.255)],[1],[0],[0],[1.4447133330031647],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
105,0,105,[np.float64(0.28375)],[np.float64(-0.1)],[1],[0],[0],[0.8040937080004369],['target'],105,0,105,0,160.71679487499932,,5,160.70934154199858,160.71679487499932,160.71679487499932,0.012262041000212776,161.51349029199991,[np.float64(0.28375)],[np.float64(-0.1)],[1],[0],[0],[0.8040937080004369],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
106,0,106,[np.float64(-0.13875)],[np.float64(-0.15375)],[1],[0],[0],[1.0888872089999495],['target'],106,0,106,0,161.532195374999,,5,161.52488529199763,161.532195374999,161.532195374999,0.011242499997024424,162.61382045899882,[np.float64(-0.13875)],[np.float64(-0.15375)],[1],[0],[0],[1.0888872089999495],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
107,0,107,[np.float64(-0.2225)],[np.float64(0.11875)],[1],[0],[0],[1.0873868749986286],['target'],107,0,107,0,162.63239108400012,,5,162.6252605419977,162.63239108400012,162.63239108400012,0.011304667001240887,163.71269024999856,[np.float64(-0.2225)],[np.float64(0.11875)],[1],[0],[0],[1.0873868749986286],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
108,0,108,[np.float64(-0.27125)],[np.float64(0.13625)],[1],[0],[0],[0.8344656669978576],['target'],108,0,108,0,163.7305897499973,,5,163.72360141699755,163.7305897499973,163.7305897499973,0.010777250001410721,164.5581128749982,[np.float64(-0.27125)],[np.float64(0.13625)],[1],[0],[0],[0.8344656669978576],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
109,0,109,"[np.float64(0.06625), np.float64(0.22375)]","[np.float64(0.465), np.float64(-0.175)]","[1, 1]","[0, 0]","[0, 0]","[1.6147321249991364, 2.7521622909989674]","[None, 'target']",109,0,109,0,164.58579791699958,,10,164.57707116699748,164.58579791699958,164.58579791699958,0.018815666997397784,167.329265417,"[np.float64(0.06625), np.float64(0.22375)]","[np.float64(0.465), np.float64(-0.175)]","[1, 1]","[0, 0]","[0, 0]","[1.6147321249991364, 2.7521622909989674]","[None, 'target']",002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
110,0,110,[np.float64(-0.44)],[np.float64(-0.04625)],[1],[0],[0],[1.5340381669993803],['target'],110,0,110,0,167.35426358399855,,10,167.34649737499785,167.35426358399855,167.35426358399855,0.01707650000025751,168.88059562499984,[np.float64(-0.44)],[np.float64(-0.04625)],[1],[0],[0],[1.5340381669993803],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
111,0,111,[np.float64(-0.46125)],[np.float64(-0.0575)],[1],[0],[0],[1.092395708001277],['target'],111,0,111,0,168.9068562499997,,10,168.89917133400013,168.9068562499997,168.9068562499997,0.018386167001153808,169.99163666700042,[np.float64(-0.46125)],[np.float64(-0.0575)],[1],[0],[0],[1.092395708001277],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
112,0,112,[np.float64(0.41875)],[np.float64(-0.305)],[1],[0],[0],[1.748439082999539],['target'],112,0,112,0,170.01706162499977,,10,170.00943837500017,170.01706162499977,170.01706162499977,0.017641958998865448,171.75792695899872,[np.float64(0.41875)],[np.float64(-0.305)],[1],[0],[0],[1.748439082999539],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
113,0,113,[np.float64(-0.18125)],[np.float64(0.32)],[1],[0],[0],[1.203534291998949],['target'],113,0,113,0,171.78501220899852,,10,171.776605791998,171.78501220899852,171.78501220899852,0.01851912499842001,172.98018004199912,[np.float64(-0.18125)],[np.float64(0.32)],[1],[0],[0],[1.203534291998949],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
114,0,114,[np.float64(-0.36625)],[np.float64(0.20125)],[1],[0],[0],[1.2825069169994094],['target'],114,0,114,0,173.00542733399925,,10,172.99784358399847,173.00542733399925,173.00542733399925,0.017529374999867287,174.28040008400058,[np.float64(-0.36625)],[np.float64(0.20125)],[1],[0],[0],[1.2825069169994094],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
115,0,115,[np.float64(0.1)],[np.float64(-0.14125)],[1],[0],[0],[1.1154757919975964],['target'],115,0,115,0,174.30586133399993,,10,174.29785958399953,174.30586133399993,174.30586133399993,0.017329709000478033,175.41338608399747,[np.float64(0.1)],[np.float64(-0.14125)],[1],[0],[0],[1.1154757919975964],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
116,0,116,[np.float64(0.03375)],[np.float64(-0.2075)],[1],[0],[0],[0.8518827499974577],['target'],116,0,116,0,175.4304000839984,,5,175.42352670900073,175.4304000839984,175.4304000839984,0.010006625001551583,176.27546987499954,[np.float64(0.03375)],[np.float64(-0.2075)],[1],[0],[0],[0.8518827499974577],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
117,0,117,[np.float64(0.34375)],[np.float64(-0.075)],[1],[0],[0],[2.3950229170004604],['target'],117,0,117,0,176.30419783400066,,10,176.29536449999796,176.30419783400066,176.30419783400066,0.019731374999537366,178.690406624999,[np.float64(0.34375)],[np.float64(-0.075)],[1],[0],[0],[2.3950229170004604],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
118,0,118,[np.float64(-0.005)],[np.float64(-0.35375)],[1],[0],[0],[3.9989930410010857],['target'],118,0,118,0,178.71666374999768,,10,178.70888116700007,178.71666374999768,178.71666374999768,0.018312790998606943,182.70792333399731,[np.float64(-0.005)],[np.float64(-0.35375)],[1],[0],[0],[3.9989930410010857],['target'],002,001,2025-09-30_09h51.57.252,Visual Search,,2025.1.1,None,2025-09-30 09h52.05.190379 +0530,
