pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.0235279170010472,None,0,0,0,0,,,,,0.02301466699282173,,0.016842583994730376,0.02301466699282173,0.9991326669987757,0.9991326669987757,0.9991326669987757,0.9991326669987757,1.0200928339909296,1.990617834002478,1.990617834002478,3.2041574169998057,x,1,1.0235279170010472,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
150,v,1,1,0,v,1,0.5586932080041151,None,0,1,1,1,,,,,3.211145833993214,,3.2044179999938933,3.211145833993214,4.199605792004149,4.199605792004149,4.199605792004149,4.199605792004149,4.204210541996872,5.199554624996381,5.199554624996381,5.767801541995141,v,1,0.5586932080041151,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
50,c,2,2,0,c,1,0.7797212080040481,None,0,2,2,2,,,,,5.777536708992557,,5.768643041999894,5.777536708992557,6.766289541992592,6.766289541992592,6.766289541992592,6.766289541992592,6.7711132090043975,7.766335624997737,7.766335624997737,8.551037625002209,c,1,0.7797212080040481,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
-150,z,3,3,0,z,1,0.6724389999872074,None,0,3,3,3,,,,,8.555854416990769,,8.55183554199175,8.555854416990769,9.549622042002738,9.549622042002738,9.549622042002738,9.549622042002738,9.554512417002115,10.549518959000125,10.549518959000125,11.234503500003484,z,1,0.6724389999872074,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
-50,x,4,0,1,x,1,0.6261141669965582,None,1,0,4,0,,,,,11.243621417001123,,11.235372291994281,11.243621417001123,12.232773458992597,12.232773458992597,12.232773458992597,12.232773458992597,12.237219709000783,13.232858709001448,13.232858709001448,13.867315041992697,x,1,0.6261141669965582,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
150,v,5,1,1,v,1,0.5449426249979297,None,1,1,5,1,,,,,13.875793500003056,,13.867935000002035,13.875793500003056,14.866005292002228,14.866005292002228,14.866005292002228,14.866005292002228,14.870085083995946,15.866080167004839,15.866080167004839,16.417583874994307,v,1,0.5449426249979297,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
50,c,6,2,1,c,1,0.5216242919996148,None,1,2,6,2,,,,,16.426484208990587,,16.418344584002625,16.426484208990587,17.41608708399872,17.41608708399872,17.41608708399872,17.41608708399872,17.420316834002733,18.41618808399653,18.41618808399653,18.950755333993584,c,1,0.5216242919996148,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
-150,z,7,3,1,z,1,0.5484074160049204,None,1,3,7,3,,,,,18.959594959000242,,18.951353583994205,18.959594959000242,19.949464083998464,19.949464083998464,19.949464083998464,19.949464083998464,19.954016083996976,20.949357167002745,20.949357167002745,21.5006814590015,z,1,0.5484074160049204,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
-50,x,8,0,2,x,1,0.5453039170097327,None,2,0,8,0,,,,,21.505844583996804,,21.501622916999622,21.505844583996804,22.4993457919918,22.4993457919918,22.4993457919918,22.4993457919918,22.503730416996405,23.499485749998712,23.499485749998712,24.050714625002,x,1,0.5453039170097327,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
150,v,9,1,2,v,1,0.4341187919926597,None,2,1,9,1,,,,,24.059813749991008,,24.051532500001485,24.059813749991008,25.04944083400187,25.04944083400187,25.04944083400187,25.04944083400187,25.054276541995932,26.04950383400137,26.04950383400137,26.489373333999538,v,1,0.4341187919926597,None,,,,,05,001,2025-10-03_09h33.40.480,Motor Sequential Learning,,2025.1.1,None,2025-10-03 09h33.50.581054 +0530,
