image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,stim_image.stopped,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Severed finger 1.jpg,old,26,26,0,[np.float64(-0.2813807531380753)],[np.float64(-0.28451882845188287)],[1],[0],[0],[1.8270056250039488],['remember_box'],0,26,26,2,189.3428292919416,,,,,,,,,189.338568208972,189.3428292919416,190.32918333401904,190.3397580839228,193.33148620894644,193.33148620894644,193.33148620894644,193.33148620894644,193.33148620894644,193.33148620894644,193.33148620894644,193.32320704194717,4.000821458990686,195.15898270893376,Remembered,3,[np.float64(-0.2813807531380753)],[np.float64(-0.28451882845188287)],[1],[0],[0],[1.8270056250039488],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Prison 2.jpg,new,27,27,0,[np.float64(0.5282426778242678)],[np.float64(-0.29916317991631797)],[1],[0],[0],[1.676238666055724],['forgotten_box'],0,27,27,56,195.47402533399872,,,,,,,,,195.46963283396326,195.47402533399872,196.463617124944,196.463617124944,199.46496566699352,199.46496566699352,199.46496566699352,199.46496566699352,199.46496566699352,199.46496566699352,199.46496566699352,199.46496566699352,4.0012097919825464,201.141731416923,Forgotten,1,[np.float64(0.5282426778242678)],[np.float64(-0.29916317991631797)],[1],[0],[0],[1.676238666055724],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Feces 2.jpg,old,28,28,0,"[np.float64(0.051255230125523014), np.float64(0.3179916317991632)]","[np.float64(-0.18619246861924685), np.float64(-0.28870292887029286)]","[1, 1]","[0, 0]","[0, 0]","[0.03257650008890778, 1.7422619580756873]","[None, 'forgotten_box']",0,28,28,12,201.45998333394527,,,,,,,,,201.4558969999198,201.45998333394527,202.4460764590185,202.45645845902618,205.44804708403535,205.44804708403535,205.44804708403535,205.44804708403535,205.44804708403535,205.44804708403535,205.44804708403535,205.44804708403535,4.001366666983813,207.1907585839508,none,0,"[np.float64(0.051255230125523014), np.float64(0.3179916317991632)]","[np.float64(-0.18619246861924685), np.float64(-0.28870292887029286)]","[1, 1]","[0, 0]","[0, 0]","[0.03257650008890778, 1.7422619580756873]","[None, 'forgotten_box']",,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Cat 12.jpg,old,29,29,0,[np.float64(-0.3127615062761506)],[np.float64(-0.2834728033472803)],[1],[0],[0],[1.595500124967657],['remember_box'],0,29,29,35,207.5070040000137,,,,,,,,,207.50304070895072,207.5070040000137,208.49650691694114,208.49650691694114,211.4881542919902,211.4881542919902,211.4881542919902,211.4881542919902,211.4881542919902,211.4881542919902,211.4881542919902,211.4957563339267,4.0007889160187915,213.09160645899829,Remembered,3,[np.float64(-0.3127615062761506)],[np.float64(-0.2834728033472803)],[1],[0],[0],[1.595500124967657],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Car crash 2.jpg,old,30,30,0,"[np.float64(-0.2625523012552301), np.float64(-0.2907949790794979)]","[np.float64(-0.24267782426778242), np.float64(-0.3127615062761506)]","[1, 1]","[0, 0]","[0, 0]","[1.098613999900408, 2.3421950419433415]","[None, 'remember_box']",0,30,30,39,213.41051650000736,,,,,,,,,213.40590799995698,213.41051650000736,214.39542791701388,214.40608862496447,217.39841533394065,217.39841533394065,217.39841533394065,217.39841533394065,217.39841533394065,217.39841533394065,217.39841533394065,217.38930874993093,4.002310625044629,219.7409864589572,none,0,"[np.float64(-0.2625523012552301), np.float64(-0.2907949790794979)]","[np.float64(-0.24267782426778242), np.float64(-0.3127615062761506)]","[1, 1]","[0, 0]","[0, 0]","[1.098613999900408, 2.3421950419433415]","[None, 'remember_box']",,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Thunderstorm 10.jpg,new,31,31,0,[np.float64(-0.3713389121338912)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.8680452089756727],['remember_box'],0,31,31,69,220.0566469170153,,,,,,,,,220.05252241692506,220.0566469170153,221.04552558402065,221.04552558402065,224.0477937499527,224.0477937499527,224.0477937499527,224.0477937499527,224.0477937499527,224.0477937499527,224.0477937499527,224.0477937499527,4.002517457935028,224.91623483400326,Remembered,3,[np.float64(-0.3713389121338912)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.8680452089756727],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Dead bodies 1.jpg,old,32,32,0,[np.float64(-0.303347280334728)],[np.float64(-0.2792887029288703)],[1],[0],[0],[1.1142586669884622],['remember_box'],0,32,32,0,225.2343665419612,,,,,,,,,225.23025174997747,225.2343665419612,226.2127217919333,226.22747212497052,229.21624879201408,229.21624879201408,229.21624879201408,229.21624879201408,229.21624879201408,229.21624879201408,229.21624879201408,229.20596241694875,4.002982166945003,230.33901883393992,Remembered,3,[np.float64(-0.303347280334728)],[np.float64(-0.2792887029288703)],[1],[0],[0],[1.1142586669884622],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Snow 3.jpg,old,33,33,0,"[np.float64(-0.09728033472803348), np.float64(-0.09623430962343096)]","[np.float64(-0.11715481171548117), np.float64(-0.28451882845188287)]","[1, 1]","[0, 0]","[0, 0]","[0.02838433301076293, 2.625180874951184]","[None, 'familiar_box']",0,33,33,43,230.6553977089934,,,,,,,,,230.65123741701245,230.6553977089934,231.63924320891965,231.64549341693055,234.63939091702923,234.63939091702923,234.63939091702923,234.63939091702923,234.63939091702923,234.63939091702923,234.63939091702923,234.62647270900197,4.003393332939595,237.27229195903055,none,0,"[np.float64(-0.09728033472803348), np.float64(-0.09623430962343096)]","[np.float64(-0.11715481171548117), np.float64(-0.28451882845188287)]","[1, 1]","[0, 0]","[0, 0]","[0.02838433301076293, 2.625180874951184]","[None, 'familiar_box']",,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Child labor 2.jpg,old,34,34,0,[np.float64(-0.29811715481171547)],[np.float64(-0.28870292887029286)],[1],[0],[0],[1.5022553340531886],['remember_box'],0,34,34,5,237.58870520896744,,,,,,,,,237.58458758401684,237.58870520896744,238.5726104999194,238.57710300001781,241.57208324992098,241.57208324992098,241.57208324992098,241.57208324992098,241.57208324992098,241.57208324992098,241.57208324992098,241.5615069590276,4.0029317090520635,243.0813889169367,Remembered,3,[np.float64(-0.29811715481171547)],[np.float64(-0.28870292887029286)],[1],[0],[0],[1.5022553340531886],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Garbage dump 2.jpg,new,35,35,0,[np.float64(-0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[1.648015708080493],['remember_box'],0,35,35,66,243.40179587493185,,,,,,,,,243.397656874964,243.40179587493185,244.37969837500714,244.39366208401043,247.3812835420249,247.3812835420249,247.3812835420249,247.3812835420249,247.3812835420249,247.3812835420249,247.3812835420249,247.3812835420249,4.004711624933407,249.0425769999856,Remembered,3,[np.float64(-0.3002092050209205)],[np.float64(-0.301255230125523)],[1],[0],[0],[1.648015708080493],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Shark 8.jpg,old,36,36,0,[np.float64(-0.3158995815899582)],[np.float64(-0.3043933054393305)],[1],[0],[0],[1.0466848330106586],['remember_box'],0,36,36,30,249.36066645896062,,,,,,,,,249.3564319999423,249.36066645896062,250.34649675001856,250.35602958395611,253.34877375001088,253.34877375001088,253.34877375001088,253.34877375001088,253.34877375001088,253.34877375001088,253.34877375001088,253.34877375001088,4.000867416965775,254.39587620901875,Remembered,3,[np.float64(-0.3158995815899582)],[np.float64(-0.3043933054393305)],[1],[0],[0],[1.0466848330106586],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Cockroach 1.jpg,old,37,37,0,[np.float64(-0.32426778242677823)],[np.float64(-0.33472803347280333)],[1],[0],[0],[1.5960476249456406],['remember_box'],0,37,37,25,254.71793208399322,,,,,,,,,254.71385091694538,254.71793208399322,255.6962776669534,255.70910500001628,258.6968000419438,258.6968000419438,258.6968000419438,258.6968000419438,258.6968000419438,258.6968000419438,258.6968000419438,258.68906533392146,4.005555540905334,260.30795762501657,Remembered,3,[np.float64(-0.32426778242677823)],[np.float64(-0.33472803347280333)],[1],[0],[0],[1.5960476249456406],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Dog 24.jpg,old,38,38,0,[np.float64(-0.09100418410041841)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.6406473750248551],['familiar_box'],0,38,38,24,260.62440274993423,,,,,,,,,260.6203323339578,260.62440274993423,261.613290874986,261.62246558396146,264.6162140419474,264.6162140419474,264.6162140419474,264.6162140419474,264.6162140419474,264.6162140419474,264.6162140419474,264.6162140419474,4.004096084041521,265.257365791942,Familiar,2,[np.float64(-0.09100418410041841)],[np.float64(-0.29707112970711297)],[1],[0],[0],[0.6406473750248551],['familiar_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Solar panel 1.jpg,old,39,39,0,[np.float64(-0.2698744769874477)],[np.float64(-0.2803347280334728)],[1],[0],[0],[0.7018448750022799],['remember_box'],0,39,39,46,265.5748288750183,,,,,,,,,265.57077283400577,265.5748288750183,266.56211654201616,266.572439917014,269.5541130419588,269.5541130419588,269.5541130419588,269.5541130419588,269.5541130419588,269.5541130419588,269.5541130419588,269.5541130419588,3.999225666979328,270.2634791249875,Remembered,3,[np.float64(-0.2698744769874477)],[np.float64(-0.2803347280334728)],[1],[0],[0],[0.7018448750022799],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
School 1.jpg,old,40,40,0,[np.float64(-0.10355648535564854)],[np.float64(-0.29707112970711297)],[1],[0],[0],[2.8354097910923883],['familiar_box'],0,40,40,11,270.58405941701494,,,,,,,,,270.58003829198424,270.58405941701494,271.56284962501377,271.5755017499905,274.56397799996193,274.56397799996193,274.56397799996193,274.56397799996193,274.56397799996193,274.56397799996193,274.56397799996193,274.56397799996193,4.006039040978067,277.4142908749636,Familiar,2,[np.float64(-0.10355648535564854)],[np.float64(-0.29707112970711297)],[1],[0],[0],[2.8354097910923883],['familiar_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Spider 2.jpg,old,41,41,0,[np.float64(0.3608786610878661)],[np.float64(-0.27719665271966526)],[1],[0],[0],[1.7861146670766175],['forgotten_box'],0,41,41,29,277.7344624589896,,,,,,,,,277.73044391698204,277.7344624589896,278.71240504202433,278.72503070894163,281.7156023340067,281.7156023340067,281.7156023340067,281.7156023340067,281.7156023340067,281.7156023340067,281.7156023340067,281.7156023340067,3.999366042087786,283.5082712919684,Forgotten,1,[np.float64(0.3608786610878661)],[np.float64(-0.27719665271966526)],[1],[0],[0],[1.7861146670766175],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Soldiers 8.jpg,old,42,42,0,[np.float64(-0.3284518828451883)],[np.float64(-0.2792887029288703)],[1],[0],[0],[2.3846713750390336],['remember_box'],0,42,42,4,283.8246068749577,,,,,,,,,283.8205130419228,283.8246068749577,284.8127905000001,284.82224616699386,287.8138283339795,287.8138283339795,287.8138283339795,287.8138283339795,287.8138283339795,287.8138283339795,287.8138283339795,287.8138283339795,4.000903708045371,290.19888629193883,Remembered,3,[np.float64(-0.3284518828451883)],[np.float64(-0.2792887029288703)],[1],[0],[0],[2.3846713750390336],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Wedding 12.jpg,old,43,43,0,[np.float64(-0.3002092050209205)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.7203208749415353],['remember_box'],0,43,43,45,290.51660287496634,,,,,,,,,290.5124637919944,290.51660287496634,291.4954214999452,291.5117443340132,294.49738724995404,294.49738724995404,294.49738724995404,294.49738724995404,294.49738724995404,294.49738724995404,294.49738724995404,294.48876262502745,4.00025162496604,295.2250725419726,Remembered,3,[np.float64(-0.3002092050209205)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.7203208749415353],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Shot 3.jpg,old,44,44,0,[np.float64(-0.3002092050209205)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.8254786659963429],['remember_box'],0,44,44,13,295.5396643340355,,,,,,,,,295.5356027500238,295.5396643340355,296.52821666700765,296.52821666700765,299.53021699993405,299.53021699993405,299.53021699993405,299.53021699993405,299.53021699993405,299.53021699993405,299.53021699993405,299.53021699993405,4.000986290979199,300.3561514170142,Remembered,3,[np.float64(-0.3002092050209205)],[np.float64(-0.29497907949790797)],[1],[0],[0],[0.8254786659963429],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Crow 1.jpg,new,45,45,0,[np.float64(0.0)],[np.float64(-0.2918410041841004)],[1],[0],[0],[0.3940584999509156],['familiar_box'],0,45,45,64,300.67124412499834,,,,,,,,,300.6671440419741,300.67124412499834,301.6617710000137,301.6617710000137,304.6539887089748,304.6539887089748,304.6539887089748,304.6539887089748,304.6539887089748,304.6539887089748,304.6539887089748,304.6539887089748,3.9997308750171214,305.05488058400806,Familiar,2,[np.float64(0.0)],[np.float64(-0.2918410041841004)],[1],[0],[0],[0.3940584999509156],['familiar_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Bloody knife 1.jpg,new,46,46,0,[np.float64(0.2824267782426778)],[np.float64(-0.26778242677824265)],[1],[0],[0],[2.09489475004375],['forgotten_box'],0,46,46,54,305.3714766249759,,,,,,,,,305.3669359169435,305.3714766249759,306.35553991701454,306.3602373750182,309.3550612499239,309.3550612499239,309.3550612499239,309.3550612499239,309.3550612499239,309.3550612499239,309.3550612499239,309.34318279195577,4.00420025002677,311.4583277089987,Forgotten,1,[np.float64(0.2824267782426778)],[np.float64(-0.26778242677824265)],[1],[0],[0],[2.09489475004375],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Ambulance 1.jpg,old,47,47,0,[np.float64(-0.29707112970711297)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.7959444579901174],['remember_box'],0,47,47,15,311.775225249934,,,,,,,,,311.7711332499748,311.775225249934,312.7607590840198,312.7719683749601,315.7650228749262,315.7650228749262,315.7650228749262,315.7650228749262,315.7650228749262,315.7650228749262,315.7650228749262,315.7650228749262,4.001997167011723,316.5614373750286,Remembered,3,[np.float64(-0.29707112970711297)],[np.float64(-0.29811715481171547)],[1],[0],[0],[0.7959444579901174],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Fire 9.jpg,old,48,48,0,[np.float64(-0.26673640167364016)],[np.float64(-0.2709205020920502)],[1],[0],[0],[2.2003331249579787],['remember_box'],0,48,48,36,316.88424749998376,,,,,,,,,316.8801253749989,316.88424749998376,317.8618538340088,317.87692812492605,320.86579241696745,320.86579241696745,320.86579241696745,320.86579241696745,320.86579241696745,320.86579241696745,320.86579241696745,320.85522891697474,4.001826916006394,323.07463387493044,Remembered,3,[np.float64(-0.26673640167364016)],[np.float64(-0.2709205020920502)],[1],[0],[0],[2.2003331249579787],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Bark 6.jpg,old,49,49,0,[np.float64(-0.2928870292887029)],[np.float64(-0.30857740585774057)],[1],[0],[0],[1.0668293749913573],['remember_box'],0,49,49,18,323.3918954170076,,,,,,,,,323.387635833933,323.3918954170076,324.37857766693924,324.38848479196895,327.37982366699725,327.37982366699725,327.37982366699725,327.37982366699725,327.37982366699725,327.37982366699725,327.37982366699725,327.37982366699725,4.00032466603443,328.44705824996345,Remembered,3,[np.float64(-0.2928870292887029)],[np.float64(-0.30857740585774057)],[1],[0],[0],[1.0668293749913573],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Explosion 5.jpg,new,50,50,0,[np.float64(-0.26464435146443516)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.0906430409522727],['remember_box'],0,50,50,67,328.7665214999579,,,,,,,,,328.76235374994576,328.7665214999579,329.7454671249725,329.75974170898553,332.74825879198033,332.74825879198033,332.74825879198033,332.74825879198033,332.74825879198033,332.74825879198033,332.74825879198033,332.74825879198033,4.002389624947682,333.84773608401883,Remembered,3,[np.float64(-0.26464435146443516)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.0906430409522727],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Dog attack 3.jpg,old,51,51,0,[np.float64(-0.3880753138075314)],[np.float64(-0.29811715481171547)],[1],[0],[0],[1.6765895000426099],['remember_box'],0,51,51,27,334.16649966698606,,,,,,,,,334.16233820898924,334.16649966698606,335.1459767499473,335.15766920894384,338.14801020896994,338.14801020896994,338.14801020896994,338.14801020896994,338.14801020896994,338.14801020896994,338.14801020896994,338.14801020896994,4.0012531250249594,339.8320004589623,Remembered,3,[np.float64(-0.3880753138075314)],[np.float64(-0.29811715481171547)],[1],[0],[0],[1.6765895000426099],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Astronaut 2,new,52,52,0,[np.float64(0.4382845188284519)],[np.float64(-0.32322175732217573)],[1],[0],[0],[2.55843408301007],['forgotten_box'],0,52,52,53,340.1491837919457,,,,,,,,,340.14504262502305,340.1491837919457,341.12749154202174,341.14352504198905,344.12937233399134,344.12937233399134,344.12937233399134,344.12937233399134,344.12937233399134,344.12937233399134,344.12937233399134,344.1215660419548,3.99979649996385,346.6958080419572,Forgotten,1,[np.float64(0.4382845188284519)],[np.float64(-0.32322175732217573)],[1],[0],[0],[2.55843408301007],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Jail 1.jpg,new,53,53,0,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.0017972079804167],['forgotten_box'],0,53,53,68,347.01674224995077,,,,,,,,,347.01266591693275,347.01674224995077,347.993817291921,348.0099627500167,350.9969956249697,350.9969956249697,350.9969956249697,350.9969956249697,350.9969956249697,350.9969956249697,350.9969956249697,350.98811058397405,3.9990500409621745,353.00634129194077,Forgotten,1,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[2.0017972079804167],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Statue 2.jpg,new,54,54,0,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[1.1330194999463856],['forgotten_box'],0,54,54,59,353.3231949589681,,,,,,,,,353.3191073340131,353.3231949589681,354.3112505839672,354.32157799997367,357.31507420900743,357.31507420900743,357.31507420900743,357.31507420900743,357.31507420900743,357.31507420900743,357.31507420900743,357.31507420900743,4.004153458052315,358.44858958397526,Forgotten,1,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[1.1330194999463856],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Sidewalk 2.jpg,old,55,55,0,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.7171730410773307],['forgotten_box'],0,55,55,20,358.76528099994175,,,,,,,,,358.76160104200244,358.76528099994175,359.74584674998187,359.7594862499973,362.7480853749439,362.7480853749439,362.7480853749439,362.7480853749439,362.7480853749439,362.7480853749439,362.7480853749439,362.7480853749439,4.000717582996003,363.4722060000058,Forgotten,1,[np.float64(0.4382845188284519)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.7171730410773307],['forgotten_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
Plane crash 1.jpg,old,56,56,0,[np.float64(-0.36297071129707115)],[np.float64(-0.2792887029288703)],[1],[0],[0],[1.5785481249913573],['remember_box'],0,56,56,16,363.78737862501293,,,,,,,,,363.7833486669697,363.78737862501293,364.7713133749785,364.7772997089196,367.7701258750167,367.7701258750167,367.7701258750167,367.7701258750167,367.7701258750167,367.7701258750167,367.7701258750167,367.7602705840254,4.0007782080210745,369.356392125017,Remembered,3,[np.float64(-0.36297071129707115)],[np.float64(-0.2792887029288703)],[1],[0],[0],[1.5785481249913573],['remember_box'],,,,,fazila,001,2025-11-13_12h33.20.674,Phase 2 Canli Replication,,2025.1.1,None,2025-11-13 12h33.42.166028 +0530,
