image_name,condition,thisN,thisTrialN,thisRepN,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_instructions.started,text_2.started,key_resp.started,intro_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stim_image.started,fixation.stopped,stim_image.stopped,text.started,remember_box.started,familiar_box.started,forgotten_box.started,remember_text.started,familiar_text.started,forgotten_text.started,mouse_resp.started,trial.stopped,response_label,response_code,trials.mouse_resp.x,trials.mouse_resp.y,trials.mouse_resp.leftButton,trials.mouse_resp.midButton,trials.mouse_resp.rightButton,trials.mouse_resp.time,trials.mouse_resp.clicked_name,end_thanks.started,thanks.started,thanks.stopped,end_thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.009656374924816191,0.016390540986321867,0.016390540986321867,14.386403332930058,space,14.36097808193881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Thunderstorm 10.jpg,new,0,0,0,[np.float64(-0.05230125523012552)],[np.float64(-0.28870292887029286)],[1],[0],[0],[1.4240192079450935],['familiar_box'],0,0,0,69,14.444800124969333,,,,,,,,,14.427632416016422,14.444800124969333,15.382766124908812,15.44004141597543,18.37286733300425,18.398355457931757,18.398355457931757,18.398355457931757,18.398355457931757,18.398355457931757,18.398355457931757,18.398355457931757,4.011991833918728,19.82268495799508,Familiar,2,[np.float64(-0.05230125523012552)],[np.float64(-0.28870292887029286)],[1],[0],[0],[1.4240192079450935],['familiar_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Frustrated pose 2.jpg,new,1,1,0,[np.float64(0.2384937238493724)],[np.float64(-0.303347280334728)],[1],[0],[0],[1.7903790840646252],['forgotten_box'],0,1,1,50,20.136816708021797,,,,,,,,,20.1328054999467,20.136816708021797,21.124818332958966,21.134225375019014,24.1274407079909,24.1274407079909,24.1274407079909,24.1274407079909,24.1274407079909,24.1274407079909,24.1274407079909,24.1274407079909,4.000218208064325,25.918216624995694,Forgotten,1,[np.float64(0.2384937238493724)],[np.float64(-0.303347280334728)],[1],[0],[0],[1.7903790840646252],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Stingray 2.jpg,old,2,2,0,[np.float64(-0.34309623430962344)],[np.float64(-0.32112970711297073)],[1],[0],[0],[0.5178772920044139],['remember_box'],0,2,2,33,26.23337862500921,,,,,,,,,26.229183165938593,26.23337862500921,27.21766691596713,27.22422429092694,30.206220499938354,30.215935790911317,30.215935790911317,30.215935790911317,30.215935790911317,30.215935790911317,30.215935790911317,30.215935790911317,4.000489208032377,30.741410749964416,Remembered,3,[np.float64(-0.34309623430962344)],[np.float64(-0.32112970711297073)],[1],[0],[0],[0.5178772920044139],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Grass 6.jpg,old,3,3,0,[np.float64(0.252092050209205)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.38996154197957367],['forgotten_box'],0,3,3,47,31.061176665942185,,,,,,,,,31.057416624971665,31.061176665942185,32.04124341602437,32.056340166018344,35.043849290930666,35.043849290930666,35.043849290930666,35.043849290930666,35.043849290930666,35.043849290930666,35.043849290930666,35.043849290930666,4.001172082964331,35.44225491594989,Forgotten,1,[np.float64(0.252092050209205)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.38996154197957367],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
War 8.jpg,old,4,4,0,[np.float64(-0.2907949790794979)],[np.float64(-0.3179916317991632)],[1],[0],[0],[0.41794545901939273],['remember_box'],0,4,4,38,35.76244466600474,,,,,,,,,35.75846608297434,35.76244466600474,36.74121066601947,36.75654237496201,39.74350279092323,39.74350279092323,39.74350279092323,39.74350279092323,39.74350279092323,39.74350279092323,39.74350279092323,39.74350279092323,3.9997742919949815,40.16883791598957,Remembered,3,[np.float64(-0.2907949790794979)],[np.float64(-0.3179916317991632)],[1],[0],[0],[0.41794545901939273],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Dog 24.jpg,old,5,5,0,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.6014917499851435],['remember_box'],0,5,5,24,40.48467983293813,,,,,,,,,40.48069949995261,40.48467983293813,41.46730437502265,41.47350387496408,44.456222416018136,44.46596091601532,44.46596091601532,44.46596091601532,44.46596091601532,44.46596091601532,44.46596091601532,44.46596091601532,4.000096000032499,45.07520904100966,Remembered,3,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.6014917499851435],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Exercise 3.jpg,old,6,6,0,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.36891062499489635],['remember_box'],0,6,6,7,45.396151207969524,,,,,,,,,45.392029415932484,45.396151207969524,46.37366325000767,46.3895836250158,49.36728270794265,49.3770813329611,49.3770813329611,49.3770813329611,49.3770813329611,49.3770813329611,49.3770813329611,49.3770813329611,3.9999480409314856,49.75321925000753,Remembered,3,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.36891062499489635],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Animal carcass 1.jpg,old,7,7,0,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.3739961670944467],['remember_box'],0,7,7,28,50.07081099995412,,,,,,,,,50.06686445791274,50.07081099995412,51.05775245791301,51.06735837494489,54.060837458004244,54.060837458004244,54.060837458004244,54.060837458004244,54.060837458004244,54.060837458004244,54.060837458004244,54.060837458004244,4.002678457996808,54.435233415919356,Remembered,3,[np.float64(-0.3880753138075314)],[np.float64(-0.3378661087866109)],[1],[0],[0],[0.3739961670944467],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Crow 1.jpg,new,8,8,0,[np.float64(-0.12761506276150628)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.3356614999938756],['familiar_box'],0,8,8,64,54.749475040938705,,,,,,,,,54.74546674999874,54.749475040938705,55.733912249910645,55.74007320799865,58.722450500004925,58.73232787498273,58.73232787498273,58.73232787498273,58.73232787498273,58.73232787498273,58.73232787498273,58.73232787498273,3.9997626250842586,59.07551491598133,Familiar,2,[np.float64(-0.12761506276150628)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.3356614999938756],['familiar_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Snake 4.jpg,new,9,9,0,[np.float64(-0.02510460251046025)],[np.float64(-0.3075313807531381)],[1],[0],[0],[1.2994591250317171],['familiar_box'],0,9,9,61,59.3963639580179,,,,,,,,,59.392328207963146,59.3963639580179,60.37433266593143,60.389049290912226,63.37693395791575,63.37693395791575,63.37693395791575,63.37693395791575,63.37693395791575,63.37693395791575,63.37693395791575,63.37693395791575,4.002451792010106,64.68621133291163,Familiar,2,[np.float64(-0.02510460251046025)],[np.float64(-0.3075313807531381)],[1],[0],[0],[1.2994591250317171],['familiar_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Dead bodies 1.jpg,old,10,10,0,[np.float64(-0.36506276150627615)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.48231512506026775],['remember_box'],0,10,10,0,65.00422083295416,,,,,,,,,65.00028874992859,65.00422083295416,65.99127858295105,66.00047312502284,68.99346245802008,68.99346245802008,68.99346245802008,68.99346245802008,68.99346245802008,68.99346245802008,68.99346245802008,68.99346245802008,4.0023202910088,69.47624654101674,Remembered,3,[np.float64(-0.36506276150627615)],[np.float64(-0.3075313807531381)],[1],[0],[0],[0.48231512506026775],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Ferret 1.jpg,new,11,11,0,"[np.float64(0.3200836820083682), np.float64(0.303347280334728)]","[np.float64(-0.35564853556485354), np.float64(-0.3117154811715481)]","[1, 1]","[0, 0]","[0, 0]","[0.7002400420606136, 1.5740200419677421]","[None, 'forgotten_box']",0,11,11,62,69.79289629100822,,,,,,,,,69.78891566593666,69.79289629100822,70.77450349996798,70.78970708302222,73.77690891595557,73.77690891595557,73.77690891595557,73.77690891595557,73.77690891595557,73.77690891595557,73.77690891595557,73.77690891595557,4.017798708053306,75.37452566600405,none,0,"[np.float64(0.3200836820083682), np.float64(0.303347280334728)]","[np.float64(-0.35564853556485354), np.float64(-0.3117154811715481)]","[1, 1]","[0, 0]","[0, 0]","[0.7002400420606136, 1.5740200419677421]","[None, 'forgotten_box']",,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Shark 8.jpg,old,12,12,0,[np.float64(0.12238493723849372)],[np.float64(-0.3294979079497908)],[1],[0],[0],[0.6244386669714004],['familiar_box'],0,12,12,30,75.6956815830199,,,,,,,,,75.69176116597373,75.6956815830199,76.67432329093572,76.68901799991727,79.66677562496625,79.67583650001325,79.67583650001325,79.67583650001325,79.67583650001325,79.67583650001325,79.67583650001325,79.67583650001325,3.9997027500066906,80.30822204099968,Familiar,2,[np.float64(0.12238493723849372)],[np.float64(-0.3294979079497908)],[1],[0],[0],[0.6244386669714004],['familiar_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Sad face 9.jpg,new,13,13,0,[np.float64(0.26673640167364016)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.4165074590127915],['forgotten_box'],0,13,13,49,80.62692991597578,,,,,,,,,80.62288591591641,80.62692991597578,81.60741029097699,81.62191283295397,84.6172286659712,84.6172286659712,84.6172286659712,84.6172286659712,84.6172286659712,84.6172286659712,84.6172286659712,84.6172286659712,4.000137082999572,85.03402745793574,Forgotten,1,[np.float64(0.26673640167364016)],[np.float64(-0.33263598326359833)],[1],[0],[0],[0.4165074590127915],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Pig 2.jpg,old,14,14,0,[np.float64(-0.26673640167364016)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.8686802920419723],['remember_box'],0,14,14,32,85.35057120793499,,,,,,,,,85.34652154101059,85.35057120793499,86.33348366594873,86.33926687494386,89.32228858291637,89.33213374996558,89.33213374996558,89.33213374996558,89.33213374996558,89.33213374996558,89.33213374996558,89.33213374996558,4.000526959076524,90.20813425001688,Remembered,3,[np.float64(-0.26673640167364016)],[np.float64(-0.3274058577405858)],[1],[0],[0],[0.8686802920419723],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Orangutan 1.jpg,old,15,15,0,[np.float64(0.2489539748953975)],[np.float64(-0.30857740585774057)],[1],[0],[0],[0.5741386669687927],['forgotten_box'],0,15,15,34,90.52775854093488,,,,,,,,,90.52381320798304,90.52775854093488,91.50709258299321,91.52175995800644,94.51008291600738,94.51008291600738,94.51008291600738,94.51008291600738,94.51008291600738,94.51008291600738,94.51008291600738,94.51008291600738,4.001663750037551,95.0929647909943,Forgotten,1,[np.float64(0.2489539748953975)],[np.float64(-0.30857740585774057)],[1],[0],[0],[0.5741386669687927],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Gun 5.jpg,old,16,16,0,[np.float64(-0.2615062761506276)],[np.float64(-0.29707112970711297)],[1],[0],[0],[1.0034804169554263],['remember_box'],0,16,16,17,95.40968137502205,,,,,,,,,95.40567233297043,95.40968137502205,96.39155629090965,96.40514416596852,99.39330716594122,99.39330716594122,99.39330716594122,99.39330716594122,99.39330716594122,99.39330716594122,99.39330716594122,99.39330716594122,4.001263000071049,100.40392812492792,Remembered,3,[np.float64(-0.2615062761506276)],[np.float64(-0.29707112970711297)],[1],[0],[0],[1.0034804169554263],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Skyscraper 1.jpg,old,17,17,0,[np.float64(0.33472803347280333)],[np.float64(-0.27719665271966526)],[1],[0],[0],[0.4736437080428004],['forgotten_box'],0,17,17,42,100.7288143329788,,,,,,,,,100.72484620800242,100.7288143329788,101.70716762496158,101.7227218329208,104.70966387493536,104.70966387493536,104.70966387493536,104.70966387493536,104.70966387493536,104.70966387493536,104.70966387493536,104.70966387493536,3.999560459051281,105.19043874996714,Forgotten,1,[np.float64(0.33472803347280333)],[np.float64(-0.27719665271966526)],[1],[0],[0],[0.4736437080428004],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Dog attack 3.jpg,old,18,18,0,[np.float64(-0.3410041841004184)],[np.float64(-0.3294979079497908)],[1],[0],[0],[0.4984166669892147],['remember_box'],0,18,18,27,105.51227258297149,,,,,,,,,105.50817441591062,105.51227258297149,106.49025833292399,106.50482808297966,109.49298291595187,109.49298291595187,109.49298291595187,109.49298291595187,109.49298291595187,109.49298291595187,109.49298291595187,109.49298291595187,4.001524834078737,110.00028433301486,Remembered,3,[np.float64(-0.3410041841004184)],[np.float64(-0.3294979079497908)],[1],[0],[0],[0.4984166669892147],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Acorns 3.jpg,old,19,19,0,[np.float64(0.28765690376569036)],[np.float64(-0.2897489539748954)],[1],[0],[0],[0.7114004170289263],['forgotten_box'],0,19,19,21,110.31581075000577,,,,,,,,,110.31188062496949,110.31581075000577,111.29996924998704,111.30620400002226,114.28866087493952,114.29890687495936,114.29890687495936,114.29890687495936,114.29890687495936,114.29890687495936,114.29890687495936,114.29890687495936,4.001025291043334,115.01762291591149,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.2897489539748954)],[1],[0],[0],[0.7114004170289263],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Car 1.jpg,old,20,20,0,[np.float64(0.28765690376569036)],[np.float64(-0.2897489539748954)],[1],[0],[0],[0.3461983340093866],['forgotten_box'],0,20,20,23,115.33242391597014,,,,,,,,,115.32836341601796,115.33242391597014,116.31663570797537,116.32243320799898,119.30527899996378,119.31513408292085,119.31513408292085,119.31513408292085,119.31513408292085,119.31513408292085,119.31513408292085,119.31513408292085,3.999993124976754,119.6687160829315,Forgotten,1,[np.float64(0.28765690376569036)],[np.float64(-0.2897489539748954)],[1],[0],[0],[0.3461983340093866],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Cockroach 1.jpg,old,21,21,0,[np.float64(-0.3410041841004184)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.44167233305051923],['remember_box'],0,21,21,25,119.98427112493664,,,,,,,,,119.98027566599194,119.98427112493664,120.97301762492862,120.98335416591726,123.9666542080231,123.97716433298774,123.97716433298774,123.97716433298774,123.97716433298774,123.97716433298774,123.97716433298774,123.97716433298774,4.003594040987082,124.4193990000058,Remembered,3,[np.float64(-0.3410041841004184)],[np.float64(-0.3190376569037657)],[1],[0],[0],[0.44167233305051923],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Plane crash 3.jpg,old,22,22,0,[np.float64(0.37343096234309625)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.48061545903328806],['forgotten_box'],0,22,22,41,124.7342129999306,,,,,,,,,124.73037054098677,124.7342129999306,125.72387524996884,125.73310445796233,128.72639524994884,128.72639524994884,128.72639524994884,128.72639524994884,128.72639524994884,128.72639524994884,128.72639524994884,128.72639524994884,4.0020272500114515,129.2073120829882,Forgotten,1,[np.float64(0.37343096234309625)],[np.float64(-0.32217573221757323)],[1],[0],[0],[0.48061545903328806],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Soldiers 8.jpg,old,23,23,0,[np.float64(-0.06799163179916318)],[np.float64(-0.3389121338912134)],[1],[0],[0],[0.7855402079876512],['familiar_box'],0,23,23,4,129.52775741601363,,,,,,,,,129.52376008301508,129.52775741601363,130.50703224993777,130.52236262499355,133.50940400001127,133.50940400001127,133.50940400001127,133.50940400001127,133.50940400001127,133.50940400001127,133.50940400001127,133.50940400001127,3.9998320000013337,134.3024151249556,Familiar,2,[np.float64(-0.06799163179916318)],[np.float64(-0.3389121338912134)],[1],[0],[0],[0.7855402079876512],['familiar_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Timber 2.jpg,new,24,24,0,[np.float64(0.33158995815899583)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.33025716606061906],['forgotten_box'],0,24,24,57,134.61976299993694,,,,,,,,,134.615787458024,134.61976299993694,135.60700745799113,135.61631941597443,138.61127487500198,138.61127487500198,138.61127487500198,138.61127487500198,138.61127487500198,138.61127487500198,138.61127487500198,138.61127487500198,4.003347165999003,138.94205991597846,Forgotten,1,[np.float64(0.33158995815899583)],[np.float64(-0.32426778242677823)],[1],[0],[0],[0.33025716606061906],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Wedding 12.jpg,old,25,25,0,[np.float64(0.34518828451882844)],[np.float64(-0.3127615062761506)],[1],[0],[0],[0.3704319169046357],['forgotten_box'],0,25,25,45,139.26027650001924,,,,,,,,,139.25616070791148,139.26027650001924,140.24014337500557,140.25574370799586,143.24319724994712,143.24319724994712,143.24319724994712,143.24319724994712,143.24319724994712,143.24319724994712,143.24319724994712,143.24319724994712,4.002419707947411,143.62240608292632,Forgotten,1,[np.float64(0.34518828451882844)],[np.float64(-0.3127615062761506)],[1],[0],[0],[0.3704319169046357],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Dead bodies 2.jpg,new,26,26,0,[np.float64(0.36297071129707115)],[np.float64(-0.3106694560669456)],[1],[0],[0],[0.2657807089854032],['forgotten_box'],0,26,26,48,143.9448203749489,,,,,,,,,143.94075929094106,143.9448203749489,144.92272924992722,144.9392178329872,147.9163837499218,147.9261452499777,147.9261452499777,147.9261452499777,147.9261452499777,147.9261452499777,147.9261452499777,147.9261452499777,4.00146900000982,148.20060854102485,Forgotten,1,[np.float64(0.36297071129707115)],[np.float64(-0.3106694560669456)],[1],[0],[0],[0.2657807089854032],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Prison 2.jpg,new,27,27,0,[np.float64(0.4236401673640167)],[np.float64(-0.3064853556485356)],[1],[0],[0],[1.316578833037056],['forgotten_box'],0,27,27,56,148.51569312496576,,,,,,,,,148.51159095799085,148.51569312496576,149.49973191600293,149.5059481660137,152.48816841596272,152.49820345791522,152.49820345791522,152.49820345791522,152.49820345791522,152.49820345791522,152.49820345791522,152.49820345791522,3.9999619579175487,153.8224651250057,Forgotten,1,[np.float64(0.4236401673640167)],[np.float64(-0.3064853556485356)],[1],[0],[0],[1.316578833037056],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Police 2.jpg,old,28,28,0,[np.float64(-0.29707112970711297)],[np.float64(-0.30962343096234307)],[1],[0],[0],[1.6670890409732237],['remember_box'],0,28,28,3,154.14343437494244,,,,,,,,,154.1397349999752,154.14343437494244,155.12319754099008,155.13791325001512,158.12679024995305,158.12679024995305,158.12679024995305,158.12679024995305,158.12679024995305,158.12679024995305,158.12679024995305,158.12679024995305,4.001379790948704,159.80171512498055,Remembered,3,[np.float64(-0.29707112970711297)],[np.float64(-0.30962343096234307)],[1],[0],[0],[1.6670890409732237],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Dirt 1.jpg,old,29,29,0,[np.float64(-0.348326359832636)],[np.float64(-0.33368200836820083)],[1],[0],[0],[0.475604584091343],['remember_box'],0,29,29,37,160.118962166016,,,,,,,,,160.11496074998286,160.118962166016,161.09962520794943,161.1162409579847,164.08860391599592,164.10901658295188,164.10901658295188,164.10901658295188,164.10901658295188,164.10901658295188,164.10901658295188,164.10901658295188,4.002790791913867,164.58507041598205,Remembered,3,[np.float64(-0.348326359832636)],[np.float64(-0.33368200836820083)],[1],[0],[0],[0.475604584091343],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Horse racing 1.jpg,new,30,30,0,[np.float64(0.2489539748953975)],[np.float64(-0.29602510460251047)],[1],[0],[0],[2.4516987920505926],['forgotten_box'],0,30,30,63,164.89989983302075,,,,,,,,,164.89602608291898,164.89989983302075,165.88886941596866,165.88886941596866,168.881438915967,168.881438915967,168.881438915967,168.881438915967,168.881438915967,168.881438915967,168.881438915967,168.881438915967,4.00956312508788,171.35126041597687,Forgotten,1,[np.float64(0.2489539748953975)],[np.float64(-0.29602510460251047)],[1],[0],[0],[2.4516987920505926],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Rafting 6.jpg,old,31,31,0,[np.float64(0.3263598326359833)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.464293499942869],['forgotten_box'],0,31,31,9,171.6683063749224,,,,,,,,,171.66430941596627,171.6683063749224,172.6495993329445,172.66622166591696,175.63826083298773,175.65970312501304,175.65970312501304,175.65970312501304,175.65970312501304,175.65970312501304,175.65970312501304,175.65970312501304,4.003955207997933,177.12438341591042,Forgotten,1,[np.float64(0.3263598326359833)],[np.float64(-0.2824267782426778)],[1],[0],[0],[1.464293499942869],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Gazing 2.jpg,old,32,32,0,[np.float64(0.3106694560669456)],[np.float64(-0.26673640167364016)],[1],[0],[0],[0.557302667060867],['forgotten_box'],0,32,32,10,177.44232195802033,,,,,,,,,177.4382889579283,177.44232195802033,178.42352341592778,178.4386671249522,181.42595520801842,181.42595520801842,181.42595520801842,181.42595520801842,181.42595520801842,181.42595520801842,181.42595520801842,181.42595520801842,4.000440458999947,181.99034816597123,Forgotten,1,[np.float64(0.3106694560669456)],[np.float64(-0.26673640167364016)],[1],[0],[0],[0.557302667060867],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
War 6.jpg,old,33,33,0,[np.float64(-0.28451882845188287)],[np.float64(-0.2792887029288703)],[1],[0],[0],[0.7740444169612601],['remember_box'],0,33,33,1,182.30931099993177,,,,,,,,,182.3054171659751,182.30931099993177,183.28987716592383,183.30573633301537,186.2922730409773,186.2922730409773,186.2922730409773,186.2922730409773,186.2922730409773,186.2922730409773,186.2922730409773,186.2922730409773,3.999832915957086,187.07373112498317,Remembered,3,[np.float64(-0.28451882845188287)],[np.float64(-0.2792887029288703)],[1],[0],[0],[0.7740444169612601],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
School 1.jpg,old,34,34,0,[np.float64(-0.3148535564853556)],[np.float64(-0.28556485355648537)],[1],[0],[0],[0.4248662079917267],['remember_box'],0,34,34,11,187.39379791601095,,,,,,,,,187.38981158297975,187.39379791601095,188.37295054097194,188.38809062493965,191.3760261660209,191.3760261660209,191.3760261660209,191.3760261660209,191.3760261660209,191.3760261660209,191.3760261660209,191.3760261660209,4.01640516705811,191.8242770829238,Remembered,3,[np.float64(-0.3148535564853556)],[np.float64(-0.28556485355648537)],[1],[0],[0],[0.4248662079917267],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Solar panel 1.jpg,old,35,35,0,[np.float64(0.3138075313807531)],[np.float64(-0.28556485355648537)],[1],[0],[0],[1.3215195420198143],['forgotten_box'],0,35,35,46,192.145158624975,,,,,,,,,192.1412057079142,192.145158624975,193.12307795800734,193.13856179092545,196.1255918329116,196.1255918329116,196.1255918329116,196.1255918329116,196.1255918329116,196.1255918329116,196.1255918329116,196.1255918329116,4.0012865419266745,197.45582304091658,Forgotten,1,[np.float64(0.3138075313807531)],[np.float64(-0.28556485355648537)],[1],[0],[0],[1.3215195420198143],['forgotten_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
Ambulance 1.jpg,old,36,36,0,[np.float64(-0.2939330543933054)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.35164858296047896],['remember_box'],0,36,36,15,197.77739137492608,,,,,,,,,197.77328187495004,197.77739137492608,198.75558987492695,198.77176695794333,201.7491388330236,201.7576195829315,201.7576195829315,201.7576195829315,201.7576195829315,201.7576195829315,201.7576195829315,201.7576195829315,4.005932708038017,202.12376187497284,Remembered,3,[np.float64(-0.2939330543933054)],[np.float64(-0.32322175732217573)],[1],[0],[0],[0.35164858296047896],['remember_box'],,,,,eva,002,2025-11-16_12h55.10.296,Phase 2 Canli Replication,,2025.1.1,None,2025-11-16 12h57.37.371700 +0530,
